ENTREZ GENE ID,GENE SYMBOL,OCCURRENCES,Uniprot
54756,IL17RD,1,Q8NFM7
54785,C17orf59,3,Q96GS4
55084,SOBP,2,A7XYQ1
55186,SLC25A36,1,Q96CQ1
55254,TMEM39A,1,Q9NV64
55504,TNFRSF19,5,Q9NS68
55532,SLC30A10,2,Q6XR72
55544,RBM38,2,Q9H0Z9
55635,DEPDC1,1,Q5TB30
55677,IWS1,1,Q96ST2
55716,LMBR1L,1,Q6UX01
55718,POLR3E,3,Q9NVU0
55846,ITFG2,1,Q969R8
55966,AJAP1,5,Q9UKB5
57030,SLC17A7,2,Q9P2U7
57120,GOPC,11,Q9HD26
57492,ARID1B,6,Q8NFD5
57529,RGAG1,9,Q8NET4
57549,IGSF9,1,Q9P2J2
57597,BAHCC1,2,Q9P281
57642,COL20A1,3,Q9P218
57688,ZSWIM6,5,Q9HCJ5
57830,KRTAP5-8,9,O75690
58473,PLEKHB1,3,Q9UF11
59283,CACNG8,7,Q8WXS5
59340,HRH4,1,Q9H3N8
63982,ANO3,1,Q9BYT9
64063,PRSS22,8,Q9GZN4
64111,NPVF,1,Q9HCQ7
64282,PAPD5,5,Q8NDF8
64648,SPANXD,1,Q9BXN6
64699,TMPRSS3,5,P57727
64864,RFX7,1,Q2KHR2
64881,PCDH20,2,Q8N6Y1
64946,CENPH,5,Q9H3R5
65249,ZSWIM4,1,Q9H7M6
79016,DDA1,1,Q9BW61
79037,PVRIG,1,Q6DKI7
79172,CENPO,1,Q9BU64
79832,QSER1,4,Q2KHR3
79873,NUDT18,3,Q6ZVK8
79899,PRR5L,1,Q6MZQ0
80070,ADAMTS20,3,P59510
80139,ZNF703,1,Q9H7S9
80228,ORAI2,3,Q96SN7
80274,SCUBE1,1,Q8IWY4
80352,RNF39,1,Q9H2S5
81030,ZBP1,6,Q9H171
81545,FBXO38,4,Q6PIJ6
81788,NUAK2,2,Q9H093
81797,OR12D3,1,Q9UGF7
81857,MED25,4,Q71SY5
83953,FCAMR,1,Q8WWV6
84126,ATRIP,4,Q8WXE1
84225,ZMYND15,2,Q9H091
84258,SYT3,1,Q9BQG1
84298,LLPH,2,Q9BRT6
84444,DOT1L,2,Q8TEK3
84461,NEURL4,4,Q96JN8
84498,FAM120B,3,Q96EK7
84525,HOPX,1,Q9BPY8
84570,COL25A1,8,Q9BXS0
84660,CCDC62,1,Q6P9F0
84667,HES7,1,Q9BYE0
84674,CARD6,2,Q9BX69
84775,ZNF607,2,Q96SK3
84870,RSPO3,3,Q9BXY4
84872,ZC3H10,5,Q96K80
84954,MPND,8,Q8N594
85376,RIMBP3,1,Q9UFD9
85481,PSKH2,1,Q96QS6
89797,NAV2,4,Q8IVL1
90665,TBL1Y,2,Q9BQ87
90993,CREB3L1,2,Q96BA8
91179,SCARF2,1,Q96GP6
113263,GLCCI1,4,Q86VQ1
114786,XKR4,8,Q5GH76
114884,OSBPL10,2,Q9BXB5
114984,FLYWCH2,1,Q96CP2
115749,C12orf56,2,Q8IXR9
116444,GRIN3B,6,O60391
116988,AGAP3,2,Q96P47
119180,LYZL2,2,Q7Z4W2
121129,OR2AP1,2,Q8NGE2
124044,SPATA2L,3,Q8IUW3
124535,HSF5,2,Q4G112
126299,ZNF428,1,Q96B54
126917,IFFO2,6,Q5TF58
127703,C1orf216,1,Q8TAB5
129049,SGSM1,2,Q2NKQ1
131405,TRIM71,3,Q2Q1W2
133060,OTOP1,3,Q7RTM1
133688,UGT3A1,1,Q6NUS8
136991,ASZ1,1,Q8WWH4
139804,RBMXL3,7,Q8N7X1
140467,ZNF358,6,Q9NW07
143279,HECTD2,1,Q5U5R9
146167,SLC38A8,1,A6NNN8
147166,TRIM16L,3,Q309B1
150275,CCDC117,1,Q8IWD4
150379,PNPLA5,1,Q7Z6Z6
152877,FAM53A,1,Q6NSI3
153745,FAM71B,1,Q8TC56
155061,ZNF746,7,Q6NUN9
158135,TTLL11,1,Q8NHH1
158293,FAM120AOS,7,Q5T036
165631,PARP15,1,Q460N3
166979,CDC20B,1,Q86Y33
168975,CNBD1,1,Q8NA66
170463,SSBP4,1,Q9BWG4
170825,GSX2,2,Q9BZM3
171017,ZNF384,2,Q8TF68
199834,LCE4A,6,Q5TA78
219931,TPCN2,2,Q8NHX9
221178,SPATA13,4,Q96N96
221937,FOXK1,1,P85037
222223,KIAA1324L,6,A8MWY0
222235,FBXL13,1,Q8NEE6
222256,CDHR3,1,Q6ZTQ4
254910,LCE5A,6,Q5TCM9
257160,RNF214,2,Q8ND24
259285,TAS2R39,1,P59534
283149,BCL9L,8,Q86UU0
283463,MUC19,7,Q7Z5P9
284273,ZADH2,1,Q8N4Q0
284293,HMSD,3,A8MTL9
285761,DCBLD1,6,Q8N8Z6
337974,KRTAP19-7,2,Q3SYF9
338321,NLRP9,2,Q7RTR0
343099,CCDC18,4,Q5T9S5
343472,BARHL2,3,Q9NY43
348487,FAM131C,1,Q96AQ9
374819,LRRC37A3,2,O60309
375033,PEAR1,1,Q5VY43
387264,KRTAP5-1,8,Q6L8H4
387266,KRTAP5-3,8,Q6L8H2
387267,KRTAP5-4,8,Q6L8H1
388015,RTL1,1,A6NKG5
388646,GBP7,1,Q8N8V2
389400,GFRAL,1,Q6UXV0
389421,LIN28B,1,Q6ZN17
391112,OR6Y1,1,Q8NGX8
392390,OR1L6,1,Q8NGR2
399664,MEX3D,3,Q86XN8
401498,TMEM215,2,Q68D42
403314,APOBEC4,1,Q8WW27
403341,ZBTB34,1,Q8NCN2
440021,KRTAP5-2,8,Q701N4
440050,KRTAP5-7,8,Q6L8G8
440051,KRTAP5-11,8,Q6L8G4
442186,OR2J3,1,O76001
606495,CYB5RL,3,Q6IPT4
644168,DRGX,1,A6NNA5
653509,SFTPA1,7,Q8IWL2
728116,ZBTB8B,3,Q8NAP8
728224,KRTAP4-8,1,Q9BYQ9
728294,D2HGDH,8,Q8N465
100131390,SP9,2,P0CG40
177,AGER,1,Q15109
329,BIRC2,3,Q13490
473,RERE,3,Q9P2R6
779,CACNA1S,2,Q13698
825,CAPN3,4,P20807
1003,CDH5,11,P33151
1286,COL4A4,5,P53420
1305,COL13A1,3,Q5TAT6
1326,MAP3K8,1,P41279
1553,CYP2A13,1,Q16696
1565,CYP2D6,4,P10635
1572,CYP2F1,1,P24903
1795,DOCK3,2,Q8IZD9
1995,ELAVL3,1,Q14576
2134,EXTL1,5,Q92935
2323,FLT3LG,1,P49771
2556,GABRA3,1,P34903
3156,HMGCR,1,P04035
3235,HOXD9,6,P28356
3566,IL4R,6,P24394
4091,SMAD6,1,O43541
4099,MAG,1,P20916
4150,MAZ,3,P56270
4584,MUC3A,1,Q02505
4683,NBN,1,O60934
5082,PDCL,3,Q13371
5139,PDE3A,1,Q14432
5142,PDE4B,2,Q07343
5435,POLR2F,3,P61218
5514,PPP1R10,3,Q96QC0
5863,RGL2,2,O15211
5990,RFX2,1,P48378
6302,TSPAN31,2,Q12999
6324,SCN1B,1,Q07699
6345,SRL,1,Q86TD4
6517,SLC2A4,4,P14672
6751,SSTR1,4,P30872
6839,SUV39H1,2,O43463
6945,MLX,1,Q9UH92
7016,TESK1,1,Q15569
7157,TP53,6,P04637
7352,UCP3,2,P55916
7776,ZNF236,1,Q9UL36
7789,ZXDA,1,P98168
7840,ALMS1,4,Q8TCU4
8092,ALX1,2,Q15699
8204,NRIP1,3,P48552
8328,GFI1B,1,Q5VTD9
8645,KCNK5,4,O95279
8763,CD164,1,Q04900
8871,SYNJ2,4,O15056
8913,CACNA1G,2,O43497
8927,BSN,5,Q9UPA5
9127,P2RX6,2,O15547
9242,MSC,2,O60682
9576,SPAG6,2,O75602
9665,KIAA0430,5,Q9Y4F3
9721,GPRIN2,2,O60269
10071,MUC12,1,Q9UKN1
10144,FAM13A,2,O94988
10150,MBNL2,2,Q5VZF2
10166,SLC25A15,4,Q9Y619
10297,APC2,4,O95996
10499,NCOA2,6,Q15596
10634,GAS2L1,2,Q99501
10922,FASTK,3,Q14296
11193,WBP4,1,O75554
22798,LAMB4,10,A4D0S4
22838,RNF44,1,Q7L0R7
22921,MSRB2,1,Q9Y3D2
23235,SIK2,1,Q9H0K1
23539,SLC16A8,1,O95907
23596,OPN3,1,Q9H1Y3
25821,MTO1,1,Q9Y2Z2
25907,TMEM158,3,Q8WZ71
26033,ATRNL1,2,Q5VV63
26108,PYGO1,1,Q9Y3Y4
26576,SRPK3,1,Q9UPE1
26610,ELP4,2,Q96EB1
27201,GPR78,1,Q96P69
27245,AHDC1,3,Q5TGY3
27255,CNTN6,2,Q9UQ52
29881,NPC1L1,3,Q9UHC9
29947,DNMT3L,2,Q9UJW3
43847,KLK14,2,Q9P0G3
51009,DERL2,2,Q9GZP9
51043,ZBTB7B,3,O15156
51176,LEF1,2,Q9UJU2
51239,ANKRD39,1,Q53RE8
51412,ACTL6B,4,O94805
51720,UIMC1,1,Q96RL1
54760,PCSK4,3,Q6UW60
54800,KLHL24,1,Q6TFL4
55512,SMPD3,2,Q9NY59
55607,PPP1R9A,1,Q9ULJ8
55689,YEATS2,6,Q9ULM3
55760,DHX32,3,Q7L7V1
56848,SPHK2,1,Q9NRA0
56901,NDUFA4L2,1,Q9NRX3
56937,PMEPA1,2,Q969W9
57104,PNPLA2,2,Q96AD5
57172,CAMK1G,5,Q96NX5
57520,HECW2,7,Q9P2P5
57582,KCNT1,8,Q5JUK3
57583,TMEM181,2,Q9P2C4
60560,NAA35,2,Q5VZE5
63950,DMRTA2,7,Q96SC8
64096,GFRA4,1,Q9GZZ7
64219,PJA1,1,Q8NG27
64393,ZMAT3,3,Q9HA38
64499,TPSB2,1,P20231
64839,FBXL17,1,Q9UF56
79042,TSEN34,1,Q9BSV6
79144,PPDPF,1,Q9H3Y8
79446,WDR25,2,Q64LD2
79634,SCRN3,2,Q0VDG4
79830,ZMYM1,1,Q5SVZ6
80731,THSD7B,1,Q9C0I4
81794,ADAMTS10,2,Q9H324
81796,SLCO5A1,2,Q9H2Y9
81851,KRTAP1-1,2,Q07627
83445,GSG1,4,Q2KHT4
83448,PUS7L,2,Q9H0K6
83733,SLC25A18,6,Q9H1K4
84283,TMEM79,2,Q9BSE2
84314,TMEM107,3,Q6UX40
84433,CARD11,2,Q9BXL7
84629,TNRC18,2,O15417
84867,PTPN5,1,P54829
84937,ZNRF1,2,Q8ND25
84966,IGSF21,5,Q96ID5
85442,KNDC1,2,Q76NI1
85443,DCLK3,1,Q9C098
89778,SERPINB11,1,Q96P15
89796,NAV1,7,Q8NEY1
89801,PPP1R3F,2,Q6ZSY5
89857,KLHL6,1,Q8WZ60
89884,LHX4,1,Q969G2
93166,PRDM6,1,Q9NQX0
94030,LRRC4B,3,Q9NT99
112398,EGLN2,4,Q96KS0
114088,TRIM9,3,Q9C026
114336,CGB2,2,Q6NT52
114785,MBD6,3,Q96DN6
114800,CCDC85A,1,Q96PX6
114815,SORCS1,3,Q8WY21
116039,OSR2,5,Q8N2R0
116071,BATF2,1,Q8N1L9
116448,OLIG1,2,Q8TAK6
120146,TRIM64,1,A6NGJ6
121274,ZNF641,2,Q96N77
124491,TMEM170A,1,Q8WVE7
124925,SEZ6,1,Q53EL9
126969,SLC44A3,1,Q8N4M1
128367,OR10X1,1,Q8NGY0
129025,ZNF280A,2,P59817
130535,KCTD18,1,Q6PI47
138046,RALYL,9,Q86SE5
138307,LCN8,4,Q6JVE9
140432,RNF113B,1,Q8IZP6
140901,STK35,2,Q8TDR2
142680,SLC34A3,3,Q8N130
147463,ANKRD29,1,Q8N6D5
148014,TTC9B,2,Q8N6N2
149628,PYHIN1,1,Q6K0P9
158835,AWAT2,2,Q6E213
160518,DENND5B,1,Q6ZUT9
168544,ZNF467,1,Q7Z7K2
171169,SPACA4,1,Q8TDM5
197342,EME2,4,A4GXA9
200162,SPAG17,2,Q6Q759
203054,ADCK5,3,Q3MIX3
222663,SCUBE3,6,Q8IX30
255877,BCL6B,1,Q8N143
256472,TMEM151A,3,Q8N4L1
259289,TAS2R43,1,P59537
266727,MDGA1,1,Q8NFP4
283130,SLC25A45,1,Q8N413
284098,PIGW,1,Q7Z7B1
284252,KCTD1,5,Q719H9
284403,WDR62,2,O43379
284612,SYPL2,2,Q5VXT5
339804,C2orf74,7,A8MZ97
342933,ZSCAN5B,1,A6NJL1
344148,NCKAP5,5,O14513
347730,LRRTM1,1,Q86UE6
353131,LCE1A,4,Q5T7P2
386677,KRTAP10-1,2,P60331
388228,SBK1,1,Q52WX2
388364,TMIGD1,1,Q6UXZ0
389058,SP5,2,Q6BEB4
440503,PLIN5,1,Q00G26
440804,RIMBP3B,1,A6NNM3
441234,ZNF716,4,A6NP11
442444,FAM47C,1,Q5HY64
646174,C16orf90,1,A8MZG2
653519,GPR89A,2,B7ZAQ6
729956,SHISA7,5,A6NL88
730249,IRG1,1,A6NK06
751071,METTL12,1,A8MUP2
768206,PRCD,3,Q00LT1
100113407,TMEM170B,1,Q5T4T1
100129842,ZNF737,2,O75373
100130311,C17orf107,1,Q6ZR85
100287226,ZNF729,2,A6NN14
859,CAV3,4,P56539
1007,CDH9,1,Q9ULB4
1008,CDH10,1,Q9Y6N8
1030,CDKN2B,2,P42772
1160,CKMT2,3,P17540
1993,ELAVL2,4,Q12926
2635,GBP3,1,Q9H0R5
3150,HMGN1,3,P05114
3730,KAL1,1,P23352
3887,KRT81,10,Q14533
4781,NFIB,1,O00712
5138,PDE2A,3,O00408
5664,PSEN2,4,P49810
5753,PTK6,2,Q13882
6725,SRMS,4,Q9H3Y6
6733,SRPK2,5,P78362
6907,TBL1X,1,O60907
6919,TCEA2,1,Q15560
7036,TFR2,5,Q9UP52
7072,TIA1,2,P31483
7125,TNNC2,5,P02585
7216,TRO,3,Q12816
8926,SNURF,4,P63162
9056,SLC7A7,4,Q9UM01
9080,CLDN9,2,O95484
9241,NOG,2,Q13253
10319,LAMC3,6,Q9Y6N6
10656,KHDRBS3,4,O75525
10885,WDR3,1,Q9UNX4
10914,PAPOLA,1,P51003
11137,PWP1,2,Q13610
22897,CEP164,10,Q9UPV0
22985,ACIN1,4,Q9UKV3
23031,MAST3,5,O60307
23390,ZDHHC17,1,Q8IUH5
23519,ANP32D,2,O95626
23520,ANP32C,5,O43423
25820,ARIH1,4,Q9Y4X5
25896,INTS7,1,Q9NVH2
27175,TUBG2,4,Q9NRH3
29915,HCFC2,4,Q9Y5Z7
50640,PNPLA8,7,Q9NP80
50810,HDGFRP3,1,Q9Y3E1
51619,UBE2D4,4,Q9Y2X8
54751,FBLIM1,2,Q8WUP2
55095,SAMD4B,3,Q5PRF9
55132,LARP1B,2,Q659C4
55147,RBM23,5,Q86U06
55188,RIC8B,3,Q9NVN3
55679,LIMS2,3,Q7Z4I7
56134,PCDHAC2,3,Q9Y5I4
56341,PRMT8,5,Q9NR22
57060,PCBP4,4,P57723
57644,MYH7B,9,A7E2Y1
64579,NDST4,1,Q9H3R1
64895,PAPOLG,1,Q9BWT3
65123,INTS3,8,Q68E01
84163,GTF2IRD2,5,Q86UP8
84220,RGPD5,4,Q99666
84779,NAA11,3,Q9BSU3
91227,GGTLC2,6,Q14390
91734,IDI2,2,Q9BXS1
125113,KRT222,4,Q8N1A0
127262,TPRG1L,3,Q5T0D9
135295,SRSF12,3,Q8WXF0
140886,PABPC5,6,Q96DU9
147912,SIX5,5,Q8N196
151835,CPNE9,6,Q8IYJ1
202559,KHDRBS2,4,Q5VWX1
253314,EIF4E1B,4,A6NMX2
346288,SEPT14,4,Q6ZU15
375449,MAST4,6,O15021
388677,NOTCH2NL,4,P0DPK4
389524,GTF2IRD2B,4,Q6EKJ0
400966,RGPD1,3,P0DJD0
404037,HAPLN4,1,Q86UW8
494115,RBMXL1,3,Q96E39
642636,RAD21L1,3,Q9H4I0
644591,PPIAL4G,10,P0DN37
645027,EVPLL,2,A8MZ36
653464,SRGAP2C,6,P0DJJ0
727851,RGPD8,4,O14715
729540,RGPD6,3,Q99666
729857,RGPD2,4,P0DJD1
100037417,DDTL,4,A6NHG4
330,BIRC3,1,Q13489
2921,CXCL3,1,P19876
7038,TG,4,P01266
745,C11orf9,1,Q9Y2G1
3645,INSRR,1,P14616
8323,FZD6,1,O60353
51374,C2orf28,1,Q6UW56
84557,MAP1LC3A,8,Q9H492
643246,MAP1LC3B2,7,A6NCE7
1810,DR1,1,Q01658
10190,TXNDC9,1,O14530
24140,FTSJ1,1,Q9UET6
26001,RNF167,2,Q9H6Y7
27067,STAU2,5,Q9NUL3
27303,RBMS3,1,Q6XE24
54870,QRICH1,1,Q2TAL8
65061,CDK15,2,Q96Q40
83759,RBM4B,1,Q9BQ04
84991,RBM17,2,Q96I25
91746,YTHDC1,1,Q96MU7
115426,UHRF2,2,Q96PU4
200316,APOBEC3F,4,Q8IUX4
1040,CDS1,2,Q92903
2800,GOLGA1,1,Q92805
4009,LMX1A,1,Q8TE12
4303,FOXO4,1,P98177
5554,PRH1,3,P02810
5555,PRH2,3,P02810
6508,SLC4A3,3,P48751
7182,NR2C2,3,P49116
7551,ZNF3,2,P17036
7559,ZNF12,2,P17014
7918,GPANK1,2,O95872
9338,TCEAL1,1,Q15170
9750,FAM65B,3,Q9Y4F9
9776,ATG13,1,O75143
10069,RWDD2B,1,P57060
10677,AVIL,1,O75366
10775,POP4,1,O95707
22953,P2RX2,3,Q9UBL9
23026,MYO16,6,Q9Y6X6
23127,GLT25D2,1,Q8IYK4
26074,C20orf26,3,Q8NHU2
27178,IL37,1,Q9NZH6
27341,RRP7A,3,Q9Y3A4
51559,NT5DC3,1,Q86UY8
54522,ANKRD16,1,Q6P6B7
54806,AHI1,2,Q8N157
57332,CBX8,6,Q9HC52
64768,IPPK,3,Q9H8X2
79685,SAP30L,2,Q9HAJ7
79955,PDZD7,2,Q9H5P4
80055,PGAP1,2,Q75T13
83394,PITPNM3,2,Q9BZ71
84624,FNDC1,7,Q4ZHG4
84678,KDM2B,6,Q8NHM5
85478,CCDC65,2,Q8IXS2
118430,MUCL1,2,Q96DR8
124739,USP43,4,Q70EL4
124930,ANKRD13B,2,Q86YJ7
129684,CNTNAP5,1,Q8WYK1
130576,LYPD6B,1,Q8NI32
132671,SPATA18,1,Q8TC71
136332,LRGUK,3,Q96M69
145173,B3GALTL,2,Q6Y288
150472,CBWD2,3,Q8IUF1
159989,CCDC67,1,Q05D60
168400,DDX53,1,Q86TM3
256471,MFSD8,2,Q8NHS3
338324,S100A7A,2,Q86SG5
391123,VSIG8,1,P0DPA2
391211,OR2G6,4,Q5TZ20
646625,PRHOXNB,1,A6NGE7
776,CACNA1D,6,Q01668
2140,EYA3,2,Q99504
2846,LPAR4,1,Q99677
3000,GUCY2D,2,Q02846
3547,IGSF1,4,Q8N6C5
3706,ITPKA,2,P23677
3787,KCNS1,2,Q96KK3
4058,LTK,2,P29376
5672,PSG4,1,Q00888
5923,RASGRF1,1,Q13972
8525,DGKZ,3,Q13574
9172,MYOM2,1,P54296
9468,PCYT1B,4,Q9Y5K3
9841,ZBTB24,1,O43167
9874,TLK1,2,Q9UKI8
10270,AKAP8,1,O43823
10367,MICU1,1,Q9BPX6
10474,TADA3,4,O75528
10578,GNLY,2,P22749
23518,R3HDM1,1,Q15032
23550,PSD4,2,Q8NDX1
25962,KIAA1429,2,Q69YN4
27063,ANKRD1,1,Q15327
27094,KCNMB3,1,Q9NPA1
51148,CERCAM,1,Q5T4B2
55259,CASC1,2,Q6TDU7
56905,C15orf39,2,Q6ZRI6
64320,RNF25,1,Q96BH1
64397,ZFP106,1,Q9H2Y7
79258,MMEL1,1,Q495T6
79759,ZNF668,1,Q96K58
79798,ARMC5,5,Q96C12
80704,SLC19A3,1,Q9BZV2
81472,OR2C3,1,Q8N628
83591,THAP2,1,Q9H0W7
84926,SPRYD3,1,Q8NCJ5
85406,DNAJC14,1,Q6Y2X3
89876,C3orf15,1,Q7Z4T9
117608,ZNF354B,1,Q96LW1
130026,ICA1L,2,Q8NDH6
140680,C20orf96,1,Q9NUD7
140803,TRPM6,2,Q9BX84
146853,C17orf50,1,Q8WW18
148741,ANKRD35,1,Q8N283
150223,YDJC,1,A8MPS7
158399,ZNF483,1,Q8TF39
160857,CCDC122,1,Q5T0U0
167691,LCA5,1,Q86VQ0
200350,FOXD4L1,1,Q9NU39
220136,CCDC11,1,Q96M91
246184,CDC26,1,Q8NHZ8
283518,KCNRG,2,Q8N5I3
344191,EVX2,6,Q03828
388962,BOLA3,1,Q53S33
399671,HEATR4,1,Q86WZ0
441376,AARD,1,Q4LEZ3
728118,FAM22A,2,Q8IVF1
460,ASTN1,3,O14525
575,BAI1,1,O14514
604,BCL6,1,P41182
666,BOK,1,Q9UMX3
782,CACNB1,1,Q02641
1103,CHAT,4,P28329
1850,DUSP8,2,Q13202
2487,FRZB,3,Q92765
2565,GABRG1,1,Q8N1C3
2620,GAS2,1,O43903
2690,GHR,1,P10912
2797,GNRH2,1,O43555
2867,FFAR2,1,O15552
2972,BRF1,1,Q92994
3097,HIVEP2,3,P31629
3600,IL15,1,P40933
4493,MT1E,2,P04732
4674,NAP1L2,2,Q9ULW6
4803,NGF,1,P01138
4931,NVL,1,O15381
5251,PHEX,1,P78562
5446,PON3,2,Q15166
6262,RYR2,7,Q92736
6473,SHOX,1,O15266
6554,SLC10A1,1,Q14973
6621,SNAPC4,2,Q5SXM2
6664,SOX11,2,P35716
6790,AURKA,5,O14965
6795,AURKC,1,Q9UQB9
7022,TFAP2C,1,Q92754
7071,KLF10,1,Q13118
7137,TNNI3,2,P19429
7274,TTPA,2,P49638
7286,TUFT1,1,Q9NNX1
7293,TNFRSF4,1,P43489
7368,UGT8,1,Q16880
7461,CLIP2,8,Q9UDT6
7499,XG,1,P55808
7805,LAPTM5,3,Q13571
8019,BRD3,2,Q15059
8515,ITGA10,3,O75578
8603,FAM193A,1,P78312
8643,PTCH2,2,Q9Y6C5
8784,TNFRSF18,1,Q9Y5U5
9232,PTTG1,1,O95997
9235,IL32,1,P24001
9350,CER1,1,O95813
9394,HS6ST1,1,O60243
9627,SNCAIP,4,Q9Y6H5
9628,RGS6,1,P49758
9695,EDEM1,1,Q92611
9700,ESPL1,3,Q14674
9829,DNAJC6,1,O75061
9883,POM121,2,Q96HA1
10180,RBM6,5,P78332
10194,TSHZ1,1,Q6ZSZ6
10293,TRAIP,1,Q9BWF2
10307,APBB3,2,O95704
10513,APPBP2,1,Q92624
10633,RASL10A,1,Q92737
10880,ACTL7B,1,Q9Y614
11211,FZD10,2,Q9ULW2
22888,UBOX5,2,O94941
23014,FBXO21,1,O94952
23211,ZC3H4,1,Q9UPT8
23414,ZFPM2,1,Q8WW38
23469,PHF3,1,Q92576
23613,ZMYND8,3,Q9ULU4
26273,FBXO3,1,Q9UK99
27042,DIEXF,1,Q68CQ4
27253,PCDH17,1,O14917
27327,TNRC6A,3,Q8NDV7
28316,CDH20,2,Q9HBT6
29851,ICOS,1,Q9Y6W8
29909,GPR171,1,O14626
29922,NME7,1,Q9Y5B8
29954,POMT2,1,Q9UKY4
29964,PRICKLE4,1,Q2TBC4
30820,KCNIP1,1,Q9NZI2
51126,NAA20,6,P61599
51285,RASL12,1,Q9NYN1
54221,SNTG2,1,Q9NY99
54532,USP53,3,Q70EK8
54537,FAM35A,2,Q86V20
54552,GNL3L,1,Q9NVN8
54738,FEV,2,Q99581
54790,TET2,2,Q6N021
54868,TMEM104,1,Q8NE00
55093,WDYHV1,2,Q96HA8
55148,UBR7,1,Q8N806
55211,DPPA4,1,Q7L190
55799,CACNA2D3,1,Q8IZS8
56852,RAD18,2,Q9NS91
56896,DPYSL5,1,Q9BPU6
56920,SEMA3G,2,Q9NS98
57182,ANKRD50,3,Q9ULJ7
57221,KIAA1244,4,Q5TH69
57495,KIAA1239,1,Q9ULI1
57677,ZFP14,1,Q9HCL3
65117,RSRC2,1,Q7L4I2
65243,ZNF643,1,Q9UJL9
79132,DHX58,1,Q96C10
79310,OR5H2,2,Q8NGV7
79698,ZMAT4,1,Q9H898
79713,IGFLR1,1,Q9H665
79781,IQCA1,1,Q86XH1
80017,C14orf159,2,Q7Z3D6
80129,CCDC170,1,Q8IYT3
80169,CTC1,1,Q2NKJ3
80726,KIAA1683,4,Q9H0B3
81602,CDADC1,1,Q9BWV3
81614,NIPA2,1,Q8N8Q9
81626,SHCBP1L,1,Q9BZQ2
83478,ARHGAP24,2,Q8N264
83538,TTC25,1,Q96NG3
84000,TMPRSS13,1,Q9BYE2
84058,WDR54,1,Q9H977
84076,TKTL2,2,Q9H0I9
84167,C19orf44,1,Q9H6X5
84210,ANKRD20A1,3,Q5TYW2
84282,RNF135,1,Q8IUD6
84662,GLIS2,1,Q9BZE0
84930,MASTL,2,Q96GX5
84941,HSH2D,4,Q96JZ2
85012,TCEAL3,1,Q969E4
85379,KIAA1671,5,Q9BY89
85417,CCNB3,2,Q8WWL7
90624,LYRM7,1,Q5U5X0
92241,RCSD1,2,Q6JBY9
114327,EFHC1,1,Q5JVL4
115362,GBP5,1,Q96PP8
120227,CYP2R1,2,Q6VVX0
121551,BTBD11,5,A6QL63
123624,AGBL1,2,Q96MI9
125336,LOXHD1,2,Q8IVV2
127665,ZNF648,1,Q5T619
131149,OTOL1,2,A6NHN0
136895,C7orf31,1,Q8N865
139596,UPRT,1,Q96BW1
140597,TCEAL2,1,Q9H3H9
140688,C20orf112,1,Q96MY1
144406,WDR66,2,Q8TBY9
146395,GSG1L,1,Q6UXU4
147011,PROCA1,1,Q8NCQ7
152789,JAKMIP1,1,Q96N16
155054,ZNF425,1,Q6IV72
158880,USP51,2,Q70EK9
161502,C15orf26,1,Q6P656
162963,ZNF610,1,Q8N9Z0
167838,TXLNB,1,Q8N3L3
168090,C6orf118,1,Q5T5N4
168537,GIMAP7,1,Q8NHV1
199990,C1orf86,1,Q6NZ36
200942,KLHDC8B,1,Q8IXV7
204801,NLRP11,1,P59045
221143,N6AMT2,2,Q8WVE0
222698,NKAPL,1,Q5M9Q1
253959,RALGAPA1,1,Q6GYQ0
256006,ANKRD31,2,Q8N7Z5
256309,CCDC110,2,Q8TBZ0
282616,IL28A,1,Q8IZJ0
283373,ANKRD52,2,Q8NB46
283417,DPY19L2,1,Q6NUT2
317705,VN1R5,1,Q7Z5H4
344558,SH3RF3,3,Q8TEJ3
374286,CDRT1,2,O95170
389208,TMPRSS11F,1,Q6ZWK6
400668,PRSS57,1,Q6UWY2
729475,RAD51AP2,1,Q09MP3
100130086,HSFX2,1,Q9UBD0
100506164,HSFX1,1,Q9UBD0
773,CACNA1A,7,O00555
1259,CNGA1,2,P29973
2965,GTF2H1,2,P32780
4297,MLL,2,Q03164
6617,SNAPC1,1,Q16533
8284,KDM5D,2,Q9BY66
23281,MTUS2,4,Q5JR59
114799,ESCO1,4,Q5FWF5
482,ATP1B2,1,P14415
4953,ODC1,1,P11926
10392,NOD1,4,Q9Y239
29775,CARD10,1,Q9BWT7
55787,TXLNG,1,Q9NUQ3
79007,DBNDD1,1,Q9H9R9
79602,ADIPOR2,1,Q86V24
79609,METTL21D,1,Q9H867
81050,OR5AC2,1,Q9NZP5
163486,DENND1B,2,Q6P3S1
285600,KIAA0825,1,Q8IV33
353376,TICAM2,1,Q86XR7
390616,ANKRD34C,1,P0C6C1
4077,NBR1,3,Q14596
6867,TACC1,2,O75410
84717,HDGFRP2,1,Q7Z4V5
150483,TEKT4,1,Q8WW24
387119,CEP85L,1,Q5SZL2
388341,FAM211A,4,Q8NAA5
401024,FSIP2,2,Q5CZC0
440563,LOC440563,10,B2RXH8
647087,C7orf73,1,E0CX11
649330,LOC649330,7,B7ZW38
100532731,COMMD3-BMI1,1,P35226
1837,DTNA,2,Q9Y4J8
26018,LRIG1,4,Q96JA1
57575,PCDH10,2,Q9P2E7
632,BGLAP,2,P02818
