From	Entry
55968	Q53FE8
56650	Q9NY35
56650	A0A0R4J2F2
57088	Q9NRQ2
57088	E9PHR9
57465	Q9ULP9
60491	Q9GZT8
60491	A0A024R3V5
60491	A0A024R3V7
63891	Q5XPI4
64122	Q9H479
65263	Q53H96
65263	A0A0A0MQS1
65263	B4DGI7
84301	Q5TDH0
84886	Q9H425
84886	A1NYL2
89777	Q96P63
114625	Q96PL5
114625	A0A1C9HIH9
126133	Q8IZ83
128989	Q6ICL3
128989	A0A0A0MSI5
128989	A8K1E7
128989	B7Z4A5
128989	B7Z4V5
128989	B7Z9Q5
254102	Q8N3D4
258010	Q8NHG7
284904	Q9UDX3
284904	B2RMR2
284904	B3KRP9
284904	Q6ICM2
388698	Q5D862
389541	Q0VGL1
389541	A0A087WT92
389541	A0A087WV46
125	P00325
125	D6RHZ6
125	V9HW50
624	P30411
821	P27824
1012	P55290
1012	B7Z3H7
1012	B7Z9B1
1650	P39656
1650	A0A024RAD5
2052	P07099
2052	R4SBI6
2923	P30101
2923	V9HVY3
3115	P04440
3115	I4EC15
3118	P01906
3118	Q76NI6
3687	P20702
3687	H3BN02
4060	P51884
4060	A0A384N669
4513	P00403
4513	A0A1X7RBF7
4513	U5Z487
4637	P60660
5034	P07237
5034	A0A024R8S5
6184	P04843
6648	P04179
6648	A0A384NL29
6648	G5E9P6
6648	Q96AM7
6648	Q9UG59
6876	Q01995
6876	Q5U0D2
7276	P02766
7276	E9KL36
8639	Q16853
8639	Q9UEU7
10130	Q15084
10130	A0A384NPU5
10134	P51572
10961	P30040
10961	F8VY02
10961	V9HW71
11160	O94905
11160	A0A384ME54
51752	Q9NZ08
81567	Q8NBS9
81567	A0A024QZV0
173	P43652
712	P02745
712	A0A024RAG6
725	P20851
729	P13671
1893	Q16610
1893	A0A140VJI7
2165	P05160
2903	Q12879
2903	A0A6Q8PGD2
2903	A0A890YTL4
2903	Q547U9
2903	Q59EW6
3419	P50213
3419	B7Z9J8
4122	P49641
5033	P13674
5033	Q5VSQ6
5954	Q15293
5954	V9HW95
9220	O95411
9648	Q8IWJ2
9648	B3KR21
23046	O75037
23046	Q2UVF0
51059	Q49AJ0
54716	Q9NP91
79882	Q6PJT7
79882	A0A024R6F2
79882	G3V256
79882	G3V411
84561	A0AV02
399909	Q9H6A9
9	P18440
9	F5H5R8
9	Q400J6
18	P80404
18	X5D8S1
23	Q8NE71
23	A0A1U9X609
23	Q2L6I2
26	P19801
28	P16442
28	A0A089QDC1
29	Q12979
29	B7Z2X0
29	B7Z683
29	B7Z7Z1
29	I3L4Y1
29	Q6ZT60
30	P09110
30	A0A024R2M6
30	A0A140VJX0
31	Q13085
31	A0A024R0Y2
31	Q7Z5W8
37	P49748
37	B3KPA6
51	Q15067
102	O14672
102	A0A024R5U5
109	O60266
109	A0A0A0MSC1
109	B7ZLX9
111	O95622
111	A0A384P5Q5
111	B3KWA8
111	B7Z2C7
126	P00326
131	P40394
132	P55263
132	A0A140VJE0
132	A0A5F9ZH72
132	A0A5F9ZHJ1
161	O94973
202	Q9Y4K1
202	B3KPT0
208	P31751
208	B4DG79
218	P30838
218	I3L3I9
218	Q6PKA6
219	P30837
219	A0A384MTJ7
224	P51648
229	P05062
229	A0A024R145
242	O75342
247	O15296
248	P09923
248	A0A024R4A2
250	P05187
250	B2R7C7
271	Q01433
271	B2RB47
272	Q01432
274	O00499
274	A0A024RAE9
274	A0A024RAF0
274	A0A024RAF1
274	A0A024RAF6
274	A0A024RAG8
274	A0A024RAG9
274	A0A024RAI4
274	A0A024RAI5
274	A0A024RAI6
274	A0A024RAJ2
274	A0A024RAJ3
274	B7Z2Z2
274	B7Z6Y2
274	Q9BTH3
280	P19961
292	P05141
292	Q6NVC0
293	P12236
293	Q6I9V5
328	P27695
328	Q5TZP7
334	Q06481
334	A0A140VJE9
334	B4E3I5
351	P05067
351	A0A0A0MRG2
351	A0A140VJC8
351	B4DGD0
351	B4DJT9
351	E9PG40
354	P07288
354	Q546G3
362	P55064
364	O14520
364	B7Z4U2
364	Q5T5M0
364	Q5T5M1
364	Q6P5T0
372	P48444
372	B0YIW5
395	O43182
395	Q59HG6
408	P49407
408	B7Z1Q3
410	P15289
410	A0A0C4DFZ2
410	B4DVI5
411	P15848
411	A0A024RAJ9
411	A8K4A0
443	P45381
443	Q6FH48
475	O00244
479	P54707
479	B4E0R9
488	P16615
488	A0A0S2Z3L2
501	P49419
509	P36542
509	B4DL14
509	Q8TAS0
515	P24539
515	Q08ET0
539	P48047
546	P46100
546	A4LAA3
546	B4DLW1
558	P30530
558	M0R0W6
581	Q07812
581	I6LPK7
581	Q5ZPJ0
581	Q5ZPJ1
582	Q8NFJ9
583	Q9BXC9
634	P13688
634	Q3KRG8
635	Q93088
635	V9HWA4
637	P55957
637	A8ASI8
637	B2ZP79
637	B3KT21
667	Q03001
667	B4DGY0
667	B4DSS9
667	E9PHM6
667	F6QMI7
667	Q6P0N6
673	P15056
686	P43251
717	P06681
717	A0A0G2JL69
717	B4DQI1
717	B4DV48
717	Q53HP3
717	Q5JP69
717	Q8N6L6
731	P07357
780	Q08345
780	A0A024RCJ0
780	A0A024RCL1
780	A0A024RCQ1
780	A0A0A0MSX3
780	Q96T61
780	Q96T62
811	P27797
811	V9HW88
817	Q13557
817	D6R938
817	E9PBG7
817	E9PF82
818	Q13555
818	A0A2Q3DQE3
818	B3KY86
818	Q13280
818	Q5SWX3
827	Q9Y6Q1
828	Q13938
828	A0A384NYV7
828	Q96ET4
831	P20810
831	B7Z6N0
831	E9PCH5
831	E9PDE4
831	Q59HE3
831	Q86YM9
866	P08185
866	A0A2Z4LCH4
874	O75828
874	V9HW40
883	Q16773
883	A8K563
883	B7Z4W5
889	O00522
889	A4D1F7
954	Q9Y5L3
955	O75354
955	B4DDM7
955	B4DHS2
955	B4DU64
955	B4E1D1
956	O75355
961	Q08722
961	A0A0A1TSG4
987	P50851
999	P12830
999	A0A0U2ZQU7
999	B3GN61
999	Q9UII7
1014	O75309
1020	Q00535
1020	A0A090N7W4
1020	A0A0S2Z355
1021	Q00534
1056	B4DSX9
1056	O75612
1056	Q86SR3
1073	Q9Y281
1073	Q549N0
1087	Q14002
1116	P36222
1116	A0A024R969
1120	Q9Y259
1120	A0A024R4X4
1155	Q99426
1159	P12532
1184	P51795
1184	A8K4H5
1184	B3KRR2
1184	V9GYG7
1186	P51798
1203	O75503
1203	A0A024R644
1244	Q92887
1265	Q99439
1265	B4DDF4
1265	B4DUT8
1266	Q15417
1271	P26992
1272	Q12860
1272	A0A024R104
1278	P08123
1278	A0A0S2Z3H5
1284	P08572
1284	A0A024RDW8
1288	Q14031
1288	A0A087WZY5
1288	A8MXH5
1288	A8VPY0
1288	B2RTX6
1288	B7ZMM7
1288	F5H3Q5
1294	Q02388
1294	Q59F16
1303	Q99715
1317	O15431
1317	A0A024R824
1327	P13073
1327	H3BNV9
1327	Q86WV2
1362	O75976
1363	P16870
1363	A0A384N679
1365	O15551
1365	Q75L79
1368	P14384
1369	P15169
1376	P23786
1376	A0A140VK13
1376	A0A1B0GTB8
1399	P46109
1409	P02489
1415	P43320
1415	R4UMM2
1432	Q16539
1432	A0A024RD15
1432	B4E0K5
1432	L7RSM2
1452	P48729
1452	B4DER9
1452	Q6PJ06
1453	P48730
1454	P49674
1454	Q5U045
1455	P78368
1462	P13611
1462	A0A024RAL1
1462	A0A024RAP3
1462	A0A024RAQ9
1462	Q59FG9
1462	Q6MZK8
1462	Q86W61
1464	Q6UVK1
1475	P01040
1500	O60716
1503	P17812
1503	B4E1E0
1508	P07858
1508	A0A024R374
1508	B4DMY4
1508	Q5HYG5
1512	P09668
1512	E9PKT6
1514	P07711
1514	A0A024R276
1514	Q9HBQ7
1528	P00167
1528	A0A384ME44
1537	P08574
1543	P04798
1543	A0N0X8
1543	E7EMT5
1579	Q02928
1605	Q14118
1605	A0A024R2W4
1622	P07108
1622	A0A024RAF2
1622	B8ZWD1
1622	B8ZWD8
1632	P42126
1632	A0A384NKJ3
1634	P07585
1634	A0A024RBG6
1634	Q6FH10
1645	Q04828
1646	P52895
1646	B4DK69
1656	P26196
1656	B2R858
1657	Q9Y485
1657	B2RWN7
1657	F1T0K4
1657	F5H269
1663	Q96FC9
1663	Q2NKM7
1667	P59665
1676	O00273
1676	A0A024R4H5
1728	P15559
1728	B4DLR8
1738	P09622
1738	A0A024R713
1738	E9PEX6
1743	P36957
1743	A0A024R6C9
1743	B7Z6J1
1759	Q05193
1759	B4DK06
1759	B7ZAC0
1773	P24855
1783	O43237
1783	A0A024R6Z0
1783	Q63HJ8
1793	Q14185
1793	A0A2X0U2H5
1793	B2RUU3
1804	P42658
1804	A7E2E4
1804	B7Z299
1804	E9PDL2
1804	E9PF59
1804	Q8IYG9
1819	P55039
1819	A8MZF9
1825	Q14574
1836	P50443
1845	P51452
1852	Q99956
1852	B2RAL9
1852	Q6P9C2
1891	Q13011
1891	A0A384MR44
1933	P24534
1933	A0A024R3W7
1939	P41214
1952	Q9HCU4
1962	Q08426
1965	P05198
1965	Q53XC0
1967	Q14232
1969	P29317
1969	A0A024QZA8
1974	Q14240
1975	P23588
1975	B4DRM3
1975	E7EX17
1975	Q7Z5Y0
1981	Q04637
1981	B2RU06
1981	B2RU10
1981	B4DSI9
1981	O95065
1981	Q96I65
1982	P78344
1982	Q2TU89
1983	P55010
1983	A0A024R6Q1
2011	Q7KZI7
2011	A0A140VJP1
2011	A8K2S4
2011	E7ETY4
2017	Q14247
2017	A0A024R5M3
2017	Q53HG7
2027	P13929
2041	P21709
2049	P54753
2050	P54760
2050	Q541P7
2050	Q96L35
2051	O15197
2051	F8WCM8
2051	J3KQU5
2054	P32856
2064	P04626
2064	F5H1T4
2064	J3QLU9
2064	X5DNK3
2107	P62495
2107	B7Z7P8
2109	P38117
2121	P57679
2121	E9PCN4
2121	Q5U3C2
2131	Q16394
2132	Q93063
2132	D3DR24
2135	Q9UBQ6
2135	F5GZK1
2135	Q8N8F1
2152	P13726
2161	P00748
2161	Q8IZZ5
2180	P33121
2180	A8K9T3
2180	B4E0R0
2180	B7Z3Z9
2180	E7EPM6
2181	O95573
2181	A0A024R487
2196	Q9NYQ8
2196	Q6PIA2
2214	P08637
2214	H0Y755
2224	P14324
2224	A0A087X090
2239	O75487
2241	P16591
2241	Q6PEJ9
2241	W0S0X4
2241	W0S1B5
2261	P22607
2261	Q0IJ44
2263	P21802
2263	A0A141AXF1
2263	D2CGD1
2263	S4R381
2271	P07954
2271	A0A0S2Z4C3
2274	Q14192
2274	Q2XQU9
2274	Q6I9R8
2280	P62942
2280	A0A087WTS4
2280	Q0VDC6
2312	P20930
2331	Q06828
2331	A0A024R971
2331	B3KS64
2331	Q12833
2339	P49354
2346	Q04609
2348	P15328
2348	A0A024R5H1
2475	P42345
2519	Q9BTY2
2528	P51993
2528	Q6P7E6
2534	P06241
2580	O14976
2580	B4DS37
2581	P54803
2581	A0A0A0MQV0
2582	Q14376
2582	A0A384NL38
2585	Q01415
2585	B4DW43
2585	B7ZAX5
2588	P34059
2588	Q6YL38
2588	Q96I49
2589	Q10472
2589	A0A024RC48
2589	Q05BM8
2590	Q10471
2590	A0A1L7NY50
2590	B7Z6K2
2590	G3V1S6
2591	Q14435
2592	P07902
2592	A0A0S2Z3Y7
2592	B2RAT6
2593	Q14353
2593	V9HWB2
2621	Q14393
2628	P50440
2628	A0A140VK19
2629	P04062
2629	A0A068F658
2629	B7Z6S9
2633	P32455
2673	Q06210
2678	P19440
2678	A0A140VJJ9
2697	P17302
2697	A0A654IBU3
2710	P32189
2710	B4DH54
2717	P06280
2717	Q53Y83
2719	P51654
2719	B4DTD8
2719	I6QTG3
2719	Q53H15
2762	O60547
2769	P30679
2775	P09471
2775	B3KP89
2775	Q6AWC5
2775	Q8N6I9
2781	P19086
2781	Q8IY73
2790	P50151
2790	A0A024R156
2794	P36915
2794	A0A024RCR2
2794	B4DYK6
2799	P15586
2799	A0A024RBC5
2799	Q7Z3X3
2813	P55259
2813	B7Z1G2
2813	Q68D34
2814	P40197
2870	P43250
2870	B3KPS5
2873	Q13098
2873	A0A096LP07
2873	A0A096LPJ3
2873	C9JFE4
2876	P07203
2876	A0A2R8Y6B6
2876	Q7L4Q3
2878	P22352
2886	Q14451
2886	A0A0S2Z4F6
2888	Q14449
2909	Q9NRY4
2931	P49840
2931	A0A024R0L5
2932	P49841
2932	Q6FI27
2935	P15170
2935	B2RCT6
2935	Q7KZX8
2939	P09210
2939	A0A140VKE2
2939	A8K987
2948	Q03013
2948	A0A140VKE3
2952	P30711
2952	A0A0G2JRN4
2952	A0A0G2JRQ5
2952	Q4GZS9
2952	Q4W251
2953	P0CG29
2992	P46976
2997	P13807
3005	P07305
3006	P16403
3007	P16402
3008	P10412
3008	A3R0T8
3009	P16401
3015	P0C0S5
3028	Q99714
3028	A0A0S2Z410
3032	P55084
3032	F5GZQ3
3033	Q16836
3033	A0A140VK76
3033	B3KTT6
3034	P42357
3035	P12081
3035	B4DDD8
3035	B4E1C5
3042	Q6B0K9
3042	A0A1K0FU50
3073	P06865
3073	A0A0S2Z3W3
3073	B4DVA7
3073	H3BP20
3074	P07686
3074	A0A024RAJ6
3074	Q5URX0
3093	P61086
3093	B3KSH4
3093	B4DIZ2
3098	P19367
3098	A0A024QZK7
3098	A8K7J7
3098	B3KXY9
3098	P78542
3098	Q59FD4
3099	P52789
3101	P52790
3101	A0A024R7R1
3109	P28068
3109	A0A1V0E3P2
3146	P09429
3146	A0A024RDR0
3157	Q01581
3157	A0A024R059
3158	P54868
3158	A0A140VJL2
3162	P09601
3162	Q6FH11
3163	P30519
3163	A0A087WT44
3163	B3KSE0
3188	P55795
3188	A0A384MDT2
3189	P31942
3189	A0A024QZK8
3189	A0A024QZP1
3189	B4DHY1
3189	Q53F48
3241	P37235
3241	O75544
3241	Q6FGY1
3249	P05981
3249	A0A140VJK9
3249	B7Z1L4
3265	P01112
3265	X5D945
3268	O95081
3268	A4D2D6
3291	P80365
3305	P34931
3305	A0A1U9X7W7
3340	P52848
3340	A8K8T3
3373	Q12794
3373	A0A024R2X3
3373	A0A0S2Z3Q0
3373	B3KUI5
3416	P14735
3416	A0A3B3ISG5
3416	A0A7I2V2P6
3416	B3KSB8
3422	Q13907
3425	P35475
3485	P18065
3485	C9JMY1
3490	Q16270
3606	Q14116
3606	A0A024R3E0
3608	Q12905
3608	B4DY09
3608	F4ZW62
3608	Q53FG3
3609	Q12906
3609	A0A024R7C7
3613	O14732
3615	P12268
3615	A0A384N6C2
3628	P49441
3628	Q6IBG4
3631	Q96PE3
3631	D3DVH3
3632	Q14642
3643	P06213
3646	P60228
3671	O14498
3671	A0A146E5L3
3698	P19823
3704	Q9BY32
3704	A0A0S2Z3W7
3704	A0A0S2Z423
3704	Q8WWI0
3709	Q14571
3713	P07476
3735	Q15046
3758	P48048
3758	A0A024R3K6
3758	A8K432
3800	O60282
3800	Q59GB8
3817	P20151
3817	A0A024R4J4
3817	A0A024R4N3
3817	B4DU77
3836	P52294
3836	B3KXZ2
3839	O00505
3839	A0A024RDV7
3840	O00629
3842	Q92973
3842	A0A024RAM0
3850	P12035
3875	P05783
3875	A0A024RAY2
3881	Q15323
3903	Q6GTX8
3903	A8MZ84
3903	D3YTC8
3908	P24043
3908	Q59H37
3912	P07942
3912	G3XAI2
3912	Q8TAS6
3921	P08865
3921	A0A024R2L6
3921	A0A0C4DG17
3927	Q14847
3927	A0A024R1S8
3927	B4DIC4
3931	P04180
3931	A0A140VK24
3960	P56470
3960	Q6FHZ4
3963	P47929
3964	O00214
3987	P48059
3993	Q6P1M3
3993	A0PJJ0
3993	J3QRV5
4000	P02545
4000	A0A384MQX1
4000	Q5TCI8
4008	Q8WWI1
4008	A0A0A0MTE2
4008	E9PMT2
4008	F8J2B5
4008	F8WD26
4013	O00534
4013	A0A024R3H3
4023	P06858
4023	A0A1B1RVA9
4026	Q93052
4026	B7Z871
4026	B7Z8W0
4026	B7ZLW0
4047	P48449
4047	B2R694
4053	Q14767
4070	P09758
4086	Q15797
4087	Q15796
4087	B7Z5N5
4087	Q53XR6
4123	Q9NTJ4
4123	A0A140VJN9
4126	O00462
4137	P10636
4137	A0A024R9Y0
4137	A0A024R9Y1
4137	A0A024RA17
4137	A0A024RA19
4137	B3KTM0
4144	P31153
4144	A0A140VJP5
4155	P02686
4155	A0A024R384
4179	P15529
4199	P48163
4239	P55083
4239	A0A024QZ34
4245	P26572
4249	Q09328
4255	P16455
4255	B4DEE8
4288	P46013
4302	P55198
4318	P14780
4329	Q02252
4329	A0A024R6G4
4345	P41217
4345	B4DDZ6
4345	F8W7G1
4351	P34949
4351	B4DW50
4351	F5GX71
4351	H3BPB8
4351	H3BPP3
4351	Q8NHZ6
4521	P36639
4521	A0A024R819
4521	A0A024R858
4534	Q13496
4534	A0A024RC06
4548	Q99707
4548	A0A6Q8PGK3
4585	Q99102
4585	A0A0G2JS65
4585	A0T3F4
4585	E9PDY6
4588	Q6W4X9
4598	Q03426
4598	B2RDU6
4598	B7Z301
4598	F5H8H2
4644	Q9Y4I1
4644	A8CDT9
4644	Q9UES4
4648	Q6PIF6
4649	B2RTY4
4666	Q13765
4666	A0A024RB41
4668	P17050
4668	A0A024R1Q5
4673	P55209
4673	A0A024RBB7
4673	B7Z2V4
4673	F5H4R6
4673	F8W543
4673	Q9H2B0
4676	Q99733
4676	A0A024RCC9
4680	P40199
4688	P19878
4688	A0A0S2Z457
4689	Q15080
4689	A0A494BZS1
4691	P19338
4691	B3KM80
4719	P28331
4719	E5KRK5
4722	O75489
4733	Q9Y295
4734	P46934
4736	P62906
4736	A0A024RCW3
4738	Q15843
4744	P12036
4756	Q92859
4756	Q59FP8
4758	Q99519
4758	Q5JQI0
4763	P21359
4771	P35240
4771	A0A024R1D9
4771	A0A024R1F6
4771	A0A024R1I0
4771	A0A024R1J8
4771	A0A024R1J9
4814	Q92982
4817	Q86X76
4817	B7Z410
4836	P30419
4841	Q15233
4841	A0A0S2Z4Z9
4853	Q04721
4853	Q6IQ50
4853	Q9UFD5
4881	P16066
4881	A0A140VJE6
4883	P17342
4883	A8K4A5
4883	Q60I31
4891	P49281
4891	A0A0X8GKR4
4898	O43847
4898	G3V1R5
4898	Q6UUU9
4924	Q02818
4924	A8K7Q1
4926	Q14980
4926	A0A024R5M9
4926	Q3SYK8
4926	Q4LE64
4973	P78380
4973	A0A024RAU0
5007	P22059
5019	P55809
5019	A0A024R040
5053	P00439
5053	A0A024RBG4
5058	Q13153
5058	A0A024R5P0
5062	Q13177
5062	A8K5M4
5064	O75781
5064	A0A024R1Y6
5064	A0A024R207
5066	P19021
5066	A0A804HIQ0
5066	O43832
5073	O95453
5073	A0A494C0Q2
5073	A0A494C1K5
5073	B3KN69
5091	P11498
5091	A0A024R5C5
5094	Q15366
5094	A0A384N6B9
5098	Q9UN70
5098	Q9BR81
5127	Q00536
5127	A0A024R183
5127	A0A140VK97
5127	Q9BRL4
5129	Q07002
5129	A0A024R980
5129	A0A024R996
5129	Q59G02
5152	O76083
5152	A0A0S2Z475
5152	A0A0S2Z4A3
5152	A0A0S2Z4T6
5167	P22413
5168	Q13822
5168	E7EUF1
5170	O15530
5198	O15067
5198	A8K9T9
5198	Q6P4B4
5205	O43520
5208	O60825
5213	P08237
5213	A0A024R0Y5
5213	A0A2R8Y891
5218	O94921
5218	B4DK59
5218	E7EUK8
5224	P15259
5225	P20142
5238	O95394
5238	J3KN95
5239	Q15124
5244	P21439
5245	P35232
5245	A8K401
5245	Q53FV0
5257	Q93100
5268	P36952
5268	A0A024R2B6
5270	P07093
5270	A0A024R451
5270	A0A024R498
5274	Q99574
5274	A0A0S2Z455
5288	O75747
5288	B7ZLY6
5288	F5H369
5289	Q8NEB9
5289	A8MYT4
5289	B4DPV9
5290	P42336
5290	Q4LE51
5291	P42338
5291	B4DER4
5291	B4DZI3
5296	O00459
5298	Q9UBF8
5298	A0A0B4J1S8
5300	Q13526
5327	P00750
5327	B4DN26
5328	P00749
5328	A0A024QZM9
5328	B4DNJ4
5328	Q59GZ8
5331	Q01970
5334	Q15111
5337	Q13393
5337	Q59EA4
5345	P08697
5352	O00469
5364	O43157
5447	P16435
5464	Q15181
5464	V9HWB5
5480	P45877
5494	P35813
5494	A0A024R6A5
5494	B2R8E4
5495	O75688
5499	P62136
5499	A0A140VJS9
5500	P62140
5500	V9HW04
5519	P30154
5520	P63151
5520	A0A140VJT0
5520	A0A590UJJ1
5525	Q15172
5530	Q08209
5530	A0A0S2Z4B5
5530	A0A0S2Z4C6
5538	P50897
5550	P48147
5550	B2RAH7
5553	P13727
5562	Q13131
5563	P54646
5564	Q9Y478
5564	A0A024RBN1
5567	P22694
5567	A0A087WVC4
5567	B1APF9
5567	B1APG3
5567	B2RB89
5567	B7ZA00
5571	P54619
5571	A0A024R125
5577	P31323
5577	A0A024R712
5577	B3KY43
5581	Q02156
5581	L7RTI5
5585	Q16512
5586	Q16513
5588	Q04759
5593	Q13237
5593	A0A140VJM3
5593	B4DLF9
5593	B7ZA25
5595	P27361
5595	L7RXH5
5595	Q9BWJ1
5601	P45984
5601	D7R525
5601	D7R526
5603	O15264
5603	A0A024RD04
5604	Q02750
5604	A4QPA9
5604	B4DFY5
5604	H3BRW9
5605	P36507
5606	P46734
5606	Q6FI23
5611	Q13217
5611	A8KA82
5634	P11908
5634	A0A140VK41
5635	Q14558
5635	B4DP31
5636	O60256
5636	A0A024QYY3
5655	O43240
5663	P49768
5663	A0A024R6A3
5663	A0A0S2Z4D2
5681	P11801
5696	P28062
5696	X5CMJ9
5700	P62191
5700	Q53XL8
5704	P43686
5704	A8K2M0
5714	P48556
5714	V9HW09
5716	O75832
5717	O00231
5719	Q9UNM6
5734	P35408
5734	A0PJF5
5745	Q03431
5745	A1LPH3
5745	Q0VGD7
5756	Q12792
5768	O00391
5768	A0A140VKE5
5768	Q13876
5781	Q06124
5784	Q15678
5784	A8K6H6
5789	P23468
5789	Q2HXI4
5789	Q3KPI9
5789	Q59H90
5792	P10586
5792	G1UI20
5793	P23470
5793	Q49A02
5796	Q15262
5796	B4DHC3
5796	Q59EZ1
5796	Q5TG12
5796	Q86WJ2
5802	Q13332
5802	Q59FX6
5802	Q8NHS7
5817	P15151
5817	A0A0A0MSA9
5817	A0A0C4DG49
5817	A8K4I1
5818	Q15223
5826	O14678
5826	A0A024R6B9
5829	P49023
5829	A0A140VJQ8
5833	Q99447
5833	B3KSC8
5833	B7Z4W6
5833	I3L1R7
5836	P06737
5875	Q92696
5887	P54727
5887	B7Z4W4
5903	P49792
5909	P47736
5909	A0A024RAB5
5909	X6R8W7
5911	P10114
5918	P49788
5919	Q99969
5919	A0A090N7U9
5921	P20936
5921	Q59GK3
5922	Q15283
5976	Q92900
5976	A0A024R7L5
5976	A0A024R7L8
5976	B3KY55
5986	Q9Y644
5986	F5H3H7
5986	Q8N9R1
6016	Q92963
6035	P07998
6035	W0UV93
6037	P12724
6059	P61221
6093	Q13464
6120	Q96AT9
6120	C9IZU8
6120	C9J9T0
6122	P39023
6122	B3KS36
6122	Q96QL0
6124	P36578
6125	P46777
6125	A2RUM7
6130	P62424
6134	P27635
6134	X5D2T3
6135	P62913
6135	Q5VVD0
6136	P30050
6147	P62750
6159	P47914
6160	P62899
6165	P18077
6168	P61513
6181	P05387
6181	A0A024RCA7
6185	P04844
6195	Q15418
6197	P51812
6197	A0A384MDW3
6197	B1AXG1
6197	B4DG22
6197	B7ZB17
6208	P62263
6209	P62841
6209	K7ELC2
6217	P62249
6217	M0R210
6218	P08708
6223	P39019
6223	B0ZBD0
6224	P60866
6227	P63220
6227	Q6FGH5
6228	P62266
6228	A8K517
6230	P62851
6238	Q9P2E9
6251	Q15404
6263	Q15413
6263	A0A0U1RRH1
6272	Q99523
6283	P80511
6293	Q8N1B4
6293	A0A1U9X8S4
6293	B3KMF7
6293	B4DS44
6293	Q4VXZ2
6305	O95248
6337	P37088
6338	P51168
6338	B2R812
6340	P51170
6340	A5X2V1
6342	P22307
6342	A0A384NY87
6342	B2R761
6342	E9PLD1
6342	Q59HG9
6383	P34741
6383	A0A024R9D1
6383	E9PBI9
6385	P31431
6385	B4E1S6
6387	P48061
6389	P31040
6389	A0A024QZ30
6389	D6RFM5
6406	P04279
6407	Q02383
6416	P45985
6422	Q8N474
6434	P62995
6448	P51688
6452	P78314
6452	A0A384N6E5
6455	Q99961
6455	Q6FGM0
6456	Q99962
6456	Q7Z376
6461	Q15464
6462	P04278
6462	B0FWH2
6462	B0FWH8
6462	B4DYU0
6462	I3L145
6464	P29353
6476	P14410
6480	P15907
6484	Q11206
6484	A0A7I2V5F3
6484	A0A7P0RGI5
6484	Q6IBE6
6500	P63208
6514	P11168
6514	Q6PAU8
6515	P11169
6548	P19634
6548	B2RAH2
6558	P55011
6558	B7ZM24
6558	Q53ZR1
6569	Q06495
6569	A0A024R7R9
6569	Q7Z725
6569	Q86VN6
6583	Q9H015
6586	O75094
6590	P03973
6609	P17405
6609	E9LUE8
6609	E9LUE9
6609	Q59EN6
6609	Q8IUN0
6611	P52788
6632	P62314
6642	Q13596
6643	O60749
6649	P08294
6649	A0A140VJU8
6675	Q16222
6675	A0A140VKC0
6694	Q13103
6696	P10451
6696	A0A024RDE2
6696	A0A024RDE6
6696	A0A024RDJ0
6696	B7Z351
6696	Q3LGB0
6698	P35321
6700	P35326
6712	O15020
6729	P61011
6729	G3V480
6731	O76094
6731	V9HWK0
6768	Q9Y5Y6
6772	P42224
6774	P40763
6774	A0A7I2V395
6776	P42229
6776	A0A384N5W4
6776	A0A7I2YQF1
6776	A8K6I5
6776	K7EK35
6776	Q59GY7
6777	P51692
6778	P42226
6778	A8K4S9
6778	B4DQB3
6778	H0YJH6
6782	P48723
6782	A0A140VK72
6788	Q13188
6788	A0A087WZ06
6788	A0A384MR07
6799	P50226
6819	O00338
6820	O00204
6840	O95425
6840	A0A6I8PIX7
6840	Q569J5
6857	P21579
6857	A0A024RBE9
6857	J3KQA0
6885	O43318
6902	O75347
6902	E5RIX8
6902	Q6FGD7
6904	Q9BTW9
6904	A0A804HI02
6904	A0A804HIN6
6904	A0A804HJ32
6904	A0A804HJU6
6904	A0A804HLI2
6921	Q15369
6921	A0A024R7Y5
6948	P20062
7045	Q15582
7045	A0A0S2Z4Q2
7060	P35443
7060	B7Z832
7060	E7ES19
7064	P52888
7082	Q07157
7082	A0A087X0K9
7082	A9CQZ8
7082	B4DZK4
7082	G3V1L9
7082	G5E9E7
7082	Q6MZU1
7098	O15455
7102	P41732
7103	P19075
7106	O14817
7106	A0A024RCE1
7106	A8MVV6
7109	P48553
7114	P62328
7114	A2VCK8
7114	Q0P5T0
7122	O00501
7122	D3DX19
7123	P05452
7123	E9PHK0
7127	Q03169
7150	P11387
7150	Q9BVT2
7164	Q16890
7164	E9PNK6
7164	E9PPQ1
7164	J3KNE7
7164	Q15730
7165	O43399
7165	A0A087WYR3
7165	A0A087WZ51
7165	Q68E05
7165	Q6FGS1
7171	P67936
7171	A0A5F9UN72
7171	K7ENT6
7171	V9HW56
7172	P51580
7172	A0A024QZW0
7178	P13693
7178	A0A024RDY2
7178	A0A0B4J2C3
7178	A0A0P1J1R0
7205	Q15654
7257	Q99598
7257	A0A024R3V8
7263	Q16762
7263	A0A384NKQ2
7283	P23258
7314	P0CG47
7314	Q5U5U6
7323	P61077
7323	A0A024RDH2
7323	D6RAH7
7332	P68036
7332	A0A024R1A4
7335	Q13404
7335	G3V2F7
7345	P09936
7345	V9HW74
7347	P15374
7347	A0A087WTB8
7347	A0A140VJZ4
7364	P16662
7364	E9PBP8
7372	P11172
7372	A8K5J1
7373	Q05707
7375	Q13107
7375	A0A024R2W0
7375	A0A024R2X6
