From	Entry
80139	Q9H7S9
80228	Q96SN7
80228	B4DUB4
80274	Q8IWY4
80274	A0JP65
80274	Q6ZS56
80274	Q86TI6
80319	J9JIF5
80352	Q9H2S5
80352	A0A1U9X8G2
80352	Q96QB5
81030	Q9H171
81545	Q6PIJ6
81545	Q6AZE0
81788	Q9H093
81788	B4E0Y5
81797	Q9UGF7
81797	D2XT27
81857	Q71SY5
83953	Q8WWV6
83953	A0A0B4J1S2
84126	Q8WXE1
84126	A0A024R2U4
84126	A0A024R307
84225	Q9H091
84258	Q9BQG1
84258	A0A024R4I9
84298	Q9BRT6
84298	A0A024RB76
84444	Q8TEK3
84461	Q96JN8
84498	Q96EK7
84498	A0A0D9SEJ5
84498	B4DG54
84498	B4DSS4
84498	F5GY05
84525	Q9BPY8
84570	Q9BXS0
84570	A0A2R8Y760
84570	A8MWQ5
84660	Q6P9F0
84667	Q9BYE0
84674	Q9BX69
84775	Q96SK3
84870	Q9BXY4
84872	Q96K80
84954	Q8N594
84954	W4VSR2
85376	Q9UFD9
85481	Q96QS6
89797	Q8IVL1
89797	A7E2D6
90665	Q9BQ87
90665	A0A024R189
90993	Q96BA8
90993	B2RA75
91179	Q96GP6
113263	Q86VQ1
114786	Q5GH76
114884	Q9BXB5
114884	Q9NX98
114984	Q96CP2
115749	Q8IXR9
116444	O60391
116444	Q5F0I5
116988	Q96P47
116988	C9J975
116988	D3DX07
116988	E7ESL9
116988	Q86ST5
116988	Q86XV5
119180	Q7Z4W2
119180	A0A080YUZ9
121129	Q8NGE2
121129	A0A126GVS5
124044	Q8IUW3
124535	Q4G112
126299	Q96B54
126299	I6L9C8
126917	Q5TF58
127703	Q8TAB5
129049	Q2NKQ1
129049	A0A087X241
131405	Q2Q1W2
133060	Q7RTM1
133688	Q6NUS8
133688	A0A024R085
133688	A8K444
133688	B7Z3N0
136991	Q8WWH4
139804	Q8N7X1
140467	Q9NW07
143279	Q5U5R9
143279	B3KV18
143279	B4DIQ2
143279	X6R824
146167	A6NNN8
147166	Q309B1
150275	Q8IWD4
150275	A0A024R1C5
150275	B7Z820
150379	Q7Z6Z6
152877	Q6NSI3
152877	C9JYQ7
153745	Q8TC56
153745	A0A140VJJ4
155061	Q6NUN9
158135	Q8NHH1
158135	Q6ZUZ3
158293	Q5T036
158293	E9PCY8
165631	Q460N3
165631	B7ZL48
165631	C9J7L3
166979	Q86Y33
168975	Q8NA66
170463	Q9BWG4
170825	Q9BZM3
170825	B2LYG3
171017	Q8TF68
171017	A0A804HJE2
199834	Q5TA78
219931	Q8NHX9
219931	Q59G56
221178	Q96N96
221178	A0A024RDM6
221178	B4DMC2
221178	E9PFR9
221937	P85037
222223	A8MWY0
222223	B4E116
222235	Q8NEE6
222235	Q8N1P0
222256	Q6ZTQ4
222256	B7Z8X2
222256	E7EQG5
254910	Q5TCM9
257160	Q8ND24
257160	A0A024R3D4
259285	P59534
283149	Q86UU0
283149	A0A087WZX0
283463	Q7Z5P9
284273	Q8N4Q0
284273	Q4G1C4
284293	A8MTL9
285761	Q8N8Z6
337974	Q3SYF9
338321	Q7RTR0
343099	Q5T9S5
343099	E9PFB9
343099	Q6PH87
343099	Q7Z659
343472	Q9NY43
348487	Q96AQ9
374819	O60309
374819	J3QTJ5
375033	Q5VY43
387264	Q6L8H4
387266	Q6L8H2
387267	Q6L8H1
387267	A8MUN0
388015	A6NKG5
388015	B9EK54
388646	Q8N8V2
389400	Q6UXV0
389421	Q6ZN17
389421	A0A1B0GVD3
391112	Q8NGX8
392390	Q8NGR2
392390	A0A0C4DFP2
399664	Q86XN8
401498	Q68D42
403314	Q8WW27
403341	Q8NCN2
403341	A0A0C4DFQ2
440021	Q701N4
440050	Q6L8G8
440051	Q6L8G4
442186	O76001
442186	A0A126GWT2
606495	Q6IPT4
644168	A6NNA5
653509	Q8IWL2
653509	A0A024QZP2
653509	B4DNP6
728116	Q8NAP8
728224	Q9BYQ9
728224	A0A0G2JLE6
728294	Q8N465
728294	B3KSR6
728294	B4E3K7
728294	B5MCV2
100131390	P0CG40
177	Q15109
177	A0A1U9X785
177	B4DNX3
329	Q13490
473	Q9P2R6
779	Q13698
779	B1ALM3
825	P20807
825	A0A0S2Z3E1
1003	P33151
1003	Q59EA3
1286	P53420
1305	Q5TAT6
1326	P41279
1326	Q6FG25
1553	Q16696
1565	P10635
1565	C1ID52
1565	Q5Y7H2
1572	P24903
1795	Q8IZD9
1995	Q14576
2134	Q92935
2323	P49771
2323	B7ZLY4
2323	M0QYM9
2556	P34903
3156	P04035
3156	A0A024RAP2
3235	P28356
3566	P24394
3566	B2RBY1
4091	O43541
4099	P20916
4099	Q53ES7
4150	P56270
4150	Q59GP8
4584	Q02505
4584	Q9H3Q6
4683	O60934
4683	A0A0C4DG07
5082	Q13371
5139	Q14432
5142	Q07343
5142	Q59GM8
5142	Q68CX5
5142	X5DNX5
5142	X5DR82
5435	P61218
5435	B0QYL9
5514	Q96QC0
5514	Q2L6I0
5863	O15211
5863	A0A024RCS9
5990	P48378
6302	Q12999
6302	B4DFJ7
6302	F8VWE0
6324	Q07699
6324	A0A1W2PR05
6345	Q86TD4
6345	B3KPP4
6517	P14672
6751	P30872
6751	Q86SW9
6839	O43463
6945	Q9UH92
7016	Q15569
7016	Q8NFJ4
7157	P04637
7157	A0A087WT22
7157	A0A087WXZ1
7157	A0A087X1Q1
7157	H2EHT1
7157	K7PPA8
7157	Q53GA5
7352	P55916
7352	A0A0S2Z4G5
7776	Q9UL36
7776	J9JID5
7789	P98168
7840	Q8TCU4
8092	Q15699
8092	V9HWA7
8204	P48552
8204	A8K171
8328	Q5VTD9
8328	A0A024R8F3
8645	O95279
8645	A0A024RD32
8645	A0A0B6VPR3
8763	Q04900
8763	D6R9B4
8871	O15056
8871	A0A1W2PR85
8871	B4DG94
8913	O43497
8927	Q9UPA5
9127	O15547
9242	O60682
9576	O75602
9576	A0A0A0MRT8
9576	A0A140VJU9
9665	Q9Y4F3
9721	O60269
10071	Q9UKN1
10144	O94988
10150	Q5VZF2
10150	A2A3S3
10166	Q9Y619
10297	O95996
10499	Q15596
10499	B4DPW8
10634	Q99501
10634	A0A5E8
10922	Q14296
10922	A0A090N8I0
10922	A0A090N8Z7
11193	O75554
22798	A4D0S4
22798	B4DTV7
22798	B7ZMJ6
22798	C9JMJ0
22798	O95127
22838	Q7L0R7
22838	A0A024R7Q1
22921	Q9Y3D2
23235	Q9H0K1
23235	A0A024R3G7
23539	O95907
23596	Q9H1Y3
25821	Q9Y2Z2
25907	Q8WZ71
26033	Q5VV63
26033	Q4G0Y2
26108	Q9Y3Y4
26576	Q9UPE1
26610	Q96EB1
26610	G5E9D4
27201	Q96P69
27201	B2R7M4
27245	Q5TGY3
27255	Q9UQ52
27255	A1LMA8
27255	B4DGV0
29881	Q9UHC9
29881	A0A0C4DFX6
29947	Q9UJW3
43847	Q9P0G3
43847	A0A024R4M6
43847	A0A1R3UHJ7
51009	Q9GZP9
51009	I3L3R8
51043	O15156
51176	Q9UJU2
51176	Q659G9
51239	Q53RE8
51412	O94805
51720	Q96RL1
51720	A0A024R7R0
54760	Q6UW60
54760	A0A140VJQ9
54800	Q6TFL4
55512	Q9NY59
55512	A8K0T6
55607	Q9ULJ8
55607	A4D1I0
55607	B7ZLX4
55689	Q9ULM3
55760	Q7L7V1
56848	Q9NRA0
56848	A0A024QZH5
56848	B3KV83
56848	E9PCV4
56901	Q9NRX3
56901	A0A024RB39
56937	Q969W9
56937	Q5JY37
57104	Q96AD5
57172	Q96NX5
57520	Q9P2P5
57520	A0A2R8Y6F3
57582	Q5JUK3
57582	A0A0R4J2E0
57582	A0A6Q8PGM3
57583	Q9P2C4
60560	Q5VZE5
60560	A8K874
63950	Q96SC8
64096	Q9GZZ7
64219	Q8NG27
64393	Q9HA38
64499	P20231
64499	A0A140VJT7
64839	Q9UF56
79042	Q9BSV6
79042	A0A024R4N9
79042	B4DT51
79042	E7EQB3
79144	Q9H3Y8
79446	Q64LD2
79446	A0A384NPW5
79634	Q0VDG4
79634	Q0VDG5
79830	Q5SVZ6
79830	A0A1B0GXA6
79830	B4DSJ9
79830	Q9H5R2
80731	Q9C0I4
81794	Q9H324
81794	A0A0A0MQW6
81794	Q59FE5
81794	Q6ZN14
81796	Q9H2Y9
81796	B3KUC7
81851	Q07627
83445	Q2KHT4
83445	A0A494C0G6
83445	F1T0A0
83445	F1T0A1
83445	G3XAB9
83448	Q9H0K6
83733	Q9H1K4
83733	A0A024R0W0
84283	Q9BSE2
84314	Q6UX40
84433	Q9BXL7
84433	A0A024R854
84433	Q8TES3
84629	O15417
84629	A3KMH2
84867	P54829
84867	B7Z2F8
84867	Q86TL3
84937	Q8ND25
84966	Q96ID5
85442	Q76NI1
85442	A0A804HHZ0
85442	A0A804HID6
85442	A0A804HIZ4
85443	Q9C098
85443	B3KVM3
89778	Q96P15
89778	A0A096LPD5
89778	A9UKE9
89778	B4DKT7
89778	F5GYW9
89796	Q8NEY1
89801	Q6ZSY5
89801	Q0D2I0
89857	Q8WZ60
89884	Q969G2
89884	A0A0S2Z5S4
93166	Q9NQX0
94030	Q9NT99
94030	A0A024R4I8
112398	Q96KS0
112398	A0A024R0R2
114088	Q9C026
114088	A0A804HIL7
114336	Q6NT52
114783	A0A3B3ISL5
114785	Q96DN6
114785	A0A024RBA3
114785	Q6P0P0
114800	Q96PX6
114815	Q8WY21
114815	A8K182
114815	B3KVZ0
114815	B3KWN9
114815	E6Y3F9
114815	E6Y3G0
116039	Q8N2R0
116071	Q8N1L9
116071	B4DV37
116448	Q8TAK6
120146	A6NGJ6
121274	Q96N77
124491	Q8WVE7
124491	B3KT46
124491	H3BRD7
124491	H3BS26
124925	Q53EL9
126969	Q8N4M1
126969	B4DTF4
126969	E9PIC5
128367	Q8NGY0
128367	A0A126GWA4
129025	P59817
129025	A0A0G2JN84
130535	Q6PI47
130535	A8K4A2
138046	Q86SE5
138046	B3KT61
138307	Q6JVE9
138307	A0A384MDK0
138307	Q6ZT51
138307	Q8NBE9
140432	Q8IZP6
140901	Q8TDR2
142680	Q8N130
147463	Q8N6D5
148014	Q8N6N2
149628	Q6K0P9
158835	Q6E213
160518	Q6ZUT9
160518	G3V1S3
168544	Q7Z7K2
168544	C9JAX3
171169	Q8TDM5
171169	A0A140VJU1
197342	A4GXA9
200162	Q6Q759
203054	Q3MIX3
222663	Q8IX30
255877	Q8N143
255877	A8KA13
256472	Q8N4L1
259289	P59537
266727	Q8NFP4
283130	Q8N413
283130	B3KR90
284098	Q7Z7B1
284252	Q719H9
284252	A0A024RC45
284252	A0A2U3U043
284403	O43379
284403	A0A7P0T9D9
284403	A0A7P0TAK3
284403	A0A7P0Z436
284612	Q5VXT5
284612	B4DYR7
339804	A8MZ97
339804	C9JBF1
341277	A0A087X1V8
342933	A6NJL1
344148	O14513
347730	Q86UE6
353131	Q5T7P2
386677	P60331
388228	Q52WX2
388364	Q6UXZ0
389058	Q6BEB4
440503	Q00G26
440804	A6NNM3
441234	A6NP11
442444	Q5HY64
646174	A8MZG2
653519	B7ZAQ6
653519	P0CG08
653519	X5D7G6
729956	A6NL88
730249	A6NK06
751071	A8MUP2
768206	Q00LT1
100113407	Q5T4T1
100129842	O75373
100130311	Q6ZR85
100287226	A6NN14
859	P56539
1007	Q9ULB4
1008	Q9Y6N8
1008	X5D8X5
1008	X5DNG6
1030	P42772
1030	K7PPU3
1160	P17540
1160	A0A024RAK5
1993	Q12926
1993	A0A0A0MRX1
2635	Q9H0R5
3150	P05114
3150	Q6NSG7
3730	P23352
3887	Q14533
4781	O00712
4781	A0A0A0MRX8
4781	Q5VW26
4781	Q5VW28
5138	O00408
5138	Q8IW54
5664	P49810
5753	Q13882
6725	Q9H3Y6
6733	P78362
6733	A0A024R704
6907	O60907
6907	A0A024RBV9
6919	Q15560
6919	Q6IB64
7036	Q9UP52
7072	P31483
7125	P02585
7125	C9J7T9
7216	Q12816
7216	A0A024R9X0
7216	B4DK08
7216	Q9BX88
7216	Q9BX90
7216	Q9BX91
8926	P63162
8926	Q9Y675
8926	A0A024R0T6
9056	Q9UM01
9056	A0A0S2Z502
9080	O95484
9241	Q13253
10319	Q9Y6N6
10319	Q8N2D6
10656	O75525
10885	Q9UNX4
10885	Q5TDG3
10914	P51003
10914	A0A024R6J7
10914	A0A024R6M3
10914	A0A0C4DGK1
11137	Q13610
11137	A0A024RBH5
11137	B4DJV5
22897	Q9UPV0
22985	Q9UKV3
22985	B4DQZ7
23031	O60307
23390	Q8IUH5
23519	O95626
23520	O43423
25820	Q9Y4X5
25896	Q9NVH2
27175	Q9NRH3
27175	A0A1B4Z394
29915	Q9Y5Z7
50640	Q9NP80
50640	A0A024R746
50810	Q9Y3E1
50810	A0A024R216
51619	Q9Y2X8
51619	A0A024RA90
51619	Q9UQL0
54751	Q8WUP2
55095	Q5PRF9
55095	A0A024R0N7
55095	M0QZ22
55095	Q66K25
55095	Q8IXP7
55132	Q659C4
55132	A0A3B3ISF0
55132	A0A3B3IT29
55132	G3V0E9
55147	Q86U06
55147	A0A0S2Z5D9
55147	A0A0S2Z5I1
55147	A0A0S2Z5J3
55147	B7Z8M4
55147	G3XAP0
55188	Q9NVN3
55188	A0A024RBG9
55188	B7WPL0
55679	Q7Z4I7
55679	A0A024RAH1
55679	B3KNZ3
56134	Q9Y5I4
56341	Q9NR22
56341	Q59GT2
57060	P57723
57060	A0A024R2Y0
57060	C9J0A4
57644	A7E2Y1
64579	Q9H3R1
64579	A8K0V5
64895	Q9BWT3
65123	Q68E01
84163	Q86UP8
84220	Q99666
84220	V9HWE4
84779	Q9BSU3
91227	Q14390
91227	A0A494C1J8
91734	Q9BXS1
125113	Q8N1A0
127262	Q5T0D9
135295	Q8WXF0
140886	Q96DU9
147912	Q8N196
151835	Q8IYJ1
202559	Q5VWX1
202559	A0A6Q8PGH5
253314	A6NMX2
346288	Q6ZU15
375449	O15021
375449	B4DKT8
375449	B4DS23
375449	B4DSE5
375449	E7EX28
375449	Q6T2V4
388677	P0DPK4
388677	Q7Z3S9
389524	Q6EKJ0
400966	P0DJD0
404037	Q86UW8
494115	Q96E39
642636	Q9H4I0
644591	P0DN37
645027	A8MZ36
653464	P0DJJ0
727851	O14715
727851	F8W705
729540	Q99666
729540	V9HWE4
729857	P0DJD1
729857	B4DYH0
100037417	A6NHG4
100037417	A0A0F7RPW6
100037417	B5MC82
330	Q13489
2921	P19876
7038	P01266
745	Q9Y2G1
3645	P14616
8323	O60353
8323	A0A024R9E9
8323	B4DL33
8323	B4E236
51374	Q6UW56
84557	Q9H492
643246	A6NCE7
1810	Q01658
1810	Q658N3
10190	O14530
24140	Q9UET6
24140	A0A024QYX5
24140	B3KN91
24140	B7Z4K4
26001	Q9H6Y7
26001	I3L0L6
27067	Q9NUL3
27067	A8K276
27067	Q4LE57
27303	Q6XE24
54870	Q2TAL8
54870	A1L3Z9
65061	Q96Q40
83759	Q9BQ04
83759	E9PLB0
84991	Q96I25
84991	Q5W009
91746	Q96MU7
91746	J3QR07
115426	Q96PU4
200316	Q8IUX4
1040	Q92903
1040	A0A024RDG8
2800	Q92805
2800	A0A024R869
4009	Q8TE12
4303	P98177
5554	P02810
5554	A0A087WV42
5554	F1T0A8
5555	P02810
6508	P48751
7182	P49116
7182	F2YGU2
7551	P17036
7551	B3KRP4
7551	Q86U76
7559	P17014
7918	O95872
7918	A0A024RCU2
7918	B2RA66
9338	Q15170
9750	Q9Y4F9
9750	A0A024QZY9
9750	A0A024R028
9750	A0A2R8Y7B3
9750	A0A2R8YEE0
9750	B7Z5J9
9750	B7Z6D6
9750	B7Z6U4
9750	F5GX51
9750	F5H029
9776	O75143
9776	A8K0S6
10069	P57060
10677	O75366
10775	O95707
22953	Q9UBL9
22953	Q32MC3
23026	Q9Y6X6
23026	F8W883
23127	Q8IYK4
23127	A0A3B3IT37
23127	B3KT92
23127	B4DF84
26074	Q8NHU2
27178	Q9NZH6
27341	Q9Y3A4
51559	Q86UY8
54522	Q6P6B7
54806	Q8N157
54806	A0A7P0T7Z8
54806	A0A7P0T9M6
54806	Q8NER0
57332	Q9HC52
64768	Q9H8X2
79685	Q9HAJ7
79955	Q9H5P4
79955	A0A2R8Y892
79955	A0A2R8YFN1
80055	Q75T13
83394	Q9BZ71
83394	A1A5C9
84624	Q4ZHG4
84678	Q8NHM5
84678	B4DSN4
85478	Q8IXS2
85478	B4DXQ7
118430	Q96DR8
124739	Q70EL4
124930	Q86YJ7
124930	A0A024QZ29
124930	B3KS27
129684	Q8WYK1
130576	Q8NI32
132671	Q8TC71
132671	A0A140VKF4
136332	Q96M69
145173	Q6Y288
150472	Q8IUF1
150472	C9J3G2
159989	Q05D60
159989	E9PLX9
168400	Q86TM3
256471	Q8NHS3
256471	A0A286YF72
256471	A0A286YF73
256471	A0A286YFM2
338324	Q86SG5
391123	P0DPA2
391211	Q5TZ20
391211	A0A126GW53
646625	A6NGE7
776	Q01668
776	A0A1B0GUN6
776	Q59GD8
2140	Q99504
2846	Q99677
3000	Q02846
3547	Q8N6C5
3706	P23677
3787	Q96KK3
3787	A2RUL8
4058	P29376
5672	Q00888
5672	B3KQL2
5672	Q6P520
5672	Q96QL5
5923	Q13972
5923	A8K270
5923	Q8IUU5
8525	Q13574
9172	P54296
9468	Q9Y5K3
9841	O43167
9874	Q9UKI8
10270	O43823
10367	Q9BPX6
10474	O75528
10474	A0A024R2D7
10474	A8K899
10578	P22749
10578	B4E3H9
23518	Q15032
23550	Q8NDX1
25962	Q69YN4
27063	Q15327
27063	A0A384NYH5
27094	Q9NPA1
51148	Q5T4B2
55259	Q6TDU7
55259	B4E376
56905	Q6ZRI6
64320	Q96BH1
64397	Q9H2Y7
64397	A0A0C4DGM5
79258	Q495T6
79258	B3KS82
79759	Q96K58
79759	A0A024QZD9
79759	A8K1I4
79798	Q96C12
79798	B4DH27
79798	B4DIU9
79798	J3KQ26
80704	Q9BZV2
81472	Q8N628
83591	Q9H0W7
84926	Q8NCJ5
84926	A0A024RAX4
85406	Q6Y2X3
85406	A0A024RB64
89876	Q7Z4T9
117608	Q96LW1
130026	Q8NDH6
130026	A0A024R3W3
130026	Q96Q33
140680	Q9NUD7
140680	B7ZML9
140680	F5GZA9
140803	Q9BX84
146853	Q8WW18
148741	Q8N283
148741	B4DFX6
148741	F6XZD3
150223	A8MPS7
158399	Q8TF39
158399	Q6P088
160857	Q5T0U0
167691	Q86VQ0
167691	A0A384MDJ7
200350	Q9NU39
200350	B3KVK3
220136	Q96M91
246184	Q8NHZ8
246184	A0A024R832
283518	Q8N5I3
344191	Q03828
388962	Q53S33
388962	Q8N338
399671	Q86WZ0
441376	Q4LEZ3
441376	B2RU19
728118	Q8IVF1
460	O14525
460	A6H8Y4
460	B1AJS1
575	O14514
604	P41182
604	B5B0A5
666	Q9UMX3
666	A0A024R4A8
666	A0A481T0W6
666	A0A4D6NU76
782	Q02641
1103	P28329
1103	D3DX95
1103	Q6LEN5
1103	Q6LEN6
1850	Q13202
2487	Q92765
2487	D9ZGF6
2565	Q8N1C3
2620	O43903
2690	P10912
2690	A0A087X0H5
2690	A0A087X162
2797	O43555
2867	O15552
2867	C6KYL4
2972	Q92994
2972	A0A024R6P8
2972	V9HVY2
3097	P31629
3600	P40933
4493	P04732
4674	Q9ULW6
4803	P01138
4803	A0A346FYQ1
4931	O15381
4931	B4DF43
5251	P78562
5251	B4DNS0
5251	B4DWG8
5446	Q15166
6262	Q92736
6473	O15266
6473	A0A024R385
6554	Q14973
6554	B2RA41
6621	Q5SXM2
6621	A0A024R8F4
6664	P35716
6790	O14965
6795	Q9UQB9
7022	Q92754
7071	Q13118
7137	P19429
7137	Q6FGX2
7274	P49638
7286	Q9NNX1
7286	B7Z4Y1
7293	P43489
7368	Q16880
7461	Q9UDT6
7461	A0A140VJG6
7461	A7E2F7
7499	P55808
7499	B4E289
7805	Q13571
7805	Q5TBB8
8019	Q15059
8019	A0A024R8H6
8019	B4DS09
8515	O75578
8515	B4E282
8603	P78312
8643	Q9Y6C5
8784	Q9Y5U5
8784	A0A0R7FDM1
9232	O95997
9232	Q6IAL9
9235	P24001
9350	O95813
9394	O60243
9627	Q9Y6H5
9627	B7Z616
9627	B7Z995
9627	Q6L981
9627	Q6L983
9628	P49758
9628	B7Z2A0
9628	B7Z2N1
9628	Q2M3K2
9695	Q92611
9695	A0A024R2D5
9700	Q14674
9829	O75061
9883	Q96HA1
10180	P78332
10180	A8K6Q4
10180	E9PGM9
10194	Q6ZSZ6
10194	A7YF73
10293	Q9BWF2
10307	O95704
10307	Q59EH2
10307	Q96DX9
10513	Q92624
10513	A0A024QZ47
10633	Q92737
10633	A0A024R1C8
10880	Q9Y614
10880	A0A140VKC6
11211	Q9ULW2
11211	Q6NSL8
22888	O94941
23014	O94952
23014	A0A024RBL8
23014	A0A024RBR2
23014	Q4G104
23014	Q8IUQ5
23211	Q9UPT8
23414	Q8WW38
23414	Q9NPQ0
23469	Q92576
23469	B3KP41
23469	D6R9X2
23613	Q9ULU4
23613	A0A087WVZ6
23613	A6H8Y8
23613	Q2HXV5
23613	Q569J9
26273	Q9UK99
26273	Q49AF1
27042	Q68CQ4
27253	O14917
27327	Q8NDV7
28316	Q9HBT6
28316	A8K2C5
28316	Q8N9J3
29851	Q9Y6W8
29851	Q53QY6
29909	O14626
29922	Q9Y5B8
29922	A0A024R8Z7
29954	Q9UKY4
29964	Q2TBC4
30820	Q9NZI2
51126	P61599
51126	A8MZB2
51285	Q9NYN1
51285	A0A024R5Y3
54221	Q9NY99
54532	Q70EK8
54532	Q9H9I0
54537	Q86V20
54552	Q9NVN8
54552	A0A024R9Y6
54552	Q05DU1
54738	Q99581
54790	Q6N021
54790	A0A024RDF7
54790	A0A158SIU0
54868	Q8NE00
54868	A0A024R8L3
55093	Q96HA8
55093	A0A3B3ITD7
55093	A0A3B3ITI2
55093	E5RHC2
55148	Q8N806
55211	Q7L190
55799	Q8IZS8
56852	Q9NS91
56896	Q9BPU6
56920	Q9NS98
57182	Q9ULJ7
57182	Q8TB46
57221	Q5TH69
57495	Q9ULI1
57677	Q9HCL3
65117	Q7L4I2
65117	B3KMH4
65243	Q9UJL9
79132	Q96C10
79132	A0A024R1Y5
79310	Q8NGV7
79698	Q9H898
79713	Q9H665
79713	K7EL86
79781	Q86XH1
79781	A0A0A0MSY6
79781	B4DIF4
80017	Q7Z3D6
80017	B3KVU6
80017	Q4LE40
80129	Q8IYT3
80169	Q2NKJ3
80726	Q9H0B3
80726	A0JP07
81602	Q9BWV3
81614	Q8N8Q9
81614	A0A024R372
81626	Q9BZQ2
83478	Q8N264
83538	Q96NG3
84000	Q9BYE2
84058	Q9H977
84076	Q9H0I9
84076	A0A140VKC2
84167	Q9H6X5
84167	M0R2B3
84210	Q5TYW2
84210	A0A384NKR9
84282	Q8IUD6
84282	B3KV69
84662	Q9BZE0
84662	B3KTH4
84930	Q96GX5
84941	Q96JZ2
85012	Q969E4
85379	Q9BY89
85417	Q8WWL7
90624	Q5U5X0
90624	D6RBV5
92241	Q6JBY9
92241	B7ZKW8
114327	Q5JVL4
114327	B2CKC5
115362	Q96PP8
120227	Q6VVX0
121551	A6QL63
121551	B3KVD0
121551	B3KXB0
123624	Q96MI9
125336	Q8IVV2
125336	B7Z7T7
125336	F5GZB4
125336	J3QKX9
127665	Q5T619
131149	A6NHN0
136895	Q8N865
139596	Q96BW1
139596	A0A0A0MRR5
139596	A8KAF9
140597	Q9H3H9
140688	Q96MY1
140688	A0A087X0N3
140688	Q6P0R2
144406	Q8TBY9
146395	Q6UXU4
146395	B3KY67
147011	Q8NCQ7
152789	Q96N16
152789	B3KWB6
155054	Q6IV72
155054	A0A090N7U3
158880	Q70EK9
161502	Q6P656
162963	Q8N9Z0
167838	Q8N3L3
167838	H0UI60
168090	Q5T5N4
168537	Q8NHV1
168537	A0A090N8P8
199990	Q6NZ36
199990	A0A024R0B3
199990	Q6ZRT9
199990	Q7Z4P6
200942	Q8IXV7
200942	Q96DZ8
204801	P59045
221143	Q8WVE0
221143	A0A024RDN3
221143	B2RE94
222698	Q5M9Q1
253959	Q6GYQ0
253959	A0A1B0GUI1
253959	A0A7P0TAR5
253959	H0YJB5
256006	Q8N7Z5
256309	Q8TBZ0
256309	E7EUS2
282616	Q8IZJ0
283373	Q8NB46
283373	B3KWN0
283417	Q6NUT2
317705	Q7Z5H4
344558	Q8TEJ3
374286	O95170
374286	A0A087WSX6
374286	Q59EB2
374286	Q9BXD7
389208	Q6ZWK6
400668	Q6UWY2
400668	B7ZMF6
729475	Q09MP3
100130086	Q9UBD0
100130086	A0A140VK21
100506164	Q9UBD0
100506164	A0A140VK21
773	O00555
773	A0A087WW63
773	B5TYJ1
773	Q9NS89
1259	P29973
1259	A0A024R9X3
2965	P32780
2965	A0A384MTQ8
4297	Q03164
6617	Q16533
6617	B2RC42
8284	Q9BY66
8284	A0A384MR42
23281	Q5JR59
114799	Q5FWF5
114799	A0A024RC19
482	P14415
4953	P11926
4953	B4DXF8
10392	Q9Y239
10392	A0A024RA73
10392	G3XAL1
29775	Q9BWT7
55787	Q9NUQ3
79007	Q9H9R9
79602	Q86V24
79609	Q9H867
81050	Q9NZP5
163486	Q6P3S1
163486	A0A024R987
285600	Q8IV33
285600	A0A804HHT9
353376	Q86XR7
390616	P0C6C1
4077	Q14596
4077	A0A024R1V3
4077	B7Z5R6
6867	O75410
6867	E7EVI4
6867	Q5HYH0
84717	Q7Z4V5
150483	Q8WW24
150483	A0A384MEB7
387119	Q5SZL2
387119	Q3ZCQ5
388341	Q8NAA5
388341	B7ZMA3
401024	Q5CZC0
440563	B2RXH8
647087	E0CX11
649330	B7ZW38
649330	P0DMR1
100529241	S4R3N1
100532731	P35226
100532731	R4GMX3
1837	Q9Y4J8
1837	A0A024RC32
1837	B7Z3X3
26018	Q96JA1
57575	Q9P2E7
57575	Q9NSR3
57575	X5D999
632	P02818
1146	P07510
1146	A0A6F7YAP6
1544	P05177
1826	O60469
2742	P23416
2895	O43424
3280	Q14469
3356	P28223
3549	Q14623
3550	Q13123
3550	Q95HA6
3550	Q9UK43
3720	Q92833
3751	Q9NZV8
3751	A4D0V9
4242	O00587
5100	O95206
5100	A0A024QZ94
6167	P61927
7124	P01375
7124	Q5STB3
7224	Q9UL62
7561	P17017
7625	Q16587
7625	A8K5P3
7625	Q05BG0
7691	P52740
7691	B3KQ54
7762	Q9UL58
8220	Q96DF8
8220	F8WEF8
9369	Q9HDB5
9369	Q9Y4C0
9369	A0A0A0MR89
9369	A0A0U1RRJ0
9552	O75391
9552	I3L0X5
9581	Q4J6C6
9826	O15085
9994	Q9UKL3
10300	Q9BVA0
10610	Q9UJ37
10610	A0A024R8M1
10691	Q9Y692
10691	B1AT47
10691	B2RCN8
11116	O95684
11116	A0A087WV25
11116	B4DH64
23033	Q5JWR5
23033	B2RWN9
23033	Q5TA12
23322	Q68CZ1
23322	A0A087WX34
23322	B7ZKJ9
23322	H3BPS4
23322	H3BV03
23322	I3L1B5
23523	Q9Y6J0
23523	A0A024R1E5
23523	A0A087WWW8
25850	Q14585
25850	B2RCE4
26280	Q9NP60
51322	Q9BTA9
51348	Q9NZS2
51530	Q86WB0
51759	Q9NZ63
53904	Q8NEV4
54103	A4D1B5
54432	Q9Y548
54535	Q8TD31
54535	A0A1U9X7G6
54535	Q2TB68
54535	Q769H0
54883	Q9NXE8
54963	Q9NWZ5
54963	Q53HM1
54970	Q9H892
54970	A8K8G6
54970	J3KR69
54970	Q53G14
55102	Q96BY7
55205	Q9HCE3
55205	A0A024R283
55205	B3KXW2
55355	Q8NCD3
55578	Q8NEM7
55578	A0A024RDW2
55578	A8K8L1
55734	Q9NTW7
55734	B3KQX0
