ENTREZ GENE ID,Uniprot,GENE SYMBOL,OCCURRENCES,VESICLE TYPE
5216,P07737,PFN1,45,Microparticles
5223,P18669,PGAM1,22,Microparticles
5230,P00558,PGK1,36,Microparticles
5295,P27986,PIK3R1,7,Microparticles
5297,P42356,PI4KA,10,Microparticles
5315,P14618,PKM,44,Microparticles
5336,P16885,PLCG2,10,Microparticles
5339,Q15149,PLEC,24,Microparticles
5431,P30876,POLR2B,1,Microparticles
5478,P62937,PPIA,46,Microparticles
5528,Q14738,PPP2R5D,5,Microparticles
5551,P14222,PRF1,1,Microparticles
5566,P17612,PRKACA,13,Microparticles
5579,P05771,PRKCB,17,Microparticles
5591,P78527,PRKDC,8,Microparticles
5631,P60891,PRPS1,13,Microparticles
5683,P25787,PSMA2,25,Microparticles
5685,P25789,PSMA4,15,Microparticles
5687,P60900,PSMA6,20,Microparticles
5688,O14818,PSMA7,27,Microparticles
5689,P20618,PSMB1,25,Microparticles
5690,P49721,PSMB2,18,Microparticles
5692,P28070,PSMB4,18,Microparticles
5694,P28072,PSMB6,20,Microparticles
5698,P28065,PSMB9,12,Microparticles
5708,Q13200,PSMD2,24,Microparticles
5713,P51665,PSMD7,16,Microparticles
5720,Q06323,PSME1,25,Microparticles
5721,Q9UL46,PSME2,18,Microparticles
5725,P26599,PTBP1,14,Microparticles
5777,P29350,PTPN6,18,Microparticles
5788,P08575,PTPRC,27,Microparticles
5795,Q12913,PTPRJ,30,Microparticles
5834,P11216,PYGB,18,Microparticles
5859,P47897,QARS,12,Microparticles
5861,P62820,RAB1A,35,Microparticles
5862,P61019,RAB2A,30,Microparticles
5867,P20338,RAB4A,4,Microparticles
5869,P61020,RAB5B,22,Microparticles
5871,Q12851,MAP4K2,1,Microparticles
5878,P51148,RAB5C,43,Microparticles
5880,P15153,RAC2,33,Microparticles
5898,P11233,RALA,28,Microparticles
5901,P62826,RAN,22,Microparticles
5906,P62834,RAP1A,28,Microparticles
5908,P61224,RAP1B,41,Microparticles
5912,P61225,RAP2B,34,Microparticles
6050,P13489,RNH1,28,Microparticles
6051,Q9H4A4,RNPEP,9,Microparticles
6128,Q02878,RPL6,18,Microparticles
6129,P18124,RPL7,17,Microparticles
6132,P62917,RPL8,18,Microparticles
6133,P32969,RPL9,15,Microparticles
6137,P26373,RPL13,18,Microparticles
6138,P61313,RPL15,20,Microparticles
6139,P18621,RPL17,9,Microparticles
6141,Q07020,RPL18,16,Microparticles
6142,Q02543,RPL18A,9,Microparticles
6143,P84098,RPL19,19,Microparticles
6144,P46778,RPL21,14,Microparticles
6152,P83731,RPL24,14,Microparticles
6154,P61254,RPL26,16,Microparticles
6155,P61353,RPL27,14,Microparticles
6157,P46776,RPL27A,14,Microparticles
6158,P46779,RPL28,6,Microparticles
6161,P62910,RPL32,5,Microparticles
6175,P05388,RPLP0,21,Microparticles
6187,P15880,RPS2,18,Microparticles
6188,P23396,RPS3,20,Microparticles
6189,P61247,RPS3A,20,Microparticles
6191,P62701,RPS4X,23,Microparticles
6193,P46782,RPS5,14,Microparticles
6194,P62753,RPS6,20,Microparticles
6201,P62081,RPS7,18,Microparticles
6202,P62241,RPS8,21,Microparticles
6203,P46781,RPS9,16,Microparticles
6204,P46783,RPS10,14,Microparticles
6207,P62277,RPS13,17,Microparticles
6210,P62244,RPS15A,11,Microparticles
6229,P62847,RPS24,9,Microparticles
6301,P49591,SARS,15,Microparticles
6421,P23246,SFPQ,13,Microparticles
6472,P34897,SHMT2,18,Microparticles
6693,P16150,SPN,11,Microparticles
6709,Q13813,SPTAN1,24,Microparticles
6711,Q01082,SPTBN1,26,Microparticles
6723,P19623,SRM,9,Microparticles
6767,P50502,ST13,17,Microparticles
6810,Q12846,STX4,22,Microparticles
6850,P43405,SYK,8,Microparticles
6897,P26639,TARS,22,Microparticles
6950,P17987,TCP1,31,Microparticles
7001,P32119,PRDX2,35,Microparticles
7018,P02787,TF,31,Microparticles
7094,Q9Y490,TLN1,39,Microparticles
7167,P60174,TPI1,46,Microparticles
7184,P14625,HSP90B1,27,Microparticles
7203,P49368,CCT3,28,Microparticles
7247,Q15631,TSN,8,Microparticles
7277,P68366,TUBA4A,26,Microparticles
7284,P49411,TUFM,22,Microparticles
7317,P22314,UBA1,30,Microparticles
7360,Q16851,UGP2,20,Microparticles
7407,P26640,VARS,20,Microparticles
7408,P50552,VASP,23,Microparticles
7414,P18206,VCL,34,Microparticles
7415,P55072,VCP,31,Microparticles
7416,P21796,VDAC1,26,Microparticles
7430,P15311,EZR,41,Microparticles
7431,P08670,VIM,25,Microparticles
7453,P23381,WARS,17,Microparticles
7520,P13010,XRCC5,19,Microparticles
7529,P31946,YWHAB,38,Microparticles
7534,P63104,YWHAZ,43,Microparticles
7846,Q71U36,TUBA1A,30,Microparticles
7879,P51149,RAB7A,31,Microparticles
8078,P45974,USP5,18,Microparticles
8218,P53675,CLTCL1,13,Microparticles
8239,Q93008,USP9X,10,Microparticles
8331,Q99878,HIST1H2AJ,7,Microparticles
8451,Q13619,CUL4A,8,Microparticles
8508,Q9BPW8,NIPSNAP1,9,Microparticles
8607,Q9Y265,RUVBL1,19,Microparticles
8615,O60763,USO1,18,Microparticles
8661,Q14152,EIF3A,14,Microparticles
8662,P55884,EIF3B,21,Microparticles
8663,Q99613,EIF3C,11,Microparticles
8667,O15372,EIF3H,5,Microparticles
8668,Q13347,EIF3I,16,Microparticles
8766,P62491,RAB11A,25,Microparticles
8801,Q96I99,SUCLG2,16,Microparticles
8826,P46940,IQGAP1,34,Microparticles
8895,O75131,CPNE3,28,Microparticles
9093,Q96EY1,DNAJA3,8,Microparticles
9097,P54578,USP14,11,Microparticles
9230,Q15907,RAB11B,26,Microparticles
9520,P55786,NPEPPS,24,Microparticles
9559,O75436,VPS26A,13,Microparticles
9588,P30041,PRDX6,35,Microparticles
9632,P53992,SEC24C,8,Microparticles
9936,Q8IX05,CD302,1,Microparticles
9948,O75083,WDR1,33,Microparticles
9961,Q14764,MVP,25,Microparticles
10015,Q8WUM4,PDCD6IP,37,Microparticles
10072,Q9NY33,DPP3,14,Microparticles
10093,P59998,ARPC4,25,Microparticles
10094,O15145,ARPC3,21,Microparticles
10095,O15143,ARPC1B,20,Microparticles
10096,P61158,ACTR3,30,Microparticles
10097,P61160,ACTR2,30,Microparticles
10109,O15144,ARPC2,31,Microparticles
10121,P61163,ACTR1A,21,Microparticles
10128,P42704,LRPPRC,18,Microparticles
10168,O14709,ZNF197,1,Microparticles
10211,O75955,FLOT1,41,Microparticles
10236,O43390,HNRNPR,18,Microparticles
10376,P68363,TUBA1B,20,Microparticles
10383,P68371,TUBB4B,28,Microparticles
10399,P63244,GNB2L1,25,Microparticles
10483,Q15437,SEC23B,5,Microparticles
10487,Q01518,CAP1,38,Microparticles
10527,O95373,IPO7,8,Microparticles
10539,O76003,GLRX3,11,Microparticles
10574,Q99832,CCT7,24,Microparticles
10575,P50991,CCT4,23,Microparticles
10576,P78371,CCT2,29,Microparticles
10672,Q14344,GNA13,35,Microparticles
10694,P50990,CCT8,30,Microparticles
10890,P61026,RAB10,38,Microparticles
10971,P27348,YWHAQ,40,Microparticles
11021,Q15286,RAB35,23,Microparticles
11151,P31146,CORO1A,29,Microparticles
22800,P62070,RRAS2,16,Microparticles
22820,Q9Y678,COPG1,24,Microparticles
22931,Q9NP72,RAB18,14,Microparticles
22948,P48643,CCT5,25,Microparticles
23011,Q9UL25,RAB21,17,Microparticles
23157,Q14141,SEPT6,15,Microparticles
23317,O75165,DNAJC13,13,Microparticles
23406,Q14019,COTL1,22,Microparticles
23521,P40429,RPL13A,16,Microparticles
25873,Q9Y3U8,RPL36,10,Microparticles
25934,Q9UFN0,NIPSNAP3A,8,Microparticles
26140,Q9Y4R7,TTLL3,8,Microparticles
26578,Q92882,OSTF1,16,Microparticles
26958,Q9UBF2,COPG2,9,Microparticles
30845,Q9NZN3,EHD3,22,Microparticles
51035,Q04323,UBXN1,2,Microparticles
51552,P61106,RAB14,36,Microparticles
51762,Q92930,RAB8B,22,Microparticles
55577,Q9UJ70,NAGK,11,Microparticles
55619,Q96BY6,DOCK10,13,Microparticles
55737,Q96QK1,VPS35,31,Microparticles
55748,Q96KP4,CNDP2,18,Microparticles
56138,Q9Y5I1,PCDHA11,1,Microparticles
56616,Q9NR28,DIABLO,2,Microparticles
60412,Q96A65,EXOC4,12,Microparticles
79026,Q09666,AHNAK,24,Microparticles
79585,P57737,CORO7,15,Microparticles
81704,Q8NF50,DOCK8,3,Microparticles
81876,Q9H0U4,RAB1B,19,Microparticles
83706,Q86UX7,FERMT3,32,Microparticles
84790,Q9BQE3,TUBA1C,21,Microparticles
84836,Q96IU4,ABHD14B,10,Microparticles
85235,Q96KK5,HIST1H2AH,12,Microparticles
203068,P07437,TUBB,29,Microparticles
221823,P21108,PRPS1L1,5,Microparticles
388697,Q86YZ3,HRNR,12,Microparticles
399687,Q92614,MYO18A,8,Microparticles
653361,P14598,NCF1,1,Microparticles
728689,B5ME19,EIF3CL,3,Microparticles
1,P04217,A1BG,16,Microvesicles
12,P01011,SERPINA3,17,Microvesicles
48,P21399,ACO1,19,Microvesicles
52,P24666,ACP1,12,Microparticles
53,P11117,ACP2,6,Microvesicles
55,P15309,ACPP,4,Microvesicles
95,Q03154,ACY1,4,Microvesicles
107,Q08828,ADCY1,2,Microvesicles
128,P11766,ADH5,13,Microvesicles
130,P28332,ADH6,2,Microvesicles
143,Q9UKK3,PARP4,9,Microvesicles
197,P02765,AHSG,8,Microparticles
203,P00568,AK1,13,Microvesicles
210,P13716,ALAD,15,Microparticles
214,Q13740,ALCAM,16,Microvesicles
216,P00352,ALDH1A1,3,Microvesicles
217,P05091,ALDH2,11,Microparticles
221,P43353,ALDH3B1,3,Microvesicles
223,P49189,ALDH9A1,13,Microvesicles
230,P09972,ALDOC,22,Microvesicles
231,P15121,AKR1B1,17,Microvesicles
239,P18054,ALOX12,7,Microparticles
249,P05186,ALPL,3,Microvesicles
259,P02760,AMBP,10,Microparticles
290,P15144,ANPEP,23,Microvesicles
301,P04083,ANXA1,38,Microvesicles
306,P12429,ANXA3,22,Microvesicles
310,P20073,ANXA7,25,Microparticles
312,P27216,ANXA13,5,Microvesicles
316,Q06278,AOX1,2,Microvesicles
317,O14727,APAF1,2,Microvesicles
325,P02743,APCS,18,Microvesicles
335,P02647,APOA1,25,Microvesicles
336,P02652,APOA2,8,Microvesicles
347,P05090,APOD,14,Microparticles
348,P02649,APOE,25,Microvesicles
358,P29972,AQP1,4,Microvesicles
359,P41181,AQP2,3,Microvesicles
388,P62745,RHOB,6,Microvesicles
391,P84095,RHOG,25,Microvesicles
392,Q07960,ARHGAP1,20,Microparticles
403,P36405,ARL3,6,Microvesicles
416,P54793,ARSF,2,Microparticles
427,Q13510,ASAH1,9,Microparticles
435,P04424,ASL,7,Microparticles
439,O43681,ASNA1,10,Microvesicles
445,P00966,ASS1,3,Microvesicles
481,P05026,ATP1B1,7,Microvesicles
525,P15313,ATP6V1B1,9,Microparticles
526,P21281,ATP6V1B2,23,Microvesicles
527,P27449,ATP6V0C,6,Microparticles
528,P21283,ATP6V1C1,8,Microvesicles
529,P36543,ATP6V1E1,22,Microparticles
535,Q93050,ATP6V0A1,7,Microparticles
537,Q15904,ATP6AP1,2,Microvesicles
566,P20160,AZU1,4,Microparticles
567,P61769,B2M,39,Microvesicles
613,P11274,BCR,4,Microvesicles
633,P21810,BGN,6,Microvesicles
642,Q13867,BLMH,5,Microparticles
644,P53004,BLVRA,9,Microvesicles
645,P30043,BLVRB,18,Microvesicles
671,P17213,BPI,2,Microparticles
684,Q10589,BST2,6,Microvesicles
706,P30536,TSPO,8,Microparticles
710,P05155,SERPING1,7,Microparticles
726,O15484,CAPN5,5,Microvesicles
727,P01031,C5,13,Microvesicles
735,P02748,C9,23,Microvesicles
760,P00918,CA2,17,Microparticles
762,P22748,CA4,2,Microparticles
781,P54289,CACNA2D1,12,Microvesicles
810,P27482,CALML3,1,Microvesicles
820,P49913,CAMP,3,Microparticles
830,P47755,CAPZA2,17,Microvesicles
873,P16152,CBR1,20,Microvesicles
928,P21926,CD9,30,Microvesicles
929,P08571,CD14,20,Microvesicles
950,Q14108,SCARB2,19,Microvesicles
966,P13987,CD59,18,Microvesicles
967,P08962,CD63,32,Microparticles
975,P60033,CD81,35,Microvesicles
983,P06493,CDK1,13,Microvesicles
998,P60953,CDC42,36,Microvesicles
1048,P06731,CEACAM5,7,Microvesicles
1075,P53634,CTSC,12,Microparticles
1152,P12277,CKB,6,Microvesicles
1173,Q96CW1,AP2M1,14,Microvesicles
1191,P10909,CLU,23,Microvesicles
1200,O14773,TPP1,10,Microparticles
1291,P12109,COL6A1,9,Microvesicles
1293,P12111,COL6A3,11,Microparticles
1306,P39059,COL15A1,2,Microparticles
1312,P21964,COMT,18,Microparticles
1356,P00450,CP,13,Microvesicles
1370,P22792,CPN2,1,Microparticles
1378,P17927,CR1,2,Microvesicles
1382,P29373,CRABP2,3,Microvesicles
1398,P46108,CRK,2,Microvesicles
1429,Q08257,CRYZ,7,Microparticles
1465,P21291,CSRP1,20,Microparticles
1476,P04080,CSTB,12,Microvesicles
1509,P07339,CTSD,17,Microparticles
1511,P08311,CTSG,10,Microparticles
1636,P12821,ACE,18,Microvesicles
1642,Q16531,DDB1,10,Microvesicles
1652,P30046,DDT,9,Microvesicles
1654,O00571,DDX3X,15,Microvesicles
1655,P17844,DDX5,10,Microvesicles
1800,P16444,DPEP1,4,Microvesicles
1803,P27487,DPP4,12,Microvesicles
1824,Q02487,DSC2,1,Microvesicles
1830,P32926,DSG3,1,Microvesicles
1832,P15924,DSP,22,Microparticles
1889,P42892,ECE1,7,Microparticles
1947,P98172,EFNB1,6,Microvesicles
1950,P01133,EGF,2,Microparticles
1954,Q7Z7M0,MEGF8,1,Microparticles
1991,P08246,ELANE,5,Microparticles
2040,P27105,STOM,24,Microvesicles
2053,P34913,EPHX2,2,Microvesicles
2059,Q12929,EPS8,10,Microvesicles
2091,P22087,FBL,1,Microparticles
2098,P10768,ESD,20,Microparticles
2125,Q92817,EVPL,5,Microvesicles
