ENTREZ GENE ID,GENE SYMBOL,OCCURRENCES,VESICLE TYPE
22943,DKK1,8,Exosomes
23122,CLASP2,9,Exosomes
23136,EPB41L3,12,Exosomes
23399,CTDNEP1,1,Exosomes
23420,NOMO1,6,Exosomes
23514,KIAA0146,1,Exosomes
23581,CASP14,5,Exosomes
25855,BRMS1,1,Exosomes
26030,PLEKHG3,1,Exosomes
26259,FBXW8,1,Exosomes
26330,GAPDHS,16,Exosomes
26585,GREM1,1,Exosomes
27190,IL17B,1,Exosomes
27286,SRPX2,3,Exosomes
28299,IGKV1-5,3,Exosomes
28396,IGHV4-31,2,Exosomes
28450,IGHV3-11,1,Exosomes
28452,IGHV3-7,1,Exosomes
28786,IGLV4-3,1,Exosomes
28796,IGLV3-21,1,Exosomes
28816,IGLV2-11,2,Exosomes
28823,IGLV1-44,2,Exosomes
28825,IGLV1-40,1,Exosomes
29949,IL19,5,Exosomes
30008,EFEMP2,4,Exosomes
30815,ST6GALNAC6,2,Exosomes
51138,COPS4,19,Exosomes
51191,HERC5,1,Exosomes
51203,NUSAP1,2,Exosomes
51297,BPIFA1,2,Exosomes
51330,TNFRSF12A,2,Exosomes
51400,PPME1,7,Exosomes
51561,IL23A,1,Exosomes
53615,MBD3,2,Exosomes
53834,FGFRL1,4,Exosomes
54097,FAM3B,2,Exosomes
54210,TREM1,1,Exosomes
54478,FAM64A,1,Exosomes
54769,DIRAS2,2,Exosomes
54798,DCHS2,1,Exosomes
54814,QPCTL,1,Exosomes
54956,PARP16,1,Exosomes
55388,MCM10,2,Exosomes
55501,CHST12,2,Exosomes
55646,LYAR,6,Exosomes
55714,ODZ3,11,Exosomes
55870,ASH1L,10,Exosomes
55898,UNC45A,18,Exosomes
56034,PDGFC,5,Exosomes
56300,IL36G,1,Exosomes
56301,SLC7A10,1,Exosomes
56477,CCL28,2,Exosomes
56902,PNO1,1,Exosomes
57124,CD248,1,Exosomes
57491,AHRR,3,Exosomes
57636,ARHGAP23,5,Exosomes
57659,ZBTB4,3,Exosomes
58191,CXCL16,2,Exosomes
58985,IL22RA1,2,Exosomes
59345,GNB4,18,Exosomes
59352,LGR6,3,Exosomes
63891,RNF123,2,Exosomes
63976,PRDM16,1,Exosomes
64098,PARVG,6,Exosomes
64795,RMND5A,1,Exosomes
79667,FLJ13197,1,Exosomes
79865,TREML2,2,Exosomes
79991,OBFC1,1,Exosomes
80110,ZNF614,1,Exosomes
80164,FLJ22184,1,Exosomes
80174,DBF4B,1,Exosomes
80790,CMIP,2,Exosomes
81792,ADAMTS12,4,Exosomes
81833,SPACA1,1,Exosomes
81848,SPRY4,3,Exosomes
81888,HYI,1,Exosomes
81926,FAM108A1,1,Exosomes
83604,TMEM47,2,Exosomes
84073,MYCBPAP,2,Exosomes
84084,RAB6C,4,Exosomes
84691,FAM71F1,1,Exosomes
84858,ZNF503,7,Exosomes
84875,PARP10,4,Exosomes
85358,SHANK3,7,Exosomes
90070,LACRT,2,Exosomes
90933,TRIM41,2,Exosomes
91663,MYADM,16,Exosomes
92106,OXNAD1,1,Exosomes
92483,LDHAL6B,5,Exosomes
92755,TUBBP1,1,Exosomes
93589,CACNA2D4,2,Exosomes
93663,ARHGAP18,5,Exosomes
113157,RPLP0P2,2,Exosomes
116442,RAB39B,4,Exosomes
120071,GYLTL1B,2,Exosomes
122060,SLAIN1,2,Exosomes
122589,RPLP0P3,2,Exosomes
126205,NLRP8,1,Exosomes
127435,PODN,1,Exosomes
134553,C5orf24,1,Exosomes
135228,CD109,16,Exosomes
135644,TRIM40,1,Exosomes
139378,GPR112,2,Exosomes
140807,KRT72,11,Exosomes
143187,VTI1A,6,Exosomes
143425,SYT9,1,Exosomes
146439,CCDC64B,1,Exosomes
148229,ATP8B3,1,Exosomes
149501,KRT8P45,1,Exosomes
150786,WTH3DI,1,Exosomes
151790,WDR49,2,Exosomes
152110,NEK10,3,Exosomes
161003,STOML3,1,Exosomes
163786,SASS6,4,Exosomes
166614,DCLK2,2,Exosomes
166752,FREM3,1,Exosomes
196374,KRT78,11,Exosomes
203197,C9orf91,1,Exosomes
220717,RPLP0P6,3,Exosomes
220885,RPSAP15,2,Exosomes
221438,TREML5P,1,Exosomes
223075,CCDC129,1,Exosomes
255626,HIST1H2BA,13,Exosomes
255967,PAN3,3,Exosomes
256691,MAMDC2,4,Exosomes
283248,RCOR2,3,Exosomes
283412,RPL29P12,1,Exosomes
283523,TERF1P5,1,Exosomes
283820,NOMO2,4,Exosomes
284904,SEC14L4,1,Exosomes
286310,LCN1P1,1,Exosomes
286444,RPS2P55,1,Exosomes
319101,KRT73,8,Exosomes
338398,TAS2R60,1,Exosomes
339781,KRT18P19,1,Exosomes
343184,RPS2P11,1,Exosomes
345041,HSPD1P5,1,Exosomes
346562,GNAT3,8,Exosomes
353497,POLN,2,Exosomes
376693,RPS10P7,1,Exosomes
387715,ARMS2,1,Exosomes
387867,RPSAP12,4,Exosomes
388339,RPS18P12,4,Exosomes
388524,RPSAP58,2,Exosomes
388707,RPSAP18,1,Exosomes
389141,RPSAP29,1,Exosomes
390183,RPS4XP13,1,Exosomes
390601,KRT8P9,1,Exosomes
391777,RPS4XP6,1,Exosomes
391833,RPS10P11,1,Exosomes
399942,TUBAP2,1,Exosomes
400389,RPL12P35,1,Exosomes
400578,KRT16P2,1,Exosomes
400750,LOC400750,1,Exosomes
400963,RPS2P17,1,Exosomes
401331,RASA4P,1,Exosomes
401817,RPS10P22,1,Exosomes
408050,NOMO3,2,Exosomes
439953,LOC439953,1,Exosomes
440176,RPL12P6,1,Exosomes
440589,RPS2P8,4,Exosomes
440917,LOC440917,1,Exosomes
440991,RPS3P3,1,Exosomes
441876,RPS16P1,4,Exosomes
442308,LOC442308,1,Exosomes
493913,PAPPA-AS1,1,Exosomes
643300,HSPD1P1,1,Exosomes
643358,RPS27AP16,2,Exosomes
643531,RPL29P26,1,Exosomes
643617,RPSAP8,1,Exosomes
644464,RPSAP61,1,Exosomes
644745,HSPD1P4,1,Exosomes
645018,RPS2P20,4,Exosomes
645548,HSPD1P6,1,Exosomes
646127,LOC646127,1,Exosomes
646316,TERF1P3,1,Exosomes
646359,TERF1P2,1,Exosomes
646785,RPS10P13,1,Exosomes
646875,RPL12P2,4,Exosomes
646949,RPL23P6,1,Exosomes
647000,TUBBP2,3,Exosomes
647285,RPL29P9,1,Exosomes
650901,RPS2P12,1,Exosomes
653162,RPSAP9,1,Exosomes
653214,PPIAP22,1,Exosomes
653232,RPL15P3,1,Exosomes
653553,HSPB1P1,1,Exosomes
654364,NME1-NME2,16,Exosomes
728002,RPL15P17,1,Exosomes
728088,RPL15P18,1,Exosomes
728576,RPL15P7,1,Exosomes
728590,RPS27AP11,5,Exosomes
728791,RPS10P4,1,Exosomes
728979,RPL10AP9,1,Exosomes
729500,RPL12P14,1,Exosomes
729634,KRT18P26,1,Exosomes
729659,S100A11P1,2,Exosomes
729679,RPS2P51,1,Exosomes
729682,KRT17P3,1,Exosomes
729708,TPI1P1,1,Exosomes
729903,RPS16P10,1,Exosomes
730029,RPSAP19,4,Exosomes
100128936,RPL10AP6,2,Exosomes
100129982,RPL12P19,1,Exosomes
100130100,LOC100130100,1,Exosomes
100130446,RPS27AP12,2,Exosomes
100130562,RPS2P5,4,Exosomes
100130624,RPL15P22,1,Exosomes
100131713,RPL29P11,1,Exosomes
100131863,RPS18P5,3,Exosomes
100132795,RPL12P32,1,Exosomes
100133211,LOC100133211,1,Exosomes
2896,GRN,7,Exosomes
5589,PRKCSH,10,Exosomes
692094,MSMP,2,Exosomes
6649,SOD3,2,Exosomes
8290,HIST3H3,11,Exosomes
8329,HIST1H2AI,13,Exosomes
8330,HIST1H2AK,14,Exosomes
8331,HIST1H2AJ,13,Exosomes
8332,HIST1H2AL,13,Exosomes
8335,HIST1H2AB,37,Exosomes
8337,HIST2H2AA3,23,Exosomes
8339,HIST1H2BG,33,Exosomes
8343,HIST1H2BF,30,Exosomes
8344,HIST1H2BE,30,Exosomes
8345,HIST1H2BH,16,Exosomes
8346,HIST1H2BI,30,Exosomes
8347,HIST1H2BC,30,Exosomes
8348,HIST1H2BO,13,Exosomes
8969,HIST1H2AG,14,Exosomes
92815,HIST3H2A,17,Exosomes
128312,HIST3H2BB,15,Exosomes
440093,H3F3C,5,Exosomes
441531,PGAM4,13,Exosomes
723790,HIST2H2AA4,19,Exosomes
4599,MX1,8,Exosomes
10693,CCT6B,8,Exosomes
143471,PSMA8,13,Exosomes
3913,LAMB2,18,Exosomes
590,BCHE,5,Exosomes
9510,ADAMTS1,4,Exosomes
2346,FOLH1,7,Exosomes
7035,TFPI,4,Exosomes
6635,SNRPE,9,Exosomes
9518,GDF15,9,Exosomes
160,AP2A1,27,Exosomes
161,AP2A2,22,Exosomes
374,AREG,3,Exosomes
479,ATP12A,18,Exosomes
480,ATP1A4,8,Exosomes
495,ATP4A,16,Exosomes
634,CEACAM1,5,Exosomes
640,BLK,5,Exosomes
768,CA9,4,Exosomes
1015,CDH17,7,Exosomes
1317,SLC31A1,1,Exosomes
1364,CLDN4,13,Exosomes
1366,CLDN7,2,Exosomes
1452,CSNK1A1,8,Exosomes
1457,CSNK2A1,18,Exosomes
1459,CSNK2A2,16,Exosomes
1757,SARDH,2,Exosomes
1948,EFNB2,3,Exosomes
2042,EPHA3,7,Exosomes
2043,EPHA4,11,Exosomes
2044,EPHA5,8,Exosomes
2045,EPHA7,6,Exosomes
2046,EPHA8,6,Exosomes
2048,EPHB2,15,Exosomes
2049,EPHB3,12,Exosomes
2197,FAU,1,Exosomes
2768,GNA12,3,Exosomes
2886,GRB7,3,Exosomes
3010,HIST1H1T,8,Exosomes
3024,HIST1H1A,15,Exosomes
3708,ITPR1,4,Exosomes
3882,KRT32,5,Exosomes
3883,KRT33A,1,Exosomes
3884,KRT33B,2,Exosomes
3885,KRT34,1,Exosomes
3886,KRT35,7,Exosomes
3888,KRT82,4,Exosomes
3889,KRT83,5,Exosomes
3891,KRT85,5,Exosomes
4041,LRP5,10,Exosomes
4192,MDK,8,Exosomes
4233,MET,6,Exosomes
4851,NOTCH1,13,Exosomes
5097,PCDH1,2,Exosomes
5145,PDE6A,2,Exosomes
5318,PKP2,5,Exosomes
5663,PSEN1,10,Exosomes
5704,PSMC4,25,Exosomes
5881,RAC3,17,Exosomes
6142,RPL18A,33,Exosomes
6144,RPL21,24,Exosomes
6154,RPL26,15,Exosomes
6161,RPL32,17,Exosomes
6166,RPL36AL,6,Exosomes
6173,RPL36A,1,Exosomes
6192,RPS4Y1,9,Exosomes
6218,RPS17,20,Exosomes
6228,RPS23,19,Exosomes
6461,SHB,4,Exosomes
6625,SNRNP70,12,Exosomes
6632,SNRPD1,19,Exosomes
6634,SNRPD3,15,Exosomes
6732,SRPK1,5,Exosomes
6749,SSRP1,14,Exosomes
7186,TRAF2,6,Exosomes
7278,TUBA3C,9,Exosomes
8573,CASK,11,Exosomes
8687,KRT38,8,Exosomes
8688,KRT37,15,Exosomes
8972,MGAM,6,Exosomes
9075,CLDN2,5,Exosomes
9126,SMC3,14,Exosomes
9289,GPR56,6,Exosomes
9429,ABCG2,8,Exosomes
9584,RBM39,9,Exosomes
9630,GNA14,8,Exosomes
9843,HEPH,3,Exosomes
10098,TSPAN5,1,Exosomes
10120,ACTR1B,17,Exosomes
10197,PSME3,13,Exosomes
10223,GPA33,5,Exosomes
10398,MYL9,8,Exosomes
10418,SPON1,7,Exosomes
11031,RAB31,4,Exosomes
11187,PKP3,16,Exosomes
23181,DIP2A,8,Exosomes
24146,CLDN15,1,Exosomes
26156,RSL1D1,13,Exosomes
51807,TUBA8,15,Exosomes
54566,EPB41L4B,6,Exosomes
54894,RNF43,1,Exosomes
55082,ARGLU1,5,Exosomes
56667,MUC13,9,Exosomes
57730,ANKRD36B,1,Exosomes
57805,KIAA1967,14,Exosomes
79581,SLC52A2,2,Exosomes
84932,RAB2B,5,Exosomes
112714,TUBA3E,15,Exosomes
112802,KRT71,7,Exosomes
119358,SNRPD2P1,2,Exosomes
125115,KRT40,3,Exosomes
130773,RPL23AP37,1,Exosomes
140032,RPS4Y2,8,Exosomes
149224,RPS7P4,2,Exosomes
164022,PPIAL4A,1,Exosomes
221613,HIST1H2AA,8,Exosomes
284230,RPL36AP49,1,Exosomes
285053,RPL18AP6,1,Exosomes
285220,EPHA6,6,Exosomes
387753,RPL21P97,1,Exosomes
388076,RPS8P10,2,Exosomes
388344,RPL13P12,2,Exosomes
388474,RPL7AP66,3,Exosomes
389101,RPL23AP43,2,Exosomes
389435,RPL27AP6,2,Exosomes
389672,RPSAP47,3,Exosomes
389898,UBE2NL,5,Exosomes
390006,PPIAP19,1,Exosomes
390876,LOC390876,2,Exosomes
391282,RPL23AP12,2,Exosomes
391722,LOC391722,2,Exosomes
391825,RPL23AP44,1,Exosomes
392425,RPS27AP17,1,Exosomes
402057,RPS17P16,2,Exosomes
439992,RPS3AP5,3,Exosomes
440577,LOC440577,1,Exosomes
440587,RPL6P1,2,Exosomes
440737,RPL35P1,1,Exosomes
445582,POTEE,17,Exosomes
643007,RPL36AP8,1,Exosomes
644191,RPS26P8,1,Exosomes
644511,RPL13AP6,2,Exosomes
644907,RPL32P18,1,Exosomes
644928,RPS26P15,1,Exosomes
644934,RPS26P50,1,Exosomes
645296,RPL17P39,2,Exosomes
645441,RPL17P6,2,Exosomes
646483,RPL6P19,2,Exosomes
646753,RPS26P2,1,Exosomes
646817,SETP18,1,Exosomes
647436,RPL5P1,1,Exosomes
648000,RPL7P23,3,Exosomes
649299,RPL36AP51,1,Exosomes
651249,RPL34P27,1,Exosomes
653147,RPL26P30,2,Exosomes
653156,RPL21P53,1,Exosomes
653658,RPS23P8,1,Exosomes
653665,RPL21P93,1,Exosomes
653781,POTEJ,7,Exosomes
727826,RPS11P5,2,Exosomes
729402,RPL21P16,2,Exosomes
729798,RPL23AP63,2,Exosomes
100130447,RPL12P16,1,Exosomes
100130892,RPL7P32,3,Exosomes
100132742,RPL17P7,1,Exosomes
489,ATP2A3,8,Exosomes
729,C6,5,Exosomes
1475,CSTA,9,Exosomes
2993,GYPA,1,Exosomes
3963,LGALS7,7,Exosomes
3987,LIMS1,7,Exosomes
6278,S100A7,7,Exosomes
6590,SLPI,2,Exosomes
83660,TLN2,11,Exosomes
642131,LOC642131,1,Exosomes
653499,LGALS7B,6,Exosomes
100132941,LOC100132941,1,Exosomes
100134256,LOC100134256,1,Exosomes
100134397,LOC100134397,1,Exosomes
100289290,LOC100289290,1,Exosomes
100291917,LOC100291917,1,Exosomes
100293211,LOC100293211,1,Exosomes
100652818,LOC100652818,1,Exosomes
100653084,LOC100653084,1,Exosomes
2041,EPHA1,3,Exosomes
8626,TP63,1,Exosomes
182,JAG1,8,Exosomes
871,SERPINH1,16,Exosomes
1508,CTSB,14,Exosomes
1514,CTSL1,4,Exosomes
1515,CTSL2,4,Exosomes
1962,EHHADH,6,Exosomes
2199,FBLN2,9,Exosomes
2551,GABPA,2,Exosomes
3713,IVL,6,Exosomes
3914,LAMB3,16,Exosomes
4318,MMP9,8,Exosomes
5268,SERPINB5,5,Exosomes
5595,MAPK3,8,Exosomes
5650,KLK7,3,Exosomes
5655,KLK10,2,Exosomes
5867,RAB4A,7,Exosomes
6405,SEMA3F,4,Exosomes
7169,TPM2,8,Exosomes
9097,USP14,13,Exosomes
9982,FGFBP1,10,Exosomes
11005,SPINK5,2,Exosomes
11012,KLK11,4,Exosomes
11202,KLK8,2,Exosomes
25818,KLK5,5,Exosomes
55901,THSD1,2,Exosomes
55959,SULF2,6,Exosomes
132789,GNPDA2,4,Exosomes
200315,APOBEC3A,3,Exosomes
286676,ILDR1,3,Exosomes
326624,RAB37,8,Exosomes
374918,IGFL1,2,Exosomes
388533,KRTDAP,2,Exosomes
100526693,ARPC4-TTLL3,11,Exosomes
100913187,APOBEC3A_B,3,Exosomes
31,ACACA,17,Exosomes
86,ACTL6A,10,Exosomes
91,ACVR1B,2,Exosomes
100,ADA,5,Exosomes
103,ADAR,6,Exosomes
112,ADCY6,3,Exosomes
115,ADCY9,6,Exosomes
118,ADD1,12,Exosomes
158,ADSL,17,Exosomes
164,AP1G1,16,Exosomes
178,AGL,11,Exosomes
207,AKT1,3,Exosomes
208,AKT2,3,Exosomes
274,BIN1,5,Exosomes
286,ANK1,4,Exosomes
362,AQP5,3,Exosomes
400,ARL1,7,Exosomes
411,ARSB,2,Exosomes
440,ASNS,11,Exosomes
488,ATP2A2,11,Exosomes
491,ATP2B2,10,Exosomes
538,ATP7A,7,Exosomes
540,ATP7B,5,Exosomes
659,BMPR2,3,Exosomes
738,C11orf2,8,Exosomes
771,CA12,3,Exosomes
780,DDR1,8,Exosomes
833,CARS,12,Exosomes
875,CBS,6,Exosomes
954,ENTPD2,3,Exosomes
987,LRBA,12,Exosomes
1000,CDH2,4,Exosomes
1004,CDH6,3,Exosomes
1018,CDK3,11,Exosomes
1019,CDK4,4,Exosomes
1020,CDK5,9,Exosomes
1025,CDK9,9,Exosomes
1104,RCC1,16,Exosomes
1108,CHD4,14,Exosomes
1155,TBCB,10,Exosomes
1159,CKMT1B,7,Exosomes
1182,CLCN3,3,Exosomes
1183,CLCN4,2,Exosomes
1184,CLCN5,4,Exosomes
1201,CLN3,6,Exosomes
1207,CLNS1A,6,Exosomes
1212,CLTB,11,Exosomes
1266,CNN3,7,Exosomes
1397,CRIP2,6,Exosomes
1453,CSNK1D,2,Exosomes
1456,CSNK1G3,6,Exosomes
1479,CSTF3,8,Exosomes
1487,CTBP1,8,Exosomes
1503,CTPS1,15,Exosomes
1512,CTSH,7,Exosomes
1627,DBN1,7,Exosomes
1645,AKR1C1,5,Exosomes
1650,DDOST,7,Exosomes
1653,DDX1,11,Exosomes
1656,DDX6,17,Exosomes
1687,DFNA5,3,Exosomes
1727,CYB5R3,10,Exosomes
1729,DIAPH1,11,Exosomes
1741,DLG3,6,Exosomes
1781,DYNC1I2,14,Exosomes
1783,DYNC1LI2,8,Exosomes
1793,DOCK1,5,Exosomes
1836,SLC26A2,5,Exosomes
1841,DTYMK,9,Exosomes
1845,DUSP3,4,Exosomes
1975,EIF4B,2,Exosomes
1981,EIF4G1,14,Exosomes
1983,EIF5,11,Exosomes
2011,MARK2,9,Exosomes
2036,EPB41L1,12,Exosomes
2052,EPHX1,9,Exosomes
2058,EPRS,31,Exosomes
2066,ERBB4,10,Exosomes
2107,ETF1,14,Exosomes
2135,EXTL2,8,Exosomes
2181,ACSL3,13,Exosomes
2193,FARSA,23,Exosomes
2217,FCGRT,4,Exosomes
2239,GPC4,14,Exosomes
2260,FGFR1,2,Exosomes
2287,FKBP3,6,Exosomes
2314,FLII,21,Exosomes
2339,FNTA,7,Exosomes
2475,MTOR,9,Exosomes
2521,FUS,13,Exosomes
2530,FUT8,6,Exosomes
2535,FZD2,6,Exosomes
2582,GALE,7,Exosomes
2590,GALNT2,9,Exosomes
2591,GALNT3,2,Exosomes
2629,GBA,9,Exosomes
2697,GJA1,3,Exosomes
2717,GLA,12,Exosomes
2730,GCLM,8,Exosomes
2762,GMDS,14,Exosomes
2794,GNL1,6,Exosomes
2799,GNS,4,Exosomes
2804,GOLGB1,9,Exosomes
2870,GRK6,4,Exosomes
2873,GPS1,14,Exosomes
2932,GSK3B,5,Exosomes
2947,GSTM3,16,Exosomes
2969,GTF2I,6,Exosomes
2997,GYS1,17,Exosomes
3032,HADHB,7,Exosomes
3035,HARS,10,Exosomes
3054,HCFC1,15,Exosomes
3066,HDAC2,7,Exosomes
3068,HDGF,6,Exosomes
3069,HDLBP,14,Exosomes
3073,HEXA,9,Exosomes
3074,HEXB,10,Exosomes
3093,UBE2K,6,Exosomes
3098,HK1,8,Exosomes
3145,HMBS,3,Exosomes
3148,HMGB2,2,Exosomes
3157,HMGCS1,12,Exosomes
3163,HMOX2,4,Exosomes
3182,HNRNPAB,14,Exosomes
3189,HNRNPH3,19,Exosomes
3295,HSD17B4,11,Exosomes
3416,IDE,8,Exosomes
3459,IFNGR1,4,Exosomes
3480,IGF1R,5,Exosomes
3613,IMPA2,2,Exosomes
3632,INPP5A,2,Exosomes
3716,JAK1,14,Exosomes
3735,KARS,18,Exosomes
3831,KLC1,11,Exosomes
3836,KPNA1,8,Exosomes
3838,KPNA2,13,Exosomes
3842,TNPO1,17,Exosomes
3895,KTN1,12,Exosomes
3897,L1CAM,10,Exosomes
3898,LAD1,2,Exosomes
3978,LIG1,4,Exosomes
3993,LLGL2,5,Exosomes
3998,LMAN1,8,Exosomes
4026,LPP,3,Exosomes
4047,LSS,5,Exosomes
4090,SMAD5,4,Exosomes
4125,MAN2B1,10,Exosomes
4134,MAP4,8,Exosomes
4140,MARK3,2,Exosomes
4144,MAT2A,13,Exosomes
4154,MBNL1,5,Exosomes
4162,MCAM,10,Exosomes
4171,MCM2,13,Exosomes
4172,MCM3,11,Exosomes
4173,MCM4,12,Exosomes
4174,MCM5,11,Exosomes
4175,MCM6,10,Exosomes
4176,MCM7,16,Exosomes
4232,MEST,3,Exosomes
4258,MGST2,2,Exosomes
4324,MMP15,2,Exosomes
4345,CD200,4,Exosomes
4351,MPI,2,Exosomes
4436,MSH2,13,Exosomes
4486,MST1R,6,Exosomes
4597,MVD,5,Exosomes
4598,MVK,4,Exosomes
4668,NAGA,2,Exosomes
4678,NASP,8,Exosomes
4684,NCAM1,6,Exosomes
4720,NDUFS2,3,Exosomes
4733,DRG1,8,Exosomes
4763,NF1,11,Exosomes
4791,NFKB2,7,Exosomes
4836,NMT1,19,Exosomes
4841,NONO,14,Exosomes
4853,NOTCH2,13,Exosomes
4881,NPR1,6,Exosomes
4883,NPR3,4,Exosomes
4905,NSF,10,Exosomes
4919,ROR1,9,Exosomes
4925,NUCB2,7,Exosomes
4927,NUP88,3,Exosomes
4976,OPA1,8,Exosomes
5007,OSBP,14,Exosomes
5029,P2RY2,3,Exosomes
5050,PAFAH1B3,10,Exosomes
5062,PAK2,8,Exosomes
5064,PALM,11,Exosomes
5110,PCMT1,7,Exosomes
5160,PDHA1,3,Exosomes
5167,ENPP1,5,Exosomes
5205,ATP8B1,5,Exosomes
5213,PFKM,14,Exosomes
5238,PGM3,4,Exosomes
5239,PGM5,3,Exosomes
5295,PIK3R1,8,Exosomes
5305,PIP4K2A,11,Exosomes
5306,PITPNA,4,Exosomes
5337,PLD1,3,Exosomes
5339,PLEC,33,Exosomes
5341,PLEK,8,Exosomes
5364,PLXNB1,3,Exosomes
5411,PNN,5,Exosomes
5430,POLR2A,10,Exosomes
5431,POLR2B,10,Exosomes
5437,POLR2H,6,Exosomes
5447,POR,4,Exosomes
5471,PPAT,9,Exosomes
5481,PPID,8,Exosomes
5494,PPM1A,2,Exosomes
5495,PPM1B,2,Exosomes
5496,PPM1G,4,Exosomes
5519,PPP2R1B,15,Exosomes
5520,PPP2R2A,16,Exosomes
5527,PPP2R5C,2,Exosomes
5530,PPP3CA,12,Exosomes
5537,PPP6C,12,Exosomes
5538,PPT1,7,Exosomes
5550,PREP,7,Exosomes
5562,PRKAA1,9,Exosomes
5567,PRKACB,5,Exosomes
5571,PRKAG1,10,Exosomes
5573,PRKAR1A,7,Exosomes
5586,PKN2,7,Exosomes
5599,MAPK8,2,Exosomes
5601,MAPK9,2,Exosomes
5604,MAP2K1,7,Exosomes
5605,MAP2K2,4,Exosomes
5701,PSMC2,31,Exosomes
5707,PSMD1,23,Exosomes
5710,PSMD4,14,Exosomes
5716,PSMD10,8,Exosomes
5719,PSMD13,24,Exosomes
5723,PSPH,3,Exosomes
5756,TWF1,7,Exosomes
5771,PTPN2,3,Exosomes
5792,PTPRF,18,Exosomes
5793,PTPRG,4,Exosomes
5802,PTPRS,12,Exosomes
5829,PXN,7,Exosomes
5832,ALDH18A1,6,Exosomes
5833,PCYT2,4,Exosomes
5903,RANBP2,13,Exosomes
5905,RANGAP1,20,Exosomes
5928,RBBP4,14,Exosomes
5931,RBBP7,14,Exosomes
5936,RBM4,5,Exosomes
5954,RCN1,7,Exosomes
5976,UPF1,14,Exosomes
5983,RFC3,6,Exosomes
5985,RFC5,6,Exosomes
6059,ABCE1,26,Exosomes
6134,RPL10,28,Exosomes
6195,RPS6KA1,9,Exosomes
6197,RPS6KA3,12,Exosomes
6240,RRM1,12,Exosomes
6242,RTKN,4,Exosomes
6389,SDHA,6,Exosomes
6416,MAP2K4,12,Exosomes
6429,SRSF4,7,Exosomes
6434,TRA2B,9,Exosomes
6449,SGTA,13,Exosomes
6499,SKIV2L,5,Exosomes
6507,SLC1A3,9,Exosomes
6533,SLC6A6,5,Exosomes
6536,SLC6A9,5,Exosomes
6542,SLC7A2,7,Exosomes
6546,SLC8A1,3,Exosomes
6548,SLC9A1,3,Exosomes
6560,SLC12A4,7,Exosomes
6575,SLC20A2,12,Exosomes
6598,SMARCB1,4,Exosomes
6599,SMARCC1,11,Exosomes
6601,SMARCC2,8,Exosomes
6605,SMARCE1,10,Exosomes
6606,SMN1,3,Exosomes
6607,SMN2,3,Exosomes
6611,SMS,7,Exosomes
6616,SNAP25,2,Exosomes
6626,SNRPA,9,Exosomes
6629,SNRPB2,11,Exosomes
6641,SNTB1,8,Exosomes
6642,SNX1,10,Exosomes
6674,SPAG1,5,Exosomes
6696,SPP1,6,Exosomes
6712,SPTBN2,8,Exosomes
6723,SRM,11,Exosomes
6729,SRP54,7,Exosomes
6730,SRP68,22,Exosomes
6731,SRP72,12,Exosomes
6774,STAT3,10,Exosomes
6780,STAU1,6,Exosomes
6817,SULT1A1,5,Exosomes
6829,SUPT5H,9,Exosomes
6868,ADAM17,10,Exosomes
6904,TBCD,16,Exosomes
6905,TBCE,7,Exosomes
6917,TCEA1,4,Exosomes
6949,TCOF1,5,Exosomes
7011,TEP1,10,Exosomes
7048,TGFBR2,14,Exosomes
7112,TMPO,8,Exosomes
7155,TOP2B,13,Exosomes
7165,TPD52L2,11,Exosomes
7172,TPMT,5,Exosomes
7174,TPP2,26,Exosomes
7205,TRIP6,3,Exosomes
7225,TRPC6,2,Exosomes
7253,TSHR,3,Exosomes
7283,TUBG1,14,Exosomes
7357,UGCG,4,Exosomes
7389,UROD,6,Exosomes
7407,VARS,21,Exosomes
7411,VBP1,6,Exosomes
7417,VDAC2,9,Exosomes
7779,SLC30A1,8,Exosomes
7803,PTP4A1,6,Exosomes
7812,CSDE1,10,Exosomes
7874,USP7,19,Exosomes
7917,BAG6,12,Exosomes
7965,AIMP2,14,Exosomes
8036,SHOC2,2,Exosomes
8078,USP5,19,Exosomes
8091,HMGA2,5,Exosomes
8175,SF3A2,7,Exosomes
8239,USP9X,20,Exosomes
8260,NAA10,11,Exosomes
8301,PICALM,16,Exosomes
8324,FZD7,10,Exosomes
8394,PIP5K1A,5,Exosomes
8451,CUL4A,13,Exosomes
8453,CUL2,7,Exosomes
8454,CUL1,9,Exosomes
8467,SMARCA5,9,Exosomes
8480,RAE1,4,Exosomes
8496,PPFIBP1,12,Exosomes
8498,RANBP3,5,Exosomes
8502,PKP4,4,Exosomes
8508,NIPSNAP1,5,Exosomes
8518,IKBKAP,5,Exosomes
8520,HAT1,14,Exosomes
8531,CSDA,5,Exosomes
8546,AP3B1,13,Exosomes
8562,DENR,2,Exosomes
8565,YARS,17,Exosomes
8570,KHSRP,20,Exosomes
8575,PRKRA,7,Exosomes
8601,RGS20,5,Exosomes
8615,USO1,14,Exosomes
8623,ASMTL,4,Exosomes
8624,PSMG1,7,Exosomes
8634,RTCA,5,Exosomes
8650,NUMB,5,Exosomes
8664,EIF3D,14,Exosomes
8666,EIF3G,9,Exosomes
8675,STX16,3,Exosomes
8677,STX10,6,Exosomes
8692,HYAL2,2,Exosomes
8751,ADAM15,10,Exosomes
8801,SUCLG2,4,Exosomes
