ENTREZ GENE ID,Uniprot,GENE SYMBOL,OCCURRENCES
55204,Q9H4A5,GOLPH3L,23
55229,Q9NVE7,PANK4,23
55230,Q9NVE5,USP40,1
55233,Q9H8S9,MOB1A,57
55236,A0AVT1,UBA6,58
55243,Q96J84,KIRREL,48
55244,Q96FL8,SLC47A1,5
55246,Q86WR0,CCDC25,24
55252,Q76L83,ASXL2,5
55275,Q5VIR6,VPS53,33
55277,Q96C11,FGGY,1
55286,Q8IY42,C4orf19,1
55359,Q6J9G0,STYK1,2
55365,Q96HP8,TMEM176A,4
55379,Q96AG4,LRRC59,51
55437,Q9C0K7,STRADB,4
55503,Q9H1D0,TRPV6,1
55506,Q9P0M6,H2AFY2,41
55556,Q7L5Y1,ENOSF1,1
55568,Q86SR1,GALNT10,4
55605,Q7Z4S6,KIF21A,10
55612,Q9BQL6,FERMT1,31
55620,Q9UGK3,STAP2,1
55624,Q8WZA1,POMGNT1,3
55640,Q9UPI3,FLVCR2,7
55666,Q8TAT6,NPLOC4,31
55667,Q5VZ89,DENND4C,9
55690,Q6VY07,PACS1,7
55705,Q96P70,IPO9,58
55727,Q9P203,BTBD7,7
55739,Q8IW45,CARKD,32
55740,Q8N8S7,ENAH,47
55752,Q9NVA2,SEPT11,85
55754,Q9NV96,TMEM30A,64
55763,Q9NV70,EXOC1,46
55770,Q96KP1,EXOC2,47
55773,Q9NUY8,TBC1D23,2
55788,Q9NUN5,LMBRD1,24
55793,Q8N5J2,FAM63A,10
55845,Q8WUW1,BRK1,40
55862,Q9NTX5,ECHDC1,47
55898,Q9H3U1,UNC45A,47
55909,Q9NQY0,BIN3,12
55915,Q9NS86,LANCL2,40
55930,Q9NQX4,MYO5C,45
55937,O95445,APOM,39
55959,Q8IWU5,SULF2,36
56097,Q9Y5F6,PCDHGC5,6
56098,Q9Y5F7,PCDHGC4,3
56099,Q9Y5F8,PCDHGB7,1
56101,Q9Y5G0,PCDHGB5,3
56104,Q9Y5G3,PCDHGB1,4
56110,Q9Y5G8,PCDHGA5,1
56113,Q9Y5H1,PCDHGA2,1
56132,Q9Y5E6,PCDHB3,14
56139,Q9Y5I2,PCDHA10,1
56143,Q9Y5H7,PCDHA5,1
56145,Q9Y5H8,PCDHA3,1
56302,Q9NQA5,TRPV5,4
56474,Q9NRF8,CTPS2,19
56606,Q9NRM0,SLC2A9,9
56623,Q9NRR6,INPP5E,1
56659,Q9HB14,KCNK13,2
56681,Q9NR31,SAR1A,57
56729,Q9HD89,RETN,12
56829,Q7Z2W4,ZC3HAV1,65
56882,Q9NRR8,CDC42SE1,25
56886,Q9NYU2,UGGT1,75
56904,Q9NR46,SH3GLB2,6
56912,Q9NQC8,IFT46,1
56924,Q9NQU5,PAK6,9
56957,Q6GQQ9,OTUD7B,21
56990,Q9NRR3,CDC42SE2,31
57016,O60218,AKR1B10,28
57019,Q6FI81,CIAPIN1,27
57020,Q7Z3J2,C16orf62,24
57026,Q96GD0,PDXP,1
57095,Q9GZP4,PITHD1,21
57102,Q9NQ89,C12orf4,1
57134,Q9NR34,MAN1C1,3
57144,Q9P286,PAK7,3
57148,Q86X10,RALGAPB,3
57161,Q9HAT8,PELI2,24
57162,Q96FA3,PELI1,26
57175,Q9BR76,CORO1B,77
57186,Q2PPJ7,RALGAPA2,6
57410,Q96KG9,SCYL1,28
57419,Q9HC58,SLC24A3,1
57447,Q9UN36,NDRG2,34
57448,Q9NR09,BIRC6,40
57452,Q8N428,GALNTL1,1
57460,Q9ULR3,PPM1H,4
57466,O95104,SCAF4,19
57470,Q8N1G4,LRRC47,62
57480,Q9ULL1,PLEKHG1,1
57486,Q9BYT8,NLN,41
57488,A0FGR8,ESYT2,46
57513,Q8WXE0,CASKIN2,1
57515,Q9NRX5,SERINC1,55
57519,Q9P2P6,STARD9,5
57522,Q7Z6B7,SRGAP1,20
57524,Q8WXD9,CASKIN1,4
57539,Q9P2L0,WDR35,4
57544,Q9P2K2,TXNDC16,3
57560,Q9P2H3,IFT80,2
57580,Q8TCU6,PREX1,30
57599,Q8TAF3,WDR48,33
57614,Q9P260,KIAA1468,17
57617,Q9P253,VPS18,37
57628,Q8N608,DPP10,3
57630,Q7Z6J0,SH3RF1,2
57648,Q9P206,KIAA1522,40
57659,Q9P1Z0,ZBTB4,5
57665,Q9HBH5,RDH14,5
57683,Q9HCK1,ZDBF2,21
57697,Q8IYD8,FANCM,5
57707,Q6P9B6,KIAA1609,44
57710,Q5VZ46,KIAA1614,2
57717,Q9NRJ7,PCDHB16,20
57728,Q8NEZ3,WDR19,4
57758,Q9NQ36,SCUBE2,2
58190,Q9GZU7,CTDSP1,32
58472,Q9Y6N5,SQRDL,43
58478,Q9UHY7,ENOPH1,42
58485,Q9Y5R8,TRAPPC1,19
58489,Q6PCB6,FAM108C1,24
58497,Q86TP1,PRUNE,2
58506,Q9H7N4,SCAF1,4
58508,Q8NEZ4,MLL3,6
58513,Q9UBC2,EPS15L1,28
58527,Q9P1F3,ABRACL,37
58533,Q9UNH7,SNX6,49
58986,Q9HCN3,TMEM8A,29
59274,Q9H1K6,MESDC1,28
59277,Q9HB63,NTN4,29
60314,Q9HB07,C12orf10,28
60676,Q9BXP8,PAPPA2,5
63898,Q9H788,SH2D4A,5
63929,Q9NQH7,XPNPEP3,28
64077,Q9H008,LHPP,28
64083,Q9H4A6,GOLPH3,38
64087,Q9HCC0,MCCC2,27
64097,Q9HCS5,EPB41L4A,2
64129,Q9GZM7,TINAGL1,75
64132,Q9H1B5,XYLT2,4
64145,Q9H1K0,ZFYVE20,3
64167,Q6P179,ERAP2,22
64210,Q96T76,MMS19,40
64218,Q9H3S1,SEMA4A,27
64236,Q96JY6,PDLIM2,21
64285,Q96CC6,RHBDF1,27
64359,Q6DKJ4,NXN,36
64374,Q9H173,SIL1,25
64419,Q8NCE2,MTMR14,9
64422,Q9NT62,ATG3,44
64423,Q27J81,INF2,31
64430,Q63HM2,C14orf135,2
64601,Q9H269,VPS16,24
64759,Q68CZ2,TNS3,31
64780,Q8TDZ2,MICAL1,35
64837,Q9H0B6,KLC2,45
64841,Q96EK6,GNPNAT1,41
64853,Q96BJ3,AIDA,70
64856,Q6PCB0,VWA1,41
65062,Q96Q45,TMEM237,26
65082,Q96AX1,VPS33A,27
65124,Q53LP3,SOWAHC,5
65264,Q9H832,UBE2Z,27
65979,Q8IZ21,PHACTR4,27
65992,Q96HY6,DDRGK1,33
79038,Q9BQ24,ZFYVE21,1
79058,Q9BZE9,ASPSCR1,27
79083,Q9BV36,MLPH,25
79154,Q6UWP2,DHRS11,26
79156,Q96S99,PLEKHF1,19
79180,Q96C19,EFHD2,58
79188,Q9BTV4,TMEM43,44
79572,Q9H7F0,ATP13A3,23
79575,Q96I13,ABHD8,4
79577,Q6P1J9,CDC73,15
79591,Q5T2E6,C10orf76,2
79624,Q9H993,C6orf211,25
79633,Q6V0I7,FAT4,35
79641,Q9GZN7,ROGDI,2
79654,Q5T447,HECTD3,35
79666,Q9H8W4,PLEKHF2,16
79672,Q9HA64,FN3KRP,39
79701,Q6PK18,C17orf101,1
79711,Q8TEX9,IPO4,49
79717,Q9HAB8,PPCS,34
79735,Q9HA65,TBC1D17,5
79763,Q96AB3,ISOC2,24
79767,Q96BJ8,ELMO3,30
79774,Q5TC63,GRTP1,26
79792,P57764,GSDMD,19
79809,Q7Z4L5,TTC21B,3
79848,Q1MSJ5,CSPP1,2
79876,Q9GZZ9,UBA5,25
79885,Q96DB2,HDAC11,4
79956,Q7Z2K6,ERMP1,23
79961,Q9H6A0,DENND2D,30
79983,Q8WVV4,POF1B,32
79989,A0AVF1,TTC26,1
80005,Q9H7D0,DOCK5,49
80013,Q9H8M7,FAM188A,1
80019,Q9HAC8,UBTD1,38
80031,Q8NFY4,SEMA6D,3
80146,Q8NBZ7,UXS1,33
80223,Q6WKZ4,RAB11FIP1,36
80271,Q96DU7,ITPKC,1
80301,Q8TD55,PLEKHO2,36
80310,Q9GZP0,PDGFD,20
80341,Q8N4F0,BPIFB2,5
80349,Q9GZS3,WDR61,34
80728,Q9C0H5,ARHGAP39,4
80737,Q9Y334,VWA7,1
80740,O95867,LY6G6C,1
80760,Q86UX2,ITIH5,25
80772,Q5TA50,GLTPD1,27
80854,Q8WTS6,SETD7,1
81033,Q9H252,KCNH6,1
81533,Q8TB96,ITFG1,26
81553,Q9H0Q0,FAM49A,38
81577,Q3B7J2,GFOD2,1
81607,Q96NY8,PVRL4,27
81609,Q96L92,SNX27,37
81619,Q8NG11,TSPAN14,86
81622,Q9H1C4,UNC93B1,21
81888,Q5T013,HYI,2
81926,Q96GS6,FAM108A1,2
83593,Q8WWW0,RASSF5,1
83594,Q9BQG2,NUDT12,17
83605,Q9BSQ5,CCM2,40
83658,Q9NP97,DYNLRB1,39
83696,Q96Q05,TRAPPC9,7
83737,Q96J02,ITCH,77
83854,Q8NI99,ANGPTL6,8
83872,Q96RW7,HMCN1,31
83940,Q6P1N9,TATDN1,22
83985,Q9H2V7,SPNS1,25
83986,Q9H0X4,ITFG3,38
84033,Q5VST9,OBSCN,8
84070,Q8IYM0,FAM186B,1
84166,Q86WI3,NLRC5,2
84230,Q8TDW0,LRRC8C,41
84245,Q9BV20,MRI1,34
84263,Q6YN16,HSDL2,31
84267,Q5T6V5,C9orf64,32
84293,Q9BRX8,FAM213A,27
84299,Q9BRT3,MIEN1,26
84340,Q969S9,GFM2,31
84376,Q86VS8,HOOK3,31
84440,Q86YS3,RAB11FIP4,1
84518,Q9BYD5,CNFN,2
84632,Q8N4X5,AFAP1L2,4
84659,Q9H1E1,RNASE7,4
84669,Q8NFA0,USP32,4
84766,Q9BSW2,EFCAB4B,3
84861,Q53GT1,KLHL22,4
84883,Q9BRQ8,AIFM2,35
84888,Q8TCT8,SPPL2A,43
84898,Q6UX71,PLXDC2,5
84932,Q8WUD1,RAB2B,33
84936,Q96K21,ZFYVE19,1
84958,Q8IYJ3,SYTL1,18
84988,Q96I34,PPP1R16A,18
85021,Q96D71,REPS1,8
85377,Q8N3F8,MICALL1,39
85440,Q96N67,DOCK7,52
85456,Q9C0C2,TNKS1BP1,40
87769,Q9BVM4,A2LD1,29
88455,Q8IZ07,ANKRD13A,22
89795,Q8IVL0,NAV3,4
89845,Q5T3U5,ABCC10,2
89932,O95428,PAPLN,27
89953,Q9NSK0,KLC4,37
90161,Q96MM7,HS6ST2,1
90423,Q96A05,ATP6V1E2,5
90678,Q6UWE0,LRSAM1,20
90952,Q96AP7,ESAM,29
90957,Q6P158,DHX57,25
91039,Q86TI2,DPP9,43
91107,Q96LD4,TRIM47,30
91373,Q3KQV9,UAP1L1,38
91782,Q8WUX9,CHMP7,1
91833,Q8TBZ3,WDR20,22
91862,Q96A59,MARVELD3,17
92181,Q8WUN7,UBTD2,29
92335,Q7RTN6,STRADA,2
92421,Q96CF2,CHMP4C,52
92689,Q8IWE2,FAM114A1,1
92799,Q8TBC3,SHKBP1,1
93082,Q96EH8,NEURL3,1
93185,Q969P0,IGSF8,141
93627,Q8TEA7,TBCK,3
93663,Q8N392,ARHGAP18,59
93664,Q86UW7,CADPS2,2
94056,Q96A49,SYAP1,22
94120,Q4VX76,SYTL3,3
94121,Q96C24,SYTL4,7
94122,Q8TDW5,SYTL5,21
94134,Q8IWW6,ARHGAP12,8
112936,Q4G0F5,VPS26B,31
113026,Q8N3E9,PLCD3,43
113246,Q99622,C12orf57,24
113278,Q9NQ40,SLC52A3,31
113675,Q96GA7,SDSL,32
113791,Q96FE7,PIK3IP1,2
113828,Q8NEG4,FAM83F,13
113878,Q86UW9,DTX2,5
114134,Q96QE2,SLC2A13,3
114770,Q96PD5,PGLYRP2,20
114822,Q8TCX5,RHPN1,1
114882,Q9BZF1,OSBPL8,27
114883,Q96SU4,OSBPL9,25
114902,Q9BXJ0,C1QTNF5,17
115399,Q8IYG6,LRRC56,1
115548,Q0JRZ9,FCHO2,24
115817,Q96LJ7,DHRS1,7
116835,Q96MM6,HSPA12B,2
116844,P02750,LRG1,18
117583,Q8TEW8,PARD3B,12
117584,Q8WZ73,RFFL,4
119587,Q8N436,CPXM2,4
121214,Q8NEX9,SDR9C7,2
121391,Q7RTS7,KRT74,22
121512,Q96M96,FGD4,10
123016,Q8TAM2,TTC8,1
123036,Q8N9U0,TC2N,15
123876,Q08AH3,ACSM2A,1
124583,Q8WVQ1,CANT1,33
124641,Q8WZ82,OVCA2,21
124975,Q6P531,GGT6,7
124997,Q562E7,WDR81,28
126014,Q8IYS5,OSCAR,6
126298,Q8WZA9,IRGQ,17
127018,Q5VWZ2,LYPLAL1,22
127124,Q96LB4,ATP6V1G3,2
127294,Q5VTT5,MYOM3,2
127700,Q8WVF1,OSCP1,17
128239,Q86VI3,IQGAP3,47
128240,Q8NCW5,APOA1BP,36
129285,Q6ZMI0,PPP1R21,9
130013,Q8TDX5,ACMSD,2
130617,Q8WV99,ZFAND2B,1
131034,Q96A23,CPNE4,7
131870,Q96DE0,NUDT16,28
132724,Q86T26,TMPRSS11B,2
135114,Q9NQE9,HINT3,28
135293,Q8IYS1,PM20D2,23
137075,Q96B33,CLDN23,3
137492,Q8NEZ2,VPS37A,4
137902,A1KZ92,PXDNL,17
140465,P14649,MYL6B,54
140469,Q8WXR4,MYO3B,4
140609,Q8TDX7,NEK7,16
140735,Q96FJ2,DYNLL2,31
144402,Q86YQ8,CPNE8,58
145226,Q96NR8,RDH12,1
145282,Q8TD10,MIPOL1,2
145482,Q8N8N7,PTGR2,15
145553,Q86V88,MDP1,6
146894,Q6UXG3,CD300LG,2
147179,Q8TF74,WIPF2,6
147798,Q7Z404,TMC4,37
148113,Q8IUL8,CILP2,31
148808,Q8N468,MFSD4,3
149345,Q96DD7,SHISA4,17
149371,Q8IYI6,EXOC8,34
149428,Q7Z465,BNIPL,16
149461,Q8N6F1,CLDN19,1
150737,Q8N4P2,TTC30B,1
151011,Q9P0V9,SEPT10,25
151449,Q7Z4P5,GDF7,2
152002,Q8NBI6,XXYLT1,1
152503,Q5HYK7,SH3D19,1
153364,Q68D91,MBLAC2,38
154043,Q6P9H4,CNKSR3,10
157769,Q658Y4,FAM91A1,29
158158,Q8IZ41,RASEF,2
158326,Q5H8C1,FREM1,1
160428,Q3SY69,ALDH1L2,29
161176,Q6ZMZ3,SYNE3,6
161198,Q86T13,CLEC14A,4
161291,Q3MIR4,TMEM30B,42
162239,Q6P2D0,ZFP1,1
163351,Q6ZN66,GBP6,2
163590,Q8NFQ8,TOR1AIP2,55
163590,Q9H496,TOR1AIP2,55
192668,Q717R9,CYS1,3
195814,Q8N3Y7,SDR16C5,1
196374,Q8N1N4,KRT78,55
196383,Q969X0,RILPL2,1
196385,Q8IVF4,DNAH10,32
196463,Q8NHP8,PLBD2,27
197258,Q8N0W3,FUK,7
199675,Q8IX19,C19orf59,8
199713,Q8WX94,NLRP7,2
199731,Q8NFZ8,CADM4,27
199920,Q5VWT5,C1orf168,1
200014,Q5T0F9,CC2D1B,13
200894,Q3SXY8,ARL13B,8
201176,Q6ZUM4,ARHGAP27,8
201294,Q70J99,UNC13D,37
201475,Q6IQ22,RAB12,44
201626,Q6L8Q7,PDE12,30
202333,Q8N3K9,CMYA5,4
219333,O75317,USP12,2
219771,Q8ND76,CCNY,58
220323,Q86UD1,OAF,25
221061,Q5VUB5,FAM171A1,39
221294,Q5TFE4,NT5DC1,25
221395,Q8IZF2,GPR116,4
252839,Q9P0T7,TMEM9,20
253725,Q9Y4E1,FAM21C,5
254295,Q5SRE7,PHYHD1,5
255394,Q8N4U5,TCP11L2,1
255743,Q6UXI9,NPNT,34
256691,Q7Z304,MAMDC2,19
256764,Q3MJ13,WDR72,9
257364,Q8WV41,SNX33,29
261726,O75663,TIPRL,32
261729,Q8NFT2,STEAP2,37
266977,Q5T601,GPR110,28
283635,Q8N128,FAM177A1,32
283748,Q86XP0,PLA2G4D,2
283871,A6NDG6,PGP,25
283987,Q8IV36,C17orf28,20
284207,Q641Q3,METRNL,21
284217,P25391,LAMA1,31
284352,O75864,PPP1R37,1
284996,Q8NC42,RNF149,20
285148,Q2TAA2,IAH1,20
285175,Q8N2C7,UNC80,28
285313,Q6WRI0,IGSF10,23
285386,Q6ZUI0,TPRG1,1
285527,O94915,FRYL,45
285966,A6NFQ2,FAM115C,1
286077,Q6ZRV2,FAM83H,6
286676,Q86SU0,ILDR1,4
339221,Q6UWV6,ENPP7,7
340348,Q86UF1,TSPAN33,23
341640,Q5SZK8,FREM2,27
346389,Q6ZN28,MACC1,27
347240,Q5T7B8,KIF24,3
347902,Q86SJ2,AMIGO2,15
348110,Q7Z6K5,C15orf38,5
348174,A5D8T8,CLEC18A,1
349667,Q86UN3,RTN4RL2,29
353497,Q7Z5Q5,POLN,3
374354,Q8NBF2,NHLRC2,42
374378,Q6P9A2,GALNTL4,1
374882,Q6UW68,TMEM205,25
374897,Q6UWP8,SBSN,38
374907,Q7Z7M8,B3GNT8,3
375057,Q69YW2,C1orf95,1
375616,Q6ZWJ8,KCP,3
375790,O00468,AGRN,125
387882,Q8TAD7,C12orf75,22
389337,A1IGU5,ARHGEF37,1
394263,Q5SSG8,MUC21,1
399665,Q5T9C2,FAM102A,3
400793,A1L170,C1orf226,4
554235,A6ND91,ASPDH,4
641371,Q86TX2,ACOT1,26
643834,P0DJD8,PGA3,4
647024,Q5T0Z8,C6orf132,8
653689,P0CG30,GSTT2B,20
727957,Q8NDA8,HEATR7A,27
728113,Q5VT79,ANXA8L1,27
100131187,Q8NFU3,TSTD1,26
100287171,A8K0Z3,WASH1,1
346,P55056,APOC4,4
800,Q05682,CALD1,27
1041,Q15517,CDSN,36
2192,P23142,FBLN1,80
2812,P13224,GP1BB,36
3384,P13598,ICAM2,37
3655,P23229,ITGA6,142
3694,P18564,ITGB6,31
3697,P19827,ITIH1,51
4052,Q14766,LTBP1,38
4081,Q13394,MAB21L1,1
4129,P27338,MAOB,6
4200,P23368,ME2,42
4634,P08590,MYL3,27
5197,P10720,PF4V1,3
5341,P08567,PLEK,39
5552,P10124,SRGN,37
6403,P16109,SELP,22
6742,Q04837,SSBP1,63
6786,Q13586,STIM1,30
7169,P07951,TPM2,58
7170,P06753,TPM3,128
8402,Q02978,SLC25A11,39
10476,O75947,ATP5H,47
10549,Q13162,PRDX4,100
10666,Q15762,CD226,17
10982,Q15555,MAPRE2,38
22908,Q9NTJ5,SACM1L,44
22915,Q13201,MMRN1,26
29780,Q9HBI1,PARVB,47
51495,Q9P035,PTPLAD1,32
57142,Q9NQC3,RTN4,89
64225,Q8NHH9,ATL2,31
80739,O95866,C6orf25,7
81027,Q9H4B7,TUBB1,94
83659,Q969V4,TEKT1,1
84833,Q96IX5,USMG5,30
90550,Q8NE86,MCU,20
116173,Q96DZ9,CMTM5,3
152815,Q8TBB0,THAP6,1
170392,Q8WWZ8,OIT3,4
201595,Q8TCJ2,STT3B,28
285195,Q8IVB4,SLC9A9,1
373156,Q9Y2Q3,GSTK1,56
388533,P60985,KRTDAP,3
165,Q8IUX7,AEBP1,28
288,Q12955,ANK3,23
319,Q13790,APOF,3
341,P02654,APOC1,19
344,P02655,APOC2,33
489,Q93084,ATP2A3,49
513,P30049,ATP5D,42
521,P56385,ATP5I,45
590,P06276,BCHE,28
1340,P14854,COX6B1,32
1374,P50416,CPT1A,37
1603,P61803,DAD1,44
1627,Q16643,DBN1,53
1776,Q13609,DNASE1L3,1
2010,P50402,EMD,33
2038,P16452,EPB42,6
2153,P12259,F5,98
2157,P00451,F8,5
2273,Q13642,FHL1,30
2533,O15117,FYB,26
2811,P07359,GP1BA,27
2815,P14770,GP9,12
2820,P43304,GPD2,32
2822,P80108,GPLD1,5
3026,Q14520,HABP2,20
3078,Q03591,CFHR1,5
3080,P36980,CFHR2,4
3083,Q04756,HGFAC,14
3155,P35914,HMGCL,21
3336,P61604,HSPE1,61
3543,P15814,IGLL1,7
3699,Q06033,ITIH3,52
3796,O00139,KIF2A,36
3985,P53671,LIMK2,2
3990,P11150,LIPC,3
3998,P49257,LMAN1,50
4057,P02788,LTF,108
4153,P11226,MBL2,6
4192,P21741,MDK,38
4246,O75556,SCGB2A1,3
4247,Q10469,MGAT2,3
4256,P08493,MGP,30
4632,P05976,MYL1,12
4638,Q15746,MYLK,16
4659,O14974,PPP1R12A,36
4697,O00483,NDUFA4,27
4698,Q16718,NDUFA5,22
4714,O95169,NDUFB8,25
4729,P19404,NDUFV2,31
5054,P05121,SERPINE1,57
5162,P11177,PDHB,44
5196,P02776,PF4,10
5199,P27918,CFP,6
5430,P24928,POLR2A,40
5473,P02775,PPBP,13
5589,P14314,PRKCSH,80
5648,P48740,MASP1,33
5742,P23219,PTGS1,34
5782,Q05209,PTPN12,38
5837,P11217,PYGM,39
5870,P20340,RAB6A,112
6001,O43665,RGS10,27
6252,Q16799,RTN1,26
6253,O75298,RTN2,2
6352,P13501,CCL5,23
6366,O00585,CCL21,1
6390,P21912,SDHB,40
6414,P49908,SEPP1,10
6499,Q15477,SKIV2L,27
6678,P09486,SPARC,45
6704,P22531,SPRR2E,9
6706,Q9BYE4,SPRR2G,1
6745,P43307,SSR1,37
6748,P51571,SSR4,67
6779,P02808,STATH,7
6836,O15260,SURF4,43
6916,P24557,TBXAS1,30
7040,P01137,TGFB1,42
7041,O43294,TGFB1I1,28
7076,P01033,TIMP1,43
7318,P41226,UBA7,34
7336,Q15819,UBE2V2,52
7873,P55145,MANF,38
7905,Q00765,REEP5,46
7920,O95870,ABHD16A,5
8436,O95810,SDPR,32
8530,O76096,CST7,1
8654,O76074,PDE5A,19
8815,O75531,BANF1,74
8832,Q9UIB8,CD84,8
8905,P56377,AP1S2,21
8935,O75563,SKAP2,11
9050,Q9H939,PSTPIP2,29
9217,O95292,VAPB,43
9260,Q9NR12,PDLIM7,45
9370,Q15848,ADIPOQ,2
9377,P20674,COX5A,36
9526,O75352,MPDU1,28
9535,O60234,GMFG,45
9554,O75396,SEC22B,65
10105,P30405,PPIF,35
10216,Q92954,PRG4,42
10235,Q7LDG7,RASGRP2,10
10313,O95197,RTN3,50
10382,P04350,TUBB4A,101
10398,P24844,MYL9,51
10550,O75915,ARL6IP5,64
10554,Q99943,AGPAT1,10
10855,Q9Y251,HPSE,10
10959,Q15363,TMED2,46
10972,P49755,TMED10,89
11117,Q9Y6C2,EMILIN1,38
11223,Q2TV78,MST1P9,1
11272,Q16378,PRR4,4
22818,P61923,COPZ1,51
22821,Q14644,RASA3,32
23344,Q9BSJ8,ESYT1,82
23526,Q92619,HMHA1,29
25843,Q9Y3A3,MOB4,20
25893,Q8NG06,TRIM58,8
25984,Q9C075,KRT23,5
26355,Q96A26,FAM162A,24
26953,O60518,RANBP6,39
27040,O43561,LAT,26
28984,Q9H4X1,RGCC,3
29094,Q3ZCW2,LGALSL,29
29109,Q9Y613,FHOD1,18
50808,Q9UIJ7,AK3,37
50999,Q9Y3A6,TMED5,28
51031,Q9HC38,GLOD4,59
51097,Q8NBX0,SCCPDH,31
51266,Q9P126,CLEC1B,7
51297,Q9NP55,BPIFA1,20
51379,Q8IUI8,CRLF3,6
51411,Q9UBW5,BIN2,19
51635,Q9Y394,DHRS7,28
51706,Q9UHQ9,CYB5R1,30
51807,Q9NY65,TUBA8,36
54331,P59768,GNG2,34
54521,Q5JSH3,WDR44,5
54732,Q9BVK6,TMED9,63
54863,Q9NXH8,TOR4A,23
54918,Q9NX76,CMTM6,44
55129,Q9NW15,ANO10,22
55287,Q8WWA1,TMEM40,2
55914,Q96RT1,ERBB2IP,52
56005,Q969H8,C19orf10,46
56993,Q9NS69,TOMM22,46
57091,Q9NQ75,CASS4,5
57136,Q9HDC9,C20orf3,74
57506,Q7Z434,MAVS,26
64407,Q9NS28,RGS18,1
78989,Q9BWP8,COLEC11,2
80177,Q8N699,MYCT1,7
81542,Q9H3N1,TMX1,47
81855,Q9BWM7,SFXN3,46
83452,Q9H082,RAB33B,21
83699,Q9UJC5,SH3BGRL2,26
84162,Q2LD37,KIAA1109,35
84281,Q9BSF0,C2orf88,21
85236,O60814,HIST1H2BK,75
90070,Q9GZZ8,LACRT,6
91624,Q0ZGT2,NEXN,20
92675,Q8TEA8,DTD1,28
93035,Q86WI1,PKHD1L1,12
94081,Q9H9B4,SFXN1,42
115827,Q96E17,RAB3C,36
125988,Q5XKP0,C19orf70,18
137695,Q96MH6,TMEM68,14
151516,Q53RT3,ASPRV1,3
163882,Q6PJW8,CNST,2
199974,Q86W10,CYP4Z1,1
220081,Q5W0A0,FAM194B,1
259215,Q5SQ64,LY6G6F,2
319101,Q86Y46,KRT73,29
326624,Q96AX2,RAB37,9
340205,Q86YW5,TREML1,4
352999,Q6P5S2,C6orf58,1
388588,B2RUZ4,LOC388588,30
493856,Q8N5K1,CISD2,34
36,P45954,ACADSB,35
91,P36896,ACVR1B,5
205,P27144,AK4,24
279,P04746,AMY2A,23
402,P36404,ARL2,28
414,P51689,ARSD,1
1088,P31997,CEACAM8,36
1295,P27658,COL8A1,17
1435,P09603,CSF1,27
1472,P01036,CST4,16
1474,Q15828,CST6,26
1486,Q01459,CTBS,5
1522,Q9UBR2,CTSZ,45
1672,P60022,DEFB1,3
1690,O43405,COCH,32
1805,Q07507,DPT,1
2199,P98095,FBLN2,41
2200,P35555,FBN1,49
2215,O75015,FCGR3B,2
2267,Q08830,FGL1,17
2272,P49789,FHIT,4
2944,P09488,GSTM1,49
2949,P46439,GSTM5,16
2980,Q02747,GUCA2A,1
3182,Q99729,HNRNPAB,59
3481,P01344,IGF2,20
3486,P17936,IGFBP3,30
3489,P24592,IGFBP6,24
3904,Q6ISS4,LAIR2,2
4125,O00754,MAN2B1,43
4316,P09237,MMP7,33
4338,O96007,MOCS2,18
4338,O96033,MOCS2,18
4508,P00846,ATP6,21
4684,P13591,NCAM1,46
4921,Q16832,DDR2,32
5118,Q15113,PCOLCE,39
5271,P50452,SERPINB8,30
5654,Q92743,HTRA1,59
5730,P41222,PTGDS,16
5967,P05451,REG1A,5
6146,P35268,RPL22,83
6156,P62888,RPL30,110
6634,P62318,SNRPD3,60
6692,O43278,SPINT1,33
6844,P63027,VAMP2,52
7032,Q03403,TFF2,1
7073,Q01085,TIAL1,23
7077,P16035,TIMP2,33
7078,P35625,TIMP3,35
7148,P22105,TNXB,30
8404,Q14515,SPARCL1,8
8564,O15229,KMO,3
8644,P42330,AKR1C3,50
8839,O76076,WISP2,26
8970,P06899,HIST1H2BJ,37
9027,Q9UHE5,NAT8,1
9040,P61081,UBE2M,60
9521,O43324,EEF1E1,50
9987,O14979,HNRPDL,57
10068,O95998,IL18BP,4
10406,Q14508,WFDC2,5
10410,Q01628,IFITM3,37
10434,O75608,LYPLA1,86
10452,O96008,TOMM40,40
10516,Q9UBX5,FBLN5,18
10894,Q9Y5Y7,LYVE1,3
11005,Q9NQ38,SPINK5,3
11006,Q8NHJ6,LILRB4,7
23114,O94856,NFASC,1
23413,P62166,NCS1,22
27344,Q9UHG2,PCSK1N,25
29796,Q9UDW1,UQCR10,25
43849,Q9UKR0,KLK12,1
51179,Q9NYQ3,HAO2,2
51206,Q9HCN6,GP6,5
51246,Q8N114,SHISA5,1
51673,Q9BW30,TPPP3,21
54576,Q9HAW9,UGT1A8,1
54578,P19224,UGT1A6,17
54664,Q9NUM4,TMEM106B,29
54749,Q9UM22,EPDR1,20
55586,Q9UGB7,MIOX,1
55735,Q9NVH1,DNAJC11,22
57152,P55000,SLURP1,3
79814,Q9BSE5,AGMAT,1
79932,Q8IZA0,KIAA0319L,35
80380,Q9BQ51,PDCD1LG2,3
81035,Q5KU26,COLEC12,11
83657,Q8TF09,DYNLRB2,10
83988,P61601,NCALD,17
84284,Q9BSD7,NTPCR,27
84572,Q9UJJ9,GNPTG,18
