ENTREZ GENE ID,Uniprot,GENE SYMBOL,OCCURRENCES
10776,P56211,ARPP19,1
10892,Q9UDY8,MALT1,6
10911,O95399,UTS2,1
11091,P61964,WDR5,4
11103,Q13601,KRR1,29
11128,O14802,POLR3A,34
11163,A0A024RBG1,NUDT4,14
11163,Q9NZJ9,NUDT4,14
11168,O75475,PSIP1,25
11276,Q9UMZ2,SYNRG,7
11284,Q96T60,PNKP,6
22894,Q9Y2L1,DIS3,24
22916,P52298,NCBP2,20
23012,Q9Y2H1,STK38L,27
23016,Q15024,EXOSC7,15
23038,Q8N5D0,WDTC1,1
23047,Q9NTI5,PDS5B,23
23070,Q8N1G2,FTSJD2,19
23077,O75592,MYCBP2,34
23092,Q9UNA1,ARHGAP26,19
23095,O60333,KIF1B,3
23135,O15054,KDM6B,3
23140,O43149,ZZEF1,36
23214,Q96QU8,XPO6,19
23262,O43314,PPIP5K2,6
23339,Q96JC1,VPS39,5
23347,A6NHR9,SMCHD1,31
23412,Q9UBI1,COMMD3,25
23515,Q14149,MORC3,16
23660,Q9Y2L8,ZKSCAN5,1
25839,Q9H9E3,COG4,24
25852,Q8IUR7,ARMC8,25
25862,Q70CQ1,USP49,1
25939,Q9Y3Z3,SAMHD1,23
26003,Q9H8Y8,GORASP2,21
26046,O94822,LTN1,25
26173,Q8N201,INTS1,3
26270,Q9NRD1,FBXO6,22
26499,Q9NYT0,PLEK2,26
27072,P49754,VPS41,25
27229,Q9UGJ1,TUBGCP4,1
27292,Q9UNQ2,DIMT1,20
27350,Q9NRW3,APOBEC3C,16
28989,Q9BV86,NTMT1,34
29087,Q9P016,THYN1,15
29128,Q96T88,UHRF1,22
29883,Q9UIV1,CNOT7,17
30835,Q9NNX6,CD209,7
30849,Q99570,PIK3R4,33
50852,Q6PIZ9,TRAT1,28
51010,Q9NQT5,EXOSC3,22
51112,Q8WVT3,TRAPPC12,4
51324,Q9NZD8,SPG21,24
51340,Q9BZJ0,CRNKL1,18
51434,Q9UJX3,ANAPC7,26
51497,Q8IXH7,TH1L,14
51504,Q9UI30,TRMT112,30
51574,Q4G0J3,LARP7,19
51603,Q8N6R0,METTL13,18
51608,Q7L5D6,GET4,27
51692,Q9UKF6,CPSF3,23
54512,Q9NPD3,EXOSC4,30
54518,Q7Z5R6,APBB1IP,29
54520,Q567U6,CCDC93,6
54584,Q9BYB4,GNB1L,18
54623,Q8N7H5,PAF1,26
54829,Q9BXN1,ASPN,1
54850,Q9NXK8,FBXL12,21
54881,Q9NXF1,TEX10,33
54890,Q6P6C2,ALKBH5,25
54892,Q86XI2,NCAPG2,1
54973,Q5TA45,CPSF3L,1
55100,Q9NW82,WDR70,2
55110,Q96A72,MAGOHB,31
55193,Q86U86,PBRM1,4
55201,Q66K74,MAP1S,24
55234,Q2TAY7,SMU1,28
55250,Q6IA86,ELP2,17
55258,Q86YJ6,THNSL2,25
55272,Q9NV31,IMP3,27
55324,Q9NUQ8,ABCF3,36
55505,Q9NPE3,NOP10,14
55571,Q9UKZ1,C2orf29,26
55601,Q8IY21,DDX60,29
55622,Q6P3X3,TTC27,21
55696,Q9NW64,RBM22,1
55720,Q2NL82,TSR1,23
55768,Q96IV0,NGLY1,16
55823,Q9H270,VPS11,20
55843,Q53QZ3,ARHGAP15,31
55844,Q66LE6,PPP2R2D,13
55906,Q9NQZ6,ZC4H2,1
55929,Q9NPF5,DMAP1,2
56160,Q96MG7,NDNL2,1
56254,Q5VTR2,RNF20,25
56893,Q9NRR5,UBQLN4,1
56897,Q96S55,WRNIP1,1
56915,Q9NQT4,EXOSC5,20
56931,Q96G46,DUS3L,17
56949,Q9HCS7,XAB2,25
57205,Q9P241,ATP10D,2
57407,Q9HBL8,NMRAL1,20
57504,Q9BTC8,MTA3,2
57511,Q9Y2V7,COG6,19
57521,Q8N122,RPTOR,7
57590,Q8IWB7,WDFY1,21
57610,Q6VN20,RANBP10,29
57819,Q9Y333,LSM2,23
58528,Q9NQL2,RRAGD,1
59307,Q6IA17,SIGIRR,30
60684,Q7Z392,TRAPPC11,23
63916,Q96JJ3,ELMO2,25
63922,Q8WVB6,CHTF18,5
63935,Q9H4Z3,PCIF1,2
64149,Q9HAS0,C17orf75,19
64151,Q9BPX3,NCAPG,35
64223,Q9BVC4,MLST8,2
64328,Q9C0E2,XPO4,11
64333,Q9BRR9,ARHGAP9,2
64761,Q9H0J9,PARP12,23
64900,Q9BQK8,LPIN3,1
79009,Q9BQ39,DDX50,20
79029,Q9BVQ7,SPATA5L1,15
79066,Q86W50,METTL16,1
79228,Q86W42,THOC6,24
79631,Q7Z2Z2,EFTUD1,32
79707,Q5SY16,NOL9,4
79718,Q9BZK7,TBL1XR1,17
79803,Q86YV9,HPS6,1
79861,A6NHL2,TUBAL3,40
79869,Q8N684,CPSF7,30
80006,A5PLN9,C5orf44,1
80025,Q9BZ23,PANK2,1
80124,Q96JH7,VCPIP1,3
80145,Q6I9Y2,THOC7,19
80185,Q6NXR4,TTI2,4
80232,Q9H7D7,WDR26,20
81532,Q70IA6,MOB2,1
81627,Q7Z2T5,TRMT1L,22
81887,Q9Y4W2,LAS1L,8
81890,Q9BXR0,QTRT1,17
81929,Q96EE3,SEH1L,23
83548,Q96JB2,COG3,24
84309,Q9BRJ7,NUDT16L1,26
84443,Q5JV73,FRMPD3,4
84656,Q49A26,GLYR1,14
84747,A6NIH7,UNC119B,18
89910,Q7Z3V4,UBE3B,10
91526,Q8N8A2,ANKRD44,22
91607,Q7Z7L1,SLFN11,1
91754,Q8TD19,NEK9,30
91828,Q17RC7,EXOC3L4,1
91949,P83436,COG7,19
93436,Q6NXE6,ARMC6,34
114784,Q7Z408,CSMD2,1
115708,Q96FX7,TRMT61A,16
121441,Q8NHV4,NEDD1,23
122706,A5LHX3,PSMB11,1
123283,A2RTX5,TARSL2,11
124540,Q96DH6,MSI2,22
129607,Q5EBM0,CMPK2,1
134549,Q2M3G4,SHROOM1,1
134728,Q5VVH5,IRAK1BP1,1
142940,Q8WWH5,TRUB1,1
146206,Q6F5E8,RLTPR,18
155038,Q8ND71,GIMAP8,2
162394,Q08AF3,SLFN5,20
166378,Q8NB90,SPATA5,20
200933,P0C2W1,FBXO45,9
201161,Q7Z7K6,CENPV,1
201292,Q6PJ69,TRIM65,3
219285,Q8IVG5,SAMD9L,20
221443,Q9Y530,C6orf130,14
221472,Q7Z6J4,FGD2,5
221927,Q6PJG6,BRAT1,24
256364,Q32P44,EML3,30
283742,Q52LJ0,FAM98B,23
285636,A6NDU8,C5orf51,14
374786,A4FU69,EFCAB5,27
414328,Q5T6J7,IDNK,1
215,P33897,ABCD1,23
463,Q15911,ZFHX3,2
622,Q02338,BDH1,21
646,Q01954,BNC1,1
657,P36894,BMPR1A,4
675,P51587,BRCA2,9
688,Q13887,KLF5,13
701,O60566,BUB1B,3
775,Q13936,CACNA1C,3
778,O60840,CACNA1F,2
835,P42575,CASP2,9
860,Q13950,RUNX2,1
862,Q06455,RUNX1T1,2
1039,Q01850,CDR2,1
1063,P49454,CENPF,27
1105,O14646,CHD1,21
1119,P35790,CHKA,24
1122,P26374,CHML,1
1128,P11229,CHRM1,2
1129,P08172,CHRM2,1
1130,Q99698,LYST,6
1308,Q9UMD9,COL17A1,12
1539,Q14093,CYLC2,1
1616,Q9UER7,DAXX,1
1641,O43602,DCX,4
1740,Q15700,DLG2,10
1756,P11532,DMD,32
1760,Q09013,DMPK,1
1806,Q12882,DPYD,8
1906,P05305,EDN1,1
1909,P25101,EDNRA,1
1955,Q9H1U4,MEGF9,18
2033,Q09472,EP300,2
2072,Q92889,ERCC4,2
2073,P28715,ERCC5,2
2099,P03372,ESR1,1
2146,Q15910,EZH2,1
2177,Q9BXW9,FANCD2,1
2187,Q8NB91,FANCB,1
2256,Q92914,FGF11,1
2258,Q92913,FGF13,1
2307,O43638,FOXS1,2
2324,P35916,FLT4,18
2558,P31644,GABRA5,1
2563,O14764,GABRD,1
2669,P55040,GEM,1
2677,P38435,GGCX,21
2803,Q13439,GOLGA4,24
2842,Q15760,GPR19,1
2868,P32298,GRK4,3
2901,Q16478,GRIK5,3
2975,Q12789,GTF3C1,2
3161,O75330,HMMR,3
3396,Q14197,ICT1,19
3587,Q13651,IL10RA,1
3640,P51460,INSL3,1
3642,Q01101,INSM1,2
3654,P51617,IRAK1,22
3679,Q13683,ITGA7,27
3762,P48544,KCNJ5,1
3832,P52732,KIF11,28
4037,O75074,LRP3,1
4168,P10911,MCF2,1
4293,P80192,MAP3K9,1
4308,Q7Z4N2,TRPM1,3
4485,P26927,MST1,2
4495,P13640,MT1G,7
4591,O94972,TRIM37,1
4745,Q92832,NELL1,5
4750,Q96PY6,NEK1,1
4760,Q13562,NEUROD1,1
4794,O00221,NFKBIE,5
4810,Q6T4R5,NHS,7
4820,P30414,NKTR,1
4856,P48745,NOV,23
4867,O15259,NPHP1,1
4948,Q04671,OCA2,26
4957,Q5BJF6,ODF2,3
5001,O43913,ORC5,2
5016,Q12889,OVGP1,1
5125,Q92824,PCSK5,15
5146,P51160,PDE6C,12
5165,Q15120,PDK3,19
5173,P01213,PDYN,3
5178,Q9GZU2,PEG3,1
5189,O43933,PEX1,5
5283,Q14442,PIGH,1
5292,P11309,PIM1,1
5330,Q00722,PLCB2,5
5408,P54317,PNLIPRP2,1
5428,P54098,POLG,1
5459,Q15319,POU4F3,1
5533,P48454,PPP3CC,8
5728,P60484,PTEN,2
5764,P21246,PTN,27
5816,P20472,PVALB,17
5925,P06400,RB1,19
5926,P29374,ARID4A,6
5927,P29375,KDM5A,3
5930,Q7Z6E9,RBBP6,2
5980,O60673,REV3L,4
6041,Q05823,RNASEL,3
6095,P35398,RORA,1
6236,P55042,RRAD,18
6294,Q15424,SAFB,4
6328,Q9NY46,SCN3A,1
6359,Q16663,CCL15,3
6433,Q12872,SFSWAP,1
6474,O60902,SHOX2,8
6489,Q92185,ST8SIA1,1
6494,Q96FS4,SIPA1,23
6497,P12755,SKI,1
6531,Q01959,SLC6A3,2
6574,Q8WUM9,SLC20A1,32
6596,Q14527,HLTF,2
6619,Q92966,SNAPC3,1
6650,O75808,SOLH,1
6658,P41225,SOX3,5
6672,P23497,SP100,8
6720,P36956,SREBF1,6
6744,P28290,SSFA2,3
6792,O76039,CDKL5,1
6924,Q14241,TCEB3,1
6942,Q9UGU0,TCF20,2
7074,Q13009,TIAM1,4
7095,Q99442,SEC62,5
7156,Q13472,TOP3A,22
7188,O00463,TRAF5,1
7220,P48995,TRPC1,7
7249,P49815,TSC2,11
7265,Q99614,TTC1,28
7272,P33981,TTK,18
7399,O75445,USH2A,4
7468,O96028,WHSC1,5
7480,O00744,WNT10B,4
7481,O96014,WNT11,1
7486,Q14191,WRN,4
7508,Q01831,XPC,1
7515,P18887,XRCC1,1
7549,Q9BSG1,ZNF2,1
7569,P17025,ZNF182,1
7638,Q9UK13,ZNF221,1
7675,P58317,ZNF121,1
7692,P52736,ZNF133,1
7702,P52747,ZNF143,2
7709,Q13105,ZBTB17,1
7750,Q9UBW7,ZMYM2,4
7755,O95201,ZNF205,1
7764,O75362,ZNF217,2
7773,Q9UIE0,ZNF230,1
7862,P55201,BRPF1,4
8021,P35658,NUP214,23
8038,O43184,ADAM12,26
8148,Q92804,TAF15,25
8165,Q92667,AKAP1,16
8178,P55199,ELL,2
8241,P98175,RBM10,2
8242,P41229,KDM5C,1
8315,Q7Z569,BRAP,2
8369,Q99525,HIST1H4G,3
8462,O14901,KLF11,1
8471,O14654,IRS4,1
8602,P78316,NOP14,1
8630,O14756,HSD17B6,1
8633,O95185,UNC5C,1
8658,O95271,TNKS,1
8660,Q9Y4H2,IRS2,31
8731,O43148,RNMT,20
8737,Q13546,RIPK1,2
8798,Q9NR20,DYRK4,1
8805,O15164,TRIM24,3
8822,O60258,FGF17,1
8852,Q5JQC9,AKAP4,4
8861,Q86U70,LDB1,4
8863,P56645,PER3,5
8886,Q9NVP1,DDX18,30
8888,O60318,MCM3AP,1
9025,O76064,RNF8,1
9120,O15403,SLC16A6,23
9129,O43395,PRPF3,27
9134,O96020,CCNE2,2
9139,O43439,CBFA2T2,1
9150,Q9Y5B0,CTDP1,2
9162,O75912,DGKI,7
9170,Q9HBW0,LPAR2,19
9189,O96006,ZBED1,1
9201,O15075,DCLK1,21
9202,Q5VZL5,ZMYM4,4
9203,Q14202,ZMYM3,3
9210,O95972,BMP15,3
9221,Q14978,NOLC1,26
9229,O14490,DLGAP1,1
9231,Q8TDM6,DLG5,4
9238,Q969Z0,TBRG4,31
9271,Q96J94,PIWIL1,2
9282,O60244,MED14,1
9295,Q05519,SRSF11,22
9324,Q15651,HMGN3,1
9360,Q13427,PPIG,4
9379,P58401,NRXN2,3
9379,Q9P2S2,NRXN2,3
9381,Q9HC10,OTOF,20
9389,Q9Y267,SLC22A14,1
9406,O95218,ZRANB2,2
9420,O75881,CYP7B1,1
9425,Q9Y232,CDYL,1
9509,O95450,ADAMTS2,21
9611,O75376,NCOR1,3
9640,Q92610,ZNF592,1
9644,Q5TCZ1,SH3PXD2A,1
9656,Q14676,MDC1,20
9699,Q9UQ26,RIMS2,2
9705,O60284,ST18,1
9715,Q86XD5,FAM131B,1
9719,Q86TH1,ADAMTSL2,2
9734,Q9UKV0,HDAC9,1
9738,O43303,CCP110,1
9739,O15047,SETD1A,3
9745,O15090,ZNF536,4
9749,O75167,PHACTR2,1
9752,Q9Y5H5,PCDHA9,1
9754,Q92502,STARD8,1
9758,Q14CM0,FRMPD4,2
9765,Q7Z3T8,ZFYVE16,22
9771,Q92565,RAPGEF5,2
9783,Q9UJD0,RIMS3,1
9790,Q14692,BMS1,2
9823,Q7L311,ARMCX2,2
9849,Q6AHZ1,ZNF518A,1
9881,O15050,TRANK1,2
9889,O75132,ZBED4,1
9904,Q9Y4C8,RBM19,4
9969,Q9UHV7,MED13,10
10102,P43897,TSFM,15
10250,Q8IYB3,SRRM1,27
10290,Q15772,SPEG,3
10296,Q7L5Y9,MAEA,26
10308,Q14586,ZNF267,1
10345,Q13061,TRDN,1
10350,Q8IUA7,ABCA9,1
10388,Q9BX26,SYCP2,1
10395,Q96QB1,DLC1,3
10412,O95478,NSA2,1
10464,Q8WXW3,PIBF1,1
10566,O75969,AKAP3,2
10580,Q9BX66,SORBS1,22
10586,Q9Y586,MAB21L2,1
10600,Q9Y5T5,USP16,2
10615,Q96R06,SPAG5,4
10665,Q5SRN2,C6orf10,24
10733,O00444,PLK4,1
10743,Q7Z5J4,RAI1,3
10744,Q9NZH5,PTTG2,1
10782,Q96GC6,ZNF274,1
10793,Q14593,ZNF273,1
10806,Q86SQ7,SDCCAG8,1
10858,Q9Y6A2,CYP46A1,3
10868,Q9Y2K6,USP20,1
10869,O94966,USP19,23
10903,A4FU01,MTMR11,2
10921,Q15287,RNPS1,32
10926,Q9UBU7,DBF4,2
11000,Q5K4L6,SLC27A3,30
11011,Q86UE8,TLK2,6
11017,Q8WVK2,SNRNP27,1
11083,Q9BTC0,DIDO1,2
11086,Q9UKF5,ADAM29,1
11096,Q9UNA0,ADAMTS5,2
11122,O14522,PTPRT,2
11138,O95759,TBC1D8,5
11320,Q9UM21,MGAT4A,2
22828,Q9UPN6,SCAF8,2
22834,Q9Y2D9,ZNF652,2
22850,Q6IQ32,ADNP2,1
22909,Q9Y2M0,FAN1,2
22950,Q9BWU0,SLC4A1AP,19
22984,Q14690,PDCD11,3
22989,Q9Y2K3,MYH15,3
22993,Q12766,HMGXB3,1
22998,Q9UPQ0,LIMCH1,2
23005,O60336,MAPKBP1,16
23008,Q6PID8,KLHDC10,5
23025,Q9UPW8,UNC13A,3
23059,Q96AJ1,CLUAP1,2
23063,Q7Z5K2,WAPAL,2
23064,Q7Z333,SETX,26
23081,Q9H3R0,KDM4C,3
23082,Q5VV67,PPRC1,5
23085,Q8IUD2,ERC1,18
23090,Q2M1K9,ZNF423,3
23091,Q5T200,ZC3H13,4
23137,Q8IY18,SMC5,4
23139,Q6P0Q8,MAST2,5
23143,Q9Y2L9,LRCH1,25
23144,Q8IXZ2,ZC3H3,3
23158,Q6ZT07,TBC1D9,2
23161,Q9Y5W8,SNX13,1
23186,Q9UKL0,RCOR1,27
23213,Q8IWU6,SULF1,24
23223,Q5JTH9,RRP12,27
23237,Q7LC44,ARC,2
23240,A2VDJ0,KIAA0922,5
23241,Q86VP3,PACS2,5
23253,Q6UB98,ANKRD12,25
23258,Q6IQ26,DENND5A,1
23269,Q8IWI9,MGA,5
23272,Q9UK61,FAM208A,3
23286,Q8IX03,WWC1,1
23288,Q6IPM2,IQCE,1
23304,Q8IWV8,UBR2,26
23309,O75182,SIN3B,1
23312,Q8TDJ6,DMXL2,3
23331,Q96AY4,TTC28,6
23336,O15061,SYNM,1
23367,Q6PKG0,LARP1,23
23395,Q15031,LARS2,4
23424,Q8NHU6,TDRD7,1
23429,Q8N488,RYBP,1
23481,O00541,PES1,28
23500,Q86T65,DAAM2,15
23533,Q8WYR1,PIK3R5,1
23598,Q9HBE1,PATZ1,1
23619,Q9NZV7,ZIM2,2
23764,Q9ULX9,MAFF,18
23774,O95696,BRD1,3
25780,Q8IV61,RASGRP3,2
25888,Q8WTR7,ZNF473,1
25914,Q86VV8,RTTN,7
25925,Q96K83,ZNF521,1
25975,Q8IUX8,EGFL6,3
26032,O60279,SUSD5,2
26034,Q8WWN9,IPCEF1,1
26037,O43166,SIPA1L1,2
26045,O43300,LRRTM2,4
26053,Q8WXX7,AUTS2,1
26059,O15083,ERC2,1
26084,Q96DR7,ARHGEF26,1
26115,Q9HCD6,TANC2,7
26119,Q5SW96,LDLRAP1,24
26154,Q86UK0,ABCA12,1
26155,Q9Y3T9,NOC2L,19
26271,Q9UKT4,FBXO5,2
26574,Q9NY61,AATF,22
27085,Q96DY7,MTBP,1
27128,Q9UIA0,CYTH4,3
27145,Q7Z7B0,FILIP1,5
27146,Q9ULE4,FAM184B,2
27165,Q9UI32,GLS2,2
27309,Q9Y3S2,ZNF330,1
27332,Q14966,ZNF638,3
29063,Q9H5U6,ZCCHC4,1
29072,Q9BYW2,SETD2,7
29123,Q6UB99,ANKRD11,4
29850,Q9NZQ8,TRPM5,2
29882,Q9UJX6,ANAPC2,27
29889,Q13823,GNL2,1
29903,Q9BWC9,CCDC106,1
29940,Q9UL01,DSE,1
29951,Q6ZMN7,PDZRN4,1
29980,Q9NYP3,DONSON,1
49855,Q9BY12,SCAPER,2
50859,Q9BQ16,SPOCK3,4
50939,Q9BZV3,IMPG2,1
50940,Q9HCR9,PDE11A,2
51062,Q8WXF7,ATL1,25
51111,Q4FZB7,SUV420H1,1
51205,Q9NPH0,ACP6,2
51224,Q8IYF1,TCEB3B,1
51230,Q9BVI0,PHF20,3
51284,Q9NYK1,TLR7,1
51304,Q9NYG2,ZDHHC3,2
51315,Q9NPI7,KRCC1,1
51332,Q9NRC6,SPTBN5,5
51335,Q9NPE2,NGRN,2
51428,Q9UJV9,DDX41,1
51533,Q9BWX1,PHF7,2
51585,O94913,PCF11,4
51755,Q9NYV4,CDK12,3
51773,Q96T23,RSF1,22
51780,Q7LBC6,KDM3B,3
53349,Q9HBF4,ZFYVE1,1
53820,P57055,DSCR6,1
54206,Q9UJM3,ERRFI1,4
54413,Q9NZ94,NLGN3,1
54434,Q8WYL5,SSH1,2
54443,Q9NQW6,ANLN,41
54454,Q9ULI0,ATAD2B,2
54482,Q9NUP7,TRMT13,1
54540,Q96PV7,FAM193B,4
54567,Q9NR61,DLL4,1
54596,Q5T7N2,L1TD1,1
54617,Q9ULG1,INO80,2
54677,Q9UKG9,CROT,1
54681,Q9NXG6,P4HTM,1
54762,Q8IYS0,GRAMD1C,1
54777,Q8IYW2,TTC40,1
54805,Q9H8M5,CNNM2,7
54823,Q5T5J6,SWT1,1
54840,Q7Z2E3,APTX,1
54856,Q3T8J9,GON4L,3
54877,Q9C0B9,ZCCHC2,3
54880,Q6W2J9,BCOR,2
54984,Q96BK5,PINX1,3
55035,Q76FK4,NOL8,1
55036,Q4G0X9,CCDC40,1
55066,Q8NCN5,PDPR,8
55094,Q9BRR8,GPATCH1,1
55105,Q9NW75,GPATCH2,3
55112,Q8WVS4,WDR60,1
55128,Q6AZZ1,TRIM68,1
55131,Q9NW13,RBM28,26
55133,Q8N5C6,SRBD1,4
55178,Q9HC36,RNMTL1,1
55181,Q8ND04,SMG8,21
55206,A3KN83,SBNO1,22
55208,Q6PH85,DCUN1D2,1
55274,Q8WUB8,PHF10,28
55278,Q9H0R6,QRSL1,1
55297,Q7Z6B0,CCDC91,1
55304,Q9NUV7,SPTLC3,1
55329,Q8NEH6,MNS1,4
55353,Q86VI4,LAPTM4B,32
55357,Q9BYX2,TBC1D2,27
55515,Q96FT7,ASIC4,19
55520,Q9H777,ELAC1,1
55565,O75541,ZNF821,1
55567,Q8TD57,DNAH3,4
55589,Q9NSY1,BMP2K,33
55613,Q96EF0,MTMR8,18
55627,Q9NXE4,SMPD4,16
55628,Q9C0G0,ZNF407,28
55661,Q96GQ7,DDX27,20
55665,Q8TCY9,URGCP,3
55669,Q8IWA4,MFN1,17
55699,Q9NSE4,IARS2,31
55701,Q8TER5,ARHGEF40,28
55713,Q9HCZ1,ZNF334,1
55721,Q4KMZ1,IQCC,1
55786,Q09FC8,ZNF415,1
55790,Q8TDX6,CSGALNACT1,1
55791,Q5T3J3,LRIF1,1
55814,A6H8Y1,BDP1,6
55904,Q8IZD2,MLL5,1
55975,Q8IXQ5,KLHL7,1
56165,Q9BXT4,TDRD1,5
56252,P49750,YLPM1,3
56261,Q9NPB8,GPCPD1,1
56311,Q92527,ANKRD7,1
56478,Q9NRA8,EIF4ENIF1,1
56479,Q9NR82,KCNQ5,3
56647,Q9P287,BCCIP,36
56776,Q9NZ56,FMN2,2
56850,Q4V328,GRIPAP1,15
56916,Q9H4L7,SMARCAD1,17
56927,Q9NPR9,GPR108,1
56955,Q9NQ76,MEPE,1
56965,Q2NL67,PARP6,2
56979,Q9NQV7,PRDM9,2
56980,Q9NQV6,PRDM10,1
57035,Q9BUV0,C1orf63,1
57092,Q8WW12,PCNP,18
57117,Q96CB8,INTS12,1
57158,Q9BR39,JPH2,1
57231,Q9Y5W7,SNX14,1
57325,Q9H8E8,CSRP2BP,1
57338,Q8WXH2,JPH3,1
57455,Q8N1G1,REXO1,4
57473,Q96KM6,ZNF512B,6
57478,Q70CQ4,USP31,4
57479,Q9ULL5,PRR12,17
57512,Q5T848,GPR158,3
57523,Q9P2P1,NYNRIN,2
57545,Q9P2K1,CC2D2A,1
57547,Q9P2J8,ZNF624,6
57553,Q7RTP6,MICAL3,31
57563,Q9P2G9,KLHL8,1
57567,Q9P2F9,ZNF319,1
57568,Q9P2F8,SIPA1L2,1
57569,Q9P2F6,ARHGAP20,1
57570,Q32P41,TRMT5,1
57571,A5YM72,CARNS1,5
57578,Q9P2D8,UNC79,1
57579,Q9P2D6,FAM135A,2
57584,Q5T5U3,ARHGAP21,8
57605,Q9BZ72,PITPNM2,2
57606,Q9P270,SLAIN2,2
57608,Q9P266,KIAA1462,1
57616,Q63HK5,TSHZ3,5
57623,Q9P243,ZFAT,1
57634,Q96L91,EP400,4
57639,Q8IYE0,CCDC146,2
58491,Q9NQZ8,ZNF71,1
58517,P49756,RBM25,22
59269,Q5T1R4,HIVEP3,4
59343,Q9HC62,SENP2,1
60468,Q9BYV9,BACH2,1
60494,Q6ZN84,CCDC81,1
60528,Q9BQ52,ELAC2,20
63892,Q6YHU6,THADA,24
64062,Q5T8P6,RBM26,22
64084,Q9H4D0,CLSTN2,21
64131,Q86Y38,XYLT1,1
64410,Q9H0H3,KLHL25,1
64425,Q9GZS1,POLR1E,1
64427,Q49AM3,TTC31,2
64651,Q96S65,CSRNP1,3
64718,Q9H9P5,UNKL,1
64748,Q96GM1,LPPR2,1
64750,Q9HAU4,SMURF2,5
64786,Q8TC07,TBC1D15,8
64800,Q5THR3,EFCAB6,2
64848,Q9H6S0,YTHDC2,26
64860,Q6P1M9,ARMCX5,1
65009,Q9ULP0,NDRG4,21
65057,Q96AP0,ACD,3
65110,Q9H1J1,UPF3A,1
65122,O60811,PRAMEF2,1
65125,Q9H4A3,WNK1,16
65244,Q86XZ4,SPATS2,1
65251,Q9BS31,ZNF649,1
65267,Q9BYP7,WNK3,1
65268,Q9Y3S1,WNK2,3
65977,Q9HB20,PLEKHA3,1
65988,Q9BV97,ZNF747,1
79048,Q96T21,SECISBP2,2
79080,Q9H6F5,CCDC86,1
79088,Q9BUY5,ZNF426,1
79109,Q9BPZ7,MAPKAP1,21
79142,Q9BUL5,PHF23,2
79149,Q9BUG6,ZSCAN5A,1
79155,Q8NFZ5,TNIP2,1
79613,Q9C0B7,TMCO7,1
79628,Q8TF17,SH3TC2,1
79635,Q6ZUS5,CCDC121,2
79656,Q7L4P6,BEND5,2
79658,A1A4S6,ARHGAP10,5
79673,Q86UD4,ZNF329,1
79677,Q96SB8,SMC6,1
79710,Q8TE76,MORC4,4
79747,Q8N7X0,ADGB,1
79750,Q9H6B1,ZNF385D,1
79755,Q32MQ0,ZNF750,2
79776,Q86UP3,ZFHX4,4
79810,Q8WV60,PTCD2,1
79813,Q9H9B1,EHMT1,2
79871,Q8IXW5,RPAP2,2
79891,Q8TAW3,ZNF671,2
79915,Q96QE3,ATAD5,2
79918,Q8TBK2,SETD6,1
79998,Q8N9V6,ANKRD53,1
80014,Q6AWC2,WWC2,4
80021,Q0P6H9,TMEM62,1
80045,Q5UAW9,GPR157,1
80114,Q9H694,BICC1,1
80206,Q2V2M9,FHOD3,6
80705,Q9BZW7,TSGA10,21
81493,Q9H7C4,SYNC,2
81565,Q9GZM8,NDEL1,9
81930,Q8NI77,KIF18A,24
81931,P35789,ZNF93,1
83444,Q9C086,INO80B,2
83450,Q9H069,LRRC48,1
83480,Q9BZE2,PUS3,20
83550,Q96P66,GPR101,1
83744,Q5JVG2,ZNF484,1
83850,A0FGR9,ESYT3,1
83855,Q9BXK1,KLF16,2
83860,Q5VWG9,TAF3,2
83903,Q8TF76,GSG2,2
84069,Q494U1,PLEKHN1,2
84106,Q96QH2,PRAM1,4
84125,Q96JM4,LRRIQ1,1
84181,Q8TD26,CHD6,28
84215,Q9H0D2,ZNF541,6
84229,Q8IY82,CCDC135,1
84249,Q9BQI7,PSD2,2
84250,Q9BQI6,ANKRD32,4
84260,Q9BT92,TCHP,1
84273,Q8NC60,NOA1,5
84436,Q3MIS6,ZNF528,1
84445,Q9BRK4,LZTS2,1
84450,Q96ME7,ZNF512,27
84527,Q9BR84,ZNF559,1
84619,Q8N5A5,ZGPAT,1
84684,Q96T92,INSM2,1
84687,Q96SB3,PPP1R9B,9
84700,Q8IUG5,MYO18B,6
84726,Q5JSZ5,PRRC2B,3
84792,Q7Z4H9,FAM220A,1
84916,Q969X6,CIRH1A,16
85004,Q96A58,RERG,2
85366,Q9H1R3,MYLK2,2
85446,Q9C0A1,ZFHX2,9
85460,Q9C0D4,ZNF518B,3
90007,Q504T8,MIDN,19
90075,P17039,ZNF30,1
90317,Q08AN1,ZNF616,1
90333,Q5VIY5,ZNF468,1
90379,Q66K64,DCAF15,1
90381,Q7Z2Z1,C15orf42,1
90668,Q8ND23,LRRC16B,5
90865,O95760,IL33,20
91133,Q8NA19,L3MBTL4,1
91151,Q6NT04,TIGD7,1
91156,Q86VF2,IGFN1,10
91351,Q5H9U9,DDX60L,3
91404,Q86VW0,SESTD1,25
91694,Q17RB8,LONRF1,1
91752,Q7Z570,ZNF804A,1
91975,Q96RE9,ZNF300,2
92235,Q5VZP5,DUSP27,1
92293,Q8N3T6,TMEM132C,3
92610,Q96CG3,TIFA,13
93550,Q86XD8,ZFAND4,13
93594,Q96DN5,WDR67,1
93953,Q96QF7,ACRC,1
