ENTREZ GENE ID,GENE SYMBOL,OCCURRENCES,VESICLE TYPE
26962,Rpl8,1,Microparticles
28298,Rpl32,1,Microparticles
29214,Tubb5,3,Microparticles
29258,Rps7,2,Microparticles
29275,Actc1,2,Microparticles
29304,Rps6,2,Microparticles
29426,Rps4x,3,Microparticles
64306,Rpl27,3,Microparticles
64310,Arf1,3,Microparticles
64627,Hist1h4b,3,Microparticles
65136,Rps8,3,Microparticles
79117,Arf5,2,Microparticles
79121,Arf6,3,Microparticles
81504,Grb2,1,Microparticles
81633,Acta2,2,Microparticles
81767,Rpl19,2,Microparticles
81776,Rps24,2,Microparticles
81830,Rab11a,3,Microparticles
83427,Gnb2l1,3,Microparticles
84509,Ran,3,Microparticles
94197,Rab14,2,Microparticles
117053,Rps15a,2,Microparticles
117056,H3f3b,1,Microparticles
117282,Hnrnpk,1,Microparticles
161477,Rps13,2,Microparticles
170923,Rap2b,2,Microparticles
245981,Rpl15,2,Microparticles
287876,Actg1,3,Microparticles
289989,RGD1562510,1,Microparticles
291152,Hist1h4m,3,Microparticles
295277,Hist2h4,3,Microparticles
295347,Rap1a,3,Microparticles
300833,RGD1565900,3,Microparticles
315035,RGD1565056,2,Microparticles
360883,RGD1563410,3,Microparticles
362306,LOC362306,3,Microparticles
364613,RGD1563097,2,Microparticles
364736,RGD1563690,2,Microparticles
364947,LOC364947,1,Microparticles
365370,LOC365370,1,Microparticles
365569,LOC365569,2,Microparticles
366139,RGD1566207,2,Microparticles
366411,RGD1560729,2,Microparticles
366632,LOC366632,2,Microparticles
367155,RGD1565365,3,Microparticles
367254,RGD1564447,1,Microparticles
367943,LOC367943,3,Microparticles
498085,RGD1563835,3,Microparticles
498143,RGD1565131,2,Microparticles
498939,RGD1564421,1,Microparticles
500322,RGD1559795,2,Microparticles
500351,RGD1562378,3,Microparticles
500371,LOC500371,3,Microparticles
500882,RGD1564548,1,Microparticles
501977,RGD1564953,1,Microparticles
502659,RGD1562507,3,Microparticles
502913,RGD1565073,3,Microparticles
679840,LOC679840,3,Microparticles
679897,Rps15a-ps1,2,Microparticles
679983,LOC679983,3,Microparticles
680097,LOC680097,3,Microparticles
680393,LOC680393,2,Microparticles
680430,LOC680430,3,Microparticles
680688,LOC680688,3,Microparticles
680960,LOC680960,3,Microparticles
681330,LOC681330,2,Microparticles
682518,LOC682518,3,Microparticles
683961,LOC683961,2,Microparticles
684038,LOC684038,3,Microparticles
684621,LOC684621,3,Microparticles
684745,LOC684745,3,Microparticles
684887,LOC684887,3,Microparticles
684988,LOC684988,2,Microparticles
686418,LOC686418,2,Microparticles
686736,LOC686736,1,Microparticles
687680,LOC687680,2,Microparticles
688784,LOC688784,3,Microparticles
689492,LOC689492,2,Microparticles
689965,LOC689965,3,Microparticles
690475,LOC690475,2,Microparticles
691065,LOC691065,2,Microparticles
691716,LOC691716,2,Microparticles
692040,LOC692040,2,Microparticles
403791,-,2,Microparticles
403912,-,3,Microparticles
403943,-,3,Microparticles
403957,-,3,Microparticles
280979,-,3,Microparticles
281201,GNB1,3,Microparticles
281597,ACTR3,3,Microparticles
282031,RAP1A,3,Microparticles
282220,EEF1A1,3,Microparticles
287022,YWHAZ,3,Microparticles
327682,GNB2L1,3,Microparticles
327708,RAP1B,3,Microparticles
338049,RHOA,2,Microparticles
338058,ARF1,3,Microparticles
404122,ACTG1,3,Microparticles
614958,-,2,Microparticles
100154916,-,3,Microparticles
100158117,-,3,Microparticles
397605,-,3,Microparticles
1,A1BG,16,Microvesicles
2,A2M,35,Microvesicles
12,SERPINA3,17,Microvesicles
48,ACO1,19,Microvesicles
118,ADD1,10,Microvesicles
120,ADD3,16,Microvesicles
159,ADSS,14,Microvesicles
203,AK1,13,Microvesicles
216,ALDH1A1,3,Microvesicles
220,ALDH1A3,7,Microvesicles
221,ALDH3B1,3,Microvesicles
223,ALDH9A1,13,Microvesicles
230,ALDOC,22,Microvesicles
246,ALOX15,3,Microvesicles
249,ALPL,3,Microvesicles
290,ANPEP,23,Microvesicles
301,ANXA1,38,Microvesicles
304,ANXA2P2,6,Microvesicles
306,ANXA3,22,Microvesicles
316,AOX1,2,Microvesicles
325,APCS,18,Microvesicles
327,APEH,9,Microvesicles
335,APOA1,25,Microvesicles
336,APOA2,8,Microvesicles
338,APOB,24,Microvesicles
348,APOE,25,Microvesicles
350,APOH,20,Microvesicles
355,FAS,4,Microvesicles
358,AQP1,4,Microvesicles
388,RHOB,6,Microvesicles
391,RHOG,25,Microvesicles
477,ATP1A2,8,Microvesicles
478,ATP1A3,5,Microvesicles
481,ATP1B1,7,Microvesicles
483,ATP1B3,25,Microvesicles
490,ATP2B1,21,Microvesicles
492,ATP2B3,12,Microvesicles
493,ATP2B4,21,Microvesicles
526,ATP6V1B2,23,Microvesicles
567,B2M,39,Microvesicles
629,CFB,5,Microvesicles
644,BLVRA,9,Microvesicles
645,BLVRB,18,Microvesicles
682,BSG,34,Microvesicles
683,BST1,5,Microvesicles
714,C1QC,20,Microvesicles
718,C3,30,Microvesicles
720,C4A,19,Microvesicles
721,C4B,20,Microvesicles
722,C4BPA,16,Microvesicles
726,CAPN5,5,Microvesicles
727,C5,13,Microvesicles
730,C7,9,Microvesicles
732,C8B,2,Microvesicles
733,C8G,9,Microvesicles
735,C9,23,Microvesicles
771,CA12,2,Microvesicles
781,CACNA2D1,12,Microvesicles
794,CALB2,4,Microvesicles
801,CALM1,19,Microvesicles
805,CALM2,18,Microvesicles
808,CALM3,20,Microvesicles
826,CAPNS1,20,Microvesicles
830,CAPZA2,17,Microvesicles
873,CBR1,20,Microvesicles
915,CD3D,2,Microvesicles
916,CD3E,1,Microvesicles
919,CD247,2,Microvesicles
920,CD4,12,Microvesicles
921,CD5,1,Microvesicles
922,CD5L,10,Microvesicles
928,CD9,30,Microvesicles
929,CD14,20,Microvesicles
948,CD36,10,Microvesicles
950,SCARB2,19,Microvesicles
952,CD38,1,Microvesicles
960,CD44,23,Microvesicles
962,CD48,2,Microvesicles
966,CD59,18,Microvesicles
975,CD81,35,Microvesicles
976,CD97,18,Microvesicles
977,CD151,11,Microvesicles
998,CDC42,36,Microvesicles
1048,CEACAM5,7,Microvesicles
1173,AP2M1,14,Microvesicles
1191,CLU,23,Microvesicles
1356,CP,13,Microvesicles
1361,CPB2,2,Microvesicles
1382,CRABP2,3,Microvesicles
1396,CRIP1,1,Microvesicles
1397,CRIP2,6,Microvesicles
1401,CRP,3,Microvesicles
1476,CSTB,12,Microvesicles
1495,CTNNA1,17,Microvesicles
1499,CTNNB1,15,Microvesicles
1525,CXADR,3,Microvesicles
1535,CYBA,7,Microvesicles
1536,CYBB,9,Microvesicles
1601,DAB2,7,Microvesicles
1604,CD55,6,Microvesicles
1642,DDB1,10,Microvesicles
1652,DDT,9,Microvesicles
1774,DNASE1L1,2,Microvesicles
1794,DOCK2,7,Microvesicles
1803,DPP4,12,Microvesicles
1809,DPYSL3,10,Microvesicles
1829,DSG2,9,Microvesicles
1890,TYMP,20,Microvesicles
1917,EEF1A2,15,Microvesicles
1956,EGFR,19,Microvesicles
2022,ENG,21,Microvesicles
2037,EPB41L2,19,Microvesicles
2040,STOM,24,Microvesicles
2059,EPS8,10,Microvesicles
2124,EVI2B,6,Microvesicles
2147,F2,17,Microvesicles
2155,F7,3,Microvesicles
2162,F13A1,15,Microvesicles
2182,ACSL4,15,Microvesicles
2191,FAP,4,Microvesicles
2207,FCER1G,13,Microvesicles
2209,FCGR1A,1,Microvesicles
2243,FGA,30,Microvesicles
2244,FGB,29,Microvesicles
2266,FGG,23,Microvesicles
2350,FOLR2,1,Microvesicles
2512,FTL,16,Microvesicles
2638,GC,6,Microvesicles
2664,GDI1,22,Microvesicles
2687,GGT5,7,Microvesicles
2767,GNA11,18,Microvesicles
2770,GNAI1,17,Microvesicles
2776,GNAQ,34,Microvesicles
2783,GNB2,36,Microvesicles
2817,GPC1,8,Microvesicles
2879,GPX4,13,Microvesicles
2911,GRM1,1,Microvesicles
2934,GSN,27,Microvesicles
2937,GSS,12,Microvesicles
2947,GSTM3,13,Microvesicles
3043,HBB,24,Microvesicles
3055,HCK,10,Microvesicles
3075,CFH,14,Microvesicles
3124,HLA-DRB2,1,Microvesicles
3125,HLA-DRB3,8,Microvesicles
3127,HLA-DRB5,6,Microvesicles
3139,HLA-L,1,Microvesicles
3191,HNRNPL,6,Microvesicles
3315,HSPB1,27,Microvesicles
3383,ICAM1,21,Microvesicles
3417,IDH1,21,Microvesicles
3440,IFNA2,1,Microvesicles
3493,IGHA1,2,Microvesicles
3494,IGHA2,2,Microvesicles
3501,IGHG2,2,Microvesicles
3512,IGJ,11,Microvesicles
3514,IGKC,3,Microvesicles
3556,IL1RAP,3,Microvesicles
3572,IL6ST,3,Microvesicles
3611,ILK,18,Microvesicles
3672,ITGA1,11,Microvesicles
3673,ITGA2,23,Microvesicles
3675,ITGA3,16,Microvesicles
3676,ITGA4,15,Microvesicles
3678,ITGA5,19,Microvesicles
3683,ITGAL,16,Microvesicles
3684,ITGAM,15,Microvesicles
3685,ITGAV,35,Microvesicles
3688,ITGB1,40,Microvesicles
3690,ITGB3,33,Microvesicles
3693,ITGB5,14,Microvesicles
3696,ITGB8,1,Microvesicles
3728,JUP,20,Microvesicles
3732,CD82,8,Microvesicles
3845,KRAS,12,Microvesicles
3854,KRT6B,22,Microvesicles
3860,KRT13,17,Microvesicles
3868,KRT16,20,Microvesicles
3913,LAMB2,5,Microvesicles
3929,LBP,8,Microvesicles
3956,LGALS1,18,Microvesicles
3958,LGALS3,15,Microvesicles
4035,LRP1,14,Microvesicles
4082,MARCKS,15,Microvesicles
4240,MFGE8,25,Microvesicles
4241,MFI2,7,Microvesicles
4323,MMP14,13,Microvesicles
4430,MYO1B,17,Microvesicles
4542,MYO1F,10,Microvesicles
4628,MYH10,23,Microvesicles
4641,MYO1C,22,Microvesicles
4642,MYO1D,8,Microvesicles
4830,NME1,29,Microvesicles
4831,NME2,19,Microvesicles
4837,NNMT,3,Microvesicles
4893,NRAS,27,Microvesicles
4907,NT5E,17,Microvesicles
4919,ROR1,1,Microvesicles
5004,ORM1,7,Microvesicles
5055,SERPINB2,2,Microvesicles
5156,PDGFRA,1,Microvesicles
5159,PDGFRB,4,Microvesicles
5226,PGD,28,Microvesicles
5236,PGM1,19,Microvesicles
5265,SERPINA1,30,Microvesicles
5269,SERPINB6,22,Microvesicles
5272,SERPINB9,12,Microvesicles
5273,SERPINB10,3,Microvesicles
5306,PITPNA,2,Microvesicles
5329,PLAUR,4,Microvesicles
5333,PLCD1,7,Microvesicles
5340,PLG,13,Microvesicles
5355,PLP2,12,Microvesicles
5357,PLS1,14,Microvesicles
5358,PLS3,17,Microvesicles
5359,PLSCR1,5,Microvesicles
5420,PODXL,11,Microvesicles
5501,PPP1CC,11,Microvesicles
5518,PPP2R1A,25,Microvesicles
5594,MAPK1,16,Microvesicles
5621,PRNP,1,Microvesicles
5646,PRSS3,2,Microvesicles
5686,PSMA5,19,Microvesicles
5707,PSMD1,17,Microvesicles
5711,PSMD5,13,Microvesicles
5738,PTGFRN,17,Microvesicles
5754,PTK7,9,Microvesicles
5786,PTPRA,13,Microvesicles
5790,PTPRCAP,4,Microvesicles
5819,PVRL2,9,Microvesicles
5858,PZP,4,Microvesicles
5860,QDPR,9,Microvesicles
5868,RAB5A,23,Microvesicles
5872,RAB13,20,Microvesicles
5873,RAB27A,10,Microvesicles
5874,RAB27B,15,Microvesicles
5879,RAC1,32,Microvesicles
5899,RALB,24,Microvesicles
5962,RDX,16,Microvesicles
6009,RHEB,7,Microvesicles
6036,RNASE2,3,Microvesicles
6102,RP2,23,Microvesicles
6237,RRAS,20,Microvesicles
6275,S100A4,11,Microvesicles
6277,S100A6,12,Microvesicles
6279,S100A8,16,Microvesicles
6280,S100A9,11,Microvesicles
6281,S100A10,16,Microvesicles
6282,S100A11,21,Microvesicles
6284,S100A13,8,Microvesicles
6288,SAA1,2,Microvesicles
6289,SAA2,1,Microvesicles
6291,SAA4,10,Microvesicles
6386,SDCBP,28,Microvesicles
6404,SELPLG,5,Microvesicles
6451,SH3BGRL,16,Microvesicles
6510,SLC1A5,23,Microvesicles
6520,SLC3A2,31,Microvesicles
6566,SLC16A1,15,Microvesicles
6624,FSCN1,23,Microvesicles
6647,SOD1,15,Microvesicles
6793,STK10,14,Microvesicles
6813,STXBP2,17,Microvesicles
6814,STXBP3,22,Microvesicles
7037,TFRC,28,Microvesicles
7051,TGM1,4,Microvesicles
7052,TGM2,15,Microvesicles
7070,THY1,8,Microvesicles
7097,TLR2,3,Microvesicles
7162,TPBG,11,Microvesicles
7295,TXN,29,Microvesicles
7297,TYK2,10,Microvesicles
7348,UPK1B,2,Microvesicles
7358,UGDH,15,Microvesicles
7448,VTN,32,Microvesicles
7512,XPNPEP2,4,Microvesicles
7514,XPO1,13,Microvesicles
7531,YWHAE,37,Microvesicles
7532,YWHAG,33,Microvesicles
7533,YWHAH,25,Microvesicles
7681,MKRN3,1,Microvesicles
7779,SLC30A1,3,Microvesicles
7978,MTERF,1,Microvesicles
8407,TAGLN2,40,Microvesicles
8434,RECK,4,Microvesicles
8452,CUL3,5,Microvesicles
8519,IFITM1,8,Microvesicles
8673,VAMP8,13,Microvesicles
8676,STX11,13,Microvesicles
8701,DNAH11,2,Microvesicles
8773,SNAP23,25,Microvesicles
8775,NAPA,19,Microvesicles
8842,PROM1,3,Microvesicles
8854,ALDH1A2,3,Microvesicles
8876,VNN1,5,Microvesicles
8991,SELENBP1,4,Microvesicles
9019,MPZL1,1,Microvesicles
9052,GPRC5A,5,Microvesicles
9076,CLDN1,2,Microvesicles
9119,KRT75,12,Microvesicles
9123,SLC16A3,14,Microvesicles
9124,PDLIM1,17,Microvesicles
9270,ITGB1BP1,1,Microvesicles
9341,VAMP3,11,Microvesicles
9368,SLC9A3R1,19,Microvesicles
9446,GSTO1,23,Microvesicles
10007,GNPDA1,10,Microvesicles
10016,PDCD6,19,Microvesicles
10082,GPC6,4,Microvesicles
10103,TSPAN1,6,Microvesicles
10135,NAMPT,13,Microvesicles
10163,WASF2,12,Microvesicles
10232,MSLN,2,Microvesicles
10247,HRSP12,3,Microvesicles
10327,AKR1A1,14,Microvesicles
10384,BTN3A3,1,Microvesicles
10409,BASP1,17,Microvesicles
10493,VAT1,34,Microvesicles
10519,CIB1,14,Microvesicles
10544,PROCR,1,Microvesicles
10552,ARPC1A,4,Microvesicles
10568,SLC34A2,4,Microvesicles
10581,IFITM2,2,Microvesicles
10628,TXNIP,5,Microvesicles
10723,SLC12A7,6,Microvesicles
10787,NCKAP1,15,Microvesicles
10791,VAMP5,9,Microvesicles
10856,RUVBL2,25,Microvesicles
10938,EHD1,29,Microvesicles
10979,FERMT2,8,Microvesicles
10981,RAB32,5,Microvesicles
11185,INMT,2,Microvesicles
11235,PDCD10,16,Microvesicles
11261,CHP1,15,Microvesicles
11315,PARK7,25,Microvesicles
11326,VSIG4,1,Microvesicles
23167,EFR3A,6,Microvesicles
23180,RFTN1,6,Microvesicles
23191,CYFIP1,24,Microvesicles
23318,ZCCHC11,6,Microvesicles
23385,NCSTN,14,Microvesicles
23516,SLC39A14,3,Microvesicles
23564,DDAH2,18,Microvesicles
23603,CORO1C,25,Microvesicles
23654,PLXNB2,20,Microvesicles
23670,TMEM2,11,Microvesicles
23753,SDF2L1,10,Microvesicles
23767,FLRT3,1,Microvesicles
23768,FLRT2,1,Microvesicles
25796,PGLS,25,Microvesicles
25824,PRDX5,25,Microvesicles
25932,CLIC4,28,Microvesicles
26227,PHGDH,22,Microvesicles
26509,MYOF,12,Microvesicles
26999,CYFIP2,10,Microvesicles
27020,NPTN,13,Microvesicles
27180,SIGLEC9,5,Microvesicles
27288,RBMXL2,1,Microvesicles
28299,IGKV1-5,3,Microvesicles
30844,EHD4,26,Microvesicles
30846,EHD2,15,Microvesicles
30851,TAX1BP3,7,Microvesicles
50619,DEF6,4,Microvesicles
50848,F11R,19,Microvesicles
50865,HEBP1,12,Microvesicles
51056,LAP3,19,Microvesicles
51125,GOLGA7,12,Microvesicles
51571,FAM49B,18,Microvesicles
51704,GPRC5B,1,Microvesicles
51715,RAB23,6,Microvesicles
51719,CAB39,11,Microvesicles
53405,CLIC5,7,Microvesicles
54509,RHOF,6,Microvesicles
55276,PGM2,8,Microvesicles
55313,CPPED1,5,Microvesicles
55327,LIN7C,10,Microvesicles
55714,ODZ3,6,Microvesicles
55742,PARVA,3,Microvesicles
55832,CAND1,26,Microvesicles
55970,GNG12,14,Microvesicles
56667,MUC13,5,Microvesicles
56898,BDH2,1,Microvesicles
56925,LXN,1,Microvesicles
57048,PLSCR3,7,Microvesicles
57124,CD248,8,Microvesicles
57153,SLC44A2,11,Microvesicles
57403,RAB22A,8,Microvesicles
57493,HEG1,3,Microvesicles
57609,DIP2B,13,Microvesicles
57653,LOC100499484-C9ORF174,2,Microvesicles
59345,GNB4,16,Microvesicles
64005,MYO1G,16,Microvesicles
64078,SLC28A3,1,Microvesicles
64114,TMBIM1,7,Microvesicles
64855,FAM129B,18,Microvesicles
64926,RASAL3,1,Microvesicles
65108,MARCKSL1,18,Microvesicles
79017,GGCT,4,Microvesicles
79370,BCL2L14,2,Microvesicles
79612,NAA16,2,Microvesicles
79643,CHMP6,19,Microvesicles
79689,STEAP4,3,Microvesicles
79901,CYBRD1,5,Microvesicles
79919,C2orf54,1,Microvesicles
80331,DNAJC5,4,Microvesicles
80381,CD276,10,Microvesicles
80761,UPK3B,2,Microvesicles
83442,SH3BGRL3,16,Microvesicles
83660,TLN2,11,Microvesicles
84313,VPS25,6,Microvesicles
84343,HPS3,3,Microvesicles
84418,CYSTM1,3,Microvesicles
84817,TXNDC17,2,Microvesicles
89970,RSPRY1,1,Microvesicles
91584,PLXNA4,8,Microvesicles
91663,MYADM,9,Microvesicles
93432,LOC93432,1,Microvesicles
94025,MUC16,3,Microvesicles
114990,VASN,3,Microvesicles
115207,KCTD12,16,Microvesicles
116496,FAM129A,10,Microvesicles
116535,MRGPRF,1,Microvesicles
117159,DCD,19,Microvesicles
124935,SLC43A2,3,Microvesicles
126119,JOSD2,1,Microvesicles
126364,LRRC25,3,Microvesicles
128178,EDARADD,2,Microvesicles
128866,CHMP4B,20,Microvesicles
133418,EMB,3,Microvesicles
134147,CMBL,3,Microvesicles
135228,CD109,15,Microvesicles
136319,MTPN,15,Microvesicles
139818,DOCK11,3,Microvesicles
140576,S100A16,13,Microvesicles
151195,CCNYL1,3,Microvesicles
152007,GLIPR2,18,Microvesicles
157638,FAM84B,4,Microvesicles
164312,LRRN4,2,Microvesicles
196527,ANO6,19,Microvesicles
221184,CPNE2,11,Microvesicles
221935,SDK1,1,Microvesicles
255057,C19orf26,7,Microvesicles
283897,C16orf54,2,Microvesicles
284611,FAM102B,1,Microvesicles
285051,C2orf61,1,Microvesicles
286204,CRB2,2,Microvesicles
286887,KRT6C,13,Microvesicles
345651,ACTBL2,27,Microvesicles
388567,ZNF749,1,Microvesicles
400578,KRT16P2,3,Microvesicles
440915,POTEKP,2,Microvesicles
440917,LOC440917,5,Microvesicles
441528,LOC441528,3,Microvesicles
442497,LOC442497,2,Microvesicles
445582,POTEE,8,Microvesicles
553115,PEF1,14,Microvesicles
641455,POTEM,2,Microvesicles
643336,CDC42P2,2,Microvesicles
644390,LOC644390,1,Microvesicles
649783,LOC649783,1,Microvesicles
653269,POTEI,4,Microvesicles
653781,POTEJ,4,Microvesicles
654364,NME1-NME2,14,Microvesicles
728378,POTEF,7,Microvesicles
729659,S100A11P1,3,Microvesicles
767558,LUZP6,1,Microvesicles
100124692,LOC100124692,1,Microvesicles
100129162,RSL24D1P2,1,Microvesicles
125,ADH1B,7,Microparticles
310,ANXA7,25,Microparticles
347,APOD,14,Microparticles
462,SERPINC1,15,Microparticles
624,BDKRB2,2,Microparticles
710,SERPING1,7,Microparticles
713,C1QB,7,Microparticles
759,CA1,11,Microparticles
821,CANX,26,Microparticles
847,CAT,20,Microparticles
1012,CDH13,10,Microparticles
1509,CTSD,17,Microparticles
1650,DDOST,24,Microparticles
2052,EPHX1,10,Microparticles
2335,FN1,29,Microparticles
2923,PDIA3,26,Microparticles
3039,HBA1,22,Microparticles
3040,HBA2,24,Microparticles
3045,HBD,13,Microparticles
3115,HLA-DPB1,7,Microparticles
3118,HLA-DQA2,4,Microparticles
3309,HSPA5,36,Microparticles
3687,ITGAX,8,Microparticles
3700,ITIH4,14,Microparticles
3916,LAMP1,27,Microparticles
3959,LGALS3BP,13,Microparticles
4060,LUM,9,Microparticles
4069,LYZ,18,Microparticles
4513,COX2,19,Microparticles
4637,MYL6,28,Microparticles
5034,P4HB,27,Microparticles
5479,PPIB,31,Microparticles
6184,RPN1,20,Microparticles
6521,SLC4A1,13,Microparticles
6648,SOD2,15,Microparticles
6876,TAGLN,11,Microparticles
7276,TTR,13,Microparticles
7419,VDAC3,21,Microparticles
8639,AOC3,2,Microparticles
9114,ATP6V0D1,13,Microparticles
10130,PDIA6,29,Microparticles
10134,BCAP31,11,Microparticles
10961,ERP29,24,Microparticles
11160,ERLIN2,23,Microparticles
51752,ERAP1,15,Microparticles
81567,TXNDC5,12,Microparticles
183,AGT,10,Microparticles
239,ALOX12,7,Microparticles
259,AMBP,10,Microparticles
286,ANK1,12,Microparticles
293,SLC25A6,22,Microparticles
346,APOC4,2,Microparticles
383,ARG1,6,Microparticles
488,ATP2A2,22,Microparticles
539,ATP5O,26,Microparticles
563,AZGP1,7,Microparticles
712,C1QA,2,Microparticles
715,C1R,9,Microparticles
800,CALD1,4,Microparticles
1041,CDSN,4,Microparticles
1327,COX4I1,17,Microparticles
1727,CYB5R3,25,Microparticles
1828,DSG1,7,Microparticles
1832,DSP,22,Microparticles
1891,ECH1,22,Microparticles
1893,ECM1,8,Microparticles
1974,EIF4A2,7,Microparticles
2192,FBLN1,7,Microparticles
2312,FLG,4,Microparticles
2781,GNAZ,11,Microparticles
2812,GP1BB,16,Microparticles
3033,HADH,12,Microparticles
3305,HSPA1L,17,Microparticles
3384,ICAM2,9,Microparticles
3655,ITGA6,19,Microparticles
3674,ITGA2B,37,Microparticles
3694,ITGB6,1,Microparticles
3697,ITIH1,11,Microparticles
3872,KRT17,12,Microparticles
3880,KRT19,4,Microparticles
4052,LTBP1,11,Microparticles
4081,MAB21L1,1,Microparticles
4129,MAOB,5,Microparticles
4200,ME2,16,Microparticles
4634,MYL3,1,Microparticles
4673,NAP1L1,14,Microparticles
5005,ORM2,4,Microparticles
5197,PF4V1,2,Microparticles
5245,PHB,26,Microparticles
5250,SLC25A3,12,Microparticles
5284,PIGR,8,Microparticles
5341,PLEK,14,Microparticles
5552,SRGN,2,Microparticles
6403,SELP,6,Microparticles
6708,SPTA1,12,Microparticles
6710,SPTB,14,Microparticles
6714,SRC,16,Microparticles
6742,SSBP1,19,Microparticles
6786,STIM1,10,Microparticles
7168,TPM1,25,Microparticles
7169,TPM2,15,Microparticles
7170,TPM3,30,Microparticles
7171,TPM4,20,Microparticles
7273,TTN,13,Microparticles
7385,UQCRC2,20,Microparticles
7417,VDAC2,26,Microparticles
8402,SLC25A11,15,Microparticles
8547,FCN3,4,Microparticles
9761,MLEC,16,Microparticles
10476,ATP5H,17,Microparticles
10549,PRDX4,21,Microparticles
10632,ATP5L,11,Microparticles
10666,CD226,8,Microparticles
10857,PGRMC1,14,Microparticles
10982,MAPRE2,10,Microparticles
11344,TWF2,15,Microparticles
22908,SACM1L,14,Microparticles
22915,MMRN1,16,Microparticles
25840,METTL7A,4,Microparticles
29780,PARVB,15,Microparticles
51495,PTPLAD1,3,Microparticles
51806,CALML5,7,Microparticles
57142,RTN4,18,Microparticles
64225,ATL2,2,Microparticles
80739,C6orf25,7,Microparticles
81027,TUBB1,23,Microparticles
83659,TEKT1,1,Microparticles
84617,TUBB6,19,Microparticles
84833,USMG5,4,Microparticles
89777,SERPINB12,2,Microparticles
90550,MCU,1,Microparticles
92747,BPIFB1,2,Microparticles
114770,PGLYRP2,10,Microparticles
116173,CMTM5,3,Microparticles
152815,THAP6,1,Microparticles
170392,OIT3,3,Microparticles
196374,KRT78,8,Microparticles
201595,STT3B,7,Microparticles
285195,SLC9A9,1,Microparticles
373156,GSTK1,15,Microparticles
388533,KRTDAP,1,Microparticles
388698,FLG2,14,Microparticles
100293534,LOC100293534,12,Microparticles
52,ACP1,12,Microparticles
70,ACTC1,23,Microparticles
88,ACTN2,8,Microparticles
102,ADAM10,18,Microparticles
119,ADD2,4,Microparticles
160,AP2A1,24,Microparticles
165,AEBP1,6,Microparticles
173,AFM,1,Microparticles
197,AHSG,8,Microparticles
210,ALAD,15,Microparticles
218,ALDH3A1,1,Microparticles
271,AMPD2,6,Microparticles
288,ANK3,1,Microparticles
292,SLC25A5,25,Microparticles
319,APOF,2,Microparticles
341,APOC1,2,Microparticles
344,APOC2,1,Microparticles
345,APOC3,5,Microparticles
351,APP,4,Microparticles
377,ARF3,4,Microparticles
392,ARHGAP1,20,Microparticles
395,ARHGAP6,7,Microparticles
427,ASAH1,9,Microparticles
489,ATP2A3,16,Microparticles
509,ATP5C1,15,Microparticles
513,ATP5D,13,Microparticles
515,ATP5F1,8,Microparticles
521,ATP5I,13,Microparticles
529,ATP6V1E1,22,Microparticles
566,AZU1,4,Microparticles
581,BAX,12,Microparticles
590,BCHE,1,Microparticles
642,BLMH,5,Microparticles
686,BTD,1,Microparticles
716,C1S,9,Microparticles
717,C2,1,Microparticles
725,C4BPB,1,Microparticles
729,C6,7,Microparticles
731,C8A,7,Microparticles
760,CA2,17,Microparticles
811,CALR,28,Microparticles
820,CAMP,3,Microparticles
866,SERPINA6,1,Microparticles
987,LRBA,6,Microparticles
999,CDH1,3,Microparticles
1075,CTSC,12,Microparticles
1200,TPP1,10,Microparticles
1211,CLTA,7,Microparticles
1265,CNN2,20,Microparticles
1312,COMT,18,Microparticles
1340,COX6B1,8,Microparticles
1365,CLDN3,5,Microparticles
1369,CPN1,1,Microparticles
1370,CPN2,1,Microparticles
1374,CPT1A,18,Microparticles
1399,CRKL,11,Microparticles
1465,CSRP1,20,Microparticles
1475,CSTA,3,Microparticles
1603,DAD1,11,Microparticles
1627,DBN1,9,Microparticles
1667,DEFA1,5,Microparticles
1738,DLD,19,Microparticles
1759,DNM1,11,Microparticles
1776,DNASE1L3,1,Microparticles
1845,DUSP3,13,Microparticles
1889,ECE1,7,Microparticles
1962,EHHADH,8,Microparticles
1965,EIF2S1,19,Microparticles
1984,EIF5A,12,Microparticles
2010,EMD,8,Microparticles
2017,CTTN,10,Microparticles
2026,ENO2,17,Microparticles
2027,ENO3,9,Microparticles
2038,EPB42,5,Microparticles
2039,EPB49,5,Microparticles
2098,ESD,20,Microparticles
2109,ETFB,14,Microparticles
2153,F5,17,Microparticles
2157,F8,1,Microparticles
2161,F12,1,Microparticles
2165,F13B,1,Microparticles
2171,FABP5,15,Microparticles
2220,FCN2,1,Microparticles
2224,FDPS,13,Microparticles
2271,FH,21,Microparticles
2273,FHL1,5,Microparticles
2533,FYB,9,Microparticles
2766,GMPR,9,Microparticles
2787,GNG5,11,Microparticles
2810,SFN,11,Microparticles
2811,GP1BA,24,Microparticles
2814,GP5,9,Microparticles
2815,GP9,11,Microparticles
2820,GPD2,9,Microparticles
2822,GPLD1,3,Microparticles
2876,GPX1,21,Microparticles
2878,GPX3,9,Microparticles
2938,GSTA1,3,Microparticles
2993,GYPA,10,Microparticles
2995,GYPC,2,Microparticles
3009,HIST1H1B,18,Microparticles
3026,HABP2,1,Microparticles
3028,HSD17B10,21,Microparticles
3032,HADHB,21,Microparticles
3048,HBG2,7,Microparticles
3053,SERPIND1,7,Microparticles
3078,CFHR1,1,Microparticles
3080,CFHR2,1,Microparticles
