ENTREZ GENE ID,GENE SYMBOL,OCCURRENCES,VESICLE TYPE,Uniprot
10081,PDCD7,5,Microparticles,Q8N8D1
10135,NAMPT,5,Microparticles,P43490
10165,SLC25A13,5,Microparticles,Q9UJS0
10212,DDX39A,7,Microparticles,O00148
10213,PSMD14,7,Microparticles,O00487
10224,ZNF443,3,Microparticles,Q9Y2A4
10226,PLIN3,11,Microparticles,O60664
10240,MRPS31,4,Microparticles,Q92665
10262,SF3B4,4,Microparticles,Q15427
10312,TCIRG1,9,Microparticles,Q13488
10328,EMC8,5,Microparticles,O43402
10330,CNPY2,9,Microparticles,Q9Y2B0
10381,TUBB3,13,Microparticles,Q13509
10423,CDIPT,6,Microparticles,O14735
10424,PGRMC2,6,Microparticles,O15173
10447,FAM3C,5,Microparticles,Q92520
10449,ACAA2,5,Microparticles,P42765
10452,TOMM40,6,Microparticles,O96008
10455,ECI2,5,Microparticles,O75521
10469,TIMM44,4,Microparticles,O43615
10476,ATP5H,8,Microparticles,O75947
10484,SEC23A,4,Microparticles,Q15436
10491,CRTAP,4,Microparticles,O75718
10492,SYNCRIP,10,Microparticles,O60506
10521,DDX17,9,Microparticles,Q92841
10528,NOP56,5,Microparticles,O00567
10549,PRDX4,11,Microparticles,Q13162
10550,ARL6IP5,5,Microparticles,O75915
10558,SPTLC1,4,Microparticles,O15269
10568,SLC34A2,6,Microparticles,O95436
10594,PRPF8,5,Microparticles,Q6P2Q9
10609,LEPREL4,6,Microparticles,Q92791
10613,ERLIN1,6,Microparticles,O75477
10627,MYL12A,7,Microparticles,O14950
10651,MTX2,6,Microparticles,O75431
10657,KHDRBS1,5,Microparticles,Q07666
10763,NES,5,Microparticles,P48681
10772,SRSF10,5,Microparticles,O75494
10801,SEPT9,10,Microparticles,Q9UHD8
10808,HSPH1,5,Microparticles,Q92598
10845,CLPX,5,Microparticles,O76031
10857,PGRMC1,6,Microparticles,O00264
10884,MRPS30,4,Microparticles,Q9NP92
10939,AFG3L2,5,Microparticles,Q9Y4W6
10945,KDELR1,6,Microparticles,P24390
10946,SF3A3,5,Microparticles,Q12874
10951,CBX1,5,Microparticles,P83916
10952,SEC61B,5,Microparticles,P60468
10954,PDIA5,7,Microparticles,Q14554
10972,TMED10,9,Microparticles,P49755
10989,IMMT,10,Microparticles,Q16891
11014,KDELR2,6,Microparticles,P33947
11051,NUDT21,4,Microparticles,O43809
11079,RER1,6,Microparticles,O15258
11112,HIBADH,5,Microparticles,P31937
11140,CDC37,10,Microparticles,Q16543
11167,FSTL1,4,Microparticles,Q12841
11215,AKAP11,5,Microparticles,Q9UKA4
11222,MRPL3,5,Microparticles,P09001
11224,RPL35,4,Microparticles,P42766
11230,PRAF2,5,Microparticles,O60831
11231,SEC63,5,Microparticles,Q9UGP8
22878,TRAPPC8,9,Microparticles,Q9Y2L5
23071,ERP44,9,Microparticles,Q9BS26
23107,MRPS27,5,Microparticles,Q92552
23129,PLXND1,4,Microparticles,Q9Y4D7
23166,STAB1,3,Microparticles,Q9NY15
23184,MESDC2,3,Microparticles,Q14696
23203,PMPCA,5,Microparticles,Q10713
23275,POFUT2,7,Microparticles,Q9Y2G5
23420,NOMO1,6,Microparticles,Q15155
23438,HARS2,5,Microparticles,P49590
23450,SF3B3,6,Microparticles,Q15393
23451,SF3B1,6,Microparticles,O75533
23478,SEC11A,10,Microparticles,P67812
23499,MACF1,4,Microparticles,Q9UPN3
23509,POFUT1,4,Microparticles,Q9H488
23597,ACOT9,6,Microparticles,Q9Y305
24137,KIF4A,6,Microparticles,O95239
25777,SUN2,4,Microparticles,Q9UH99
25870,SUMF2,5,Microparticles,Q8NBJ7
25957,PNISR,5,Microparticles,Q8TF01
25996,REXO2,5,Microparticles,Q9Y3B8
26090,ABHD12,7,Microparticles,Q8N2K0
26135,SERBP1,5,Microparticles,Q8NC51
26156,RSL1D1,5,Microparticles,O76021
26330,GAPDHS,9,Microparticles,O14556
26985,AP3M1,4,Microparticles,Q9Y2T2
26986,PABPC1,6,Microparticles,P11940
27068,PPA2,6,Microparticles,Q9H2U2
27316,RBMX,6,Microparticles,P38159
27340,UTP20,3,Microparticles,O75691
28976,ACAD9,6,Microparticles,Q9H845
29896,TRA2A,4,Microparticles,Q13595
29927,SEC61A1,6,Microparticles,P61619
30001,ERO1L,6,Microparticles,Q96HE7
30827,CXXC1,4,Microparticles,Q9P0U4
30968,STOML2,7,Microparticles,Q9UJZ1
50808,AK3,5,Microparticles,Q9UIJ7
50814,NSDHL,8,Microparticles,Q15738
51026,GOLT1B,4,Microparticles,Q9Y3E0
51060,TXNDC12,8,Microparticles,O95881
51065,RPS27L,5,Microparticles,Q71UM5
51067,YARS2,4,Microparticles,Q9Y2Z4
51079,NDUFA13,6,Microparticles,Q9P0J0
51097,SCCPDH,8,Microparticles,Q8NBX0
51109,RDH11,7,Microparticles,Q8TC12
51121,RPL26L1,5,Microparticles,Q9UNX3
51143,DYNC1LI1,4,Microparticles,Q9Y6G9
51175,TUBE1,4,Microparticles,Q9UJT0
51303,FKBP11,6,Microparticles,Q9NYL4
51339,DACT1,4,Microparticles,Q9NYF0
51350,KRT76,6,Microparticles,Q01546
51386,EIF3L,8,Microparticles,Q9Y262
51649,MRPS23,5,Microparticles,Q9Y3D9
51651,PTRH2,5,Microparticles,Q9Y3E5
51661,FKBP7,3,Microparticles,Q9Y680
51714,SELT,5,Microparticles,P62341
51726,DNAJB11,11,Microparticles,Q9UBS4
54460,MRPS21,5,Microparticles,P82921
54495,TMX3,5,Microparticles,Q96JJ7
54732,TMED9,6,Microparticles,Q9BVK6
54918,CMTM6,10,Microparticles,Q9NX76
54998,AURKAIP1,4,Microparticles,Q9NWT8
55161,TMEM33,3,Microparticles,P57088
55210,ATAD3A,9,Microparticles,Q9NVI7
55226,NAT10,5,Microparticles,Q9H0A0
55303,GIMAP4,3,Microparticles,Q9NUV9
55333,SYNJ2BP,4,Microparticles,P57105
55847,CISD1,5,Microparticles,Q9NZ45
55907,CMAS,4,Microparticles,Q8NFW8
56005,C19orf10,9,Microparticles,Q969H8
56097,PCDHGC5,3,Microparticles,Q9Y5F6
56255,TMX4,4,Microparticles,Q9H1E5
56262,LRRC8A,6,Microparticles,Q8IWT6
56886,UGGT1,12,Microparticles,Q9NYU2
56926,NCLN,6,Microparticles,Q969V3
56945,MRPS22,9,Microparticles,P82650
57099,AVEN,5,Microparticles,Q9NQS1
57129,MRPL47,5,Microparticles,Q9HD33
57136,C20orf3,7,Microparticles,Q9HDC9
57142,RTN4,8,Microparticles,Q9NQC3
57222,ERGIC1,6,Microparticles,Q969X5
57333,RCN3,4,Microparticles,Q96D15
57486,NLN,6,Microparticles,Q9BYT8
57497,LRFN2,3,Microparticles,Q9ULH4
58472,SQRDL,9,Microparticles,Q9Y6N5
58477,SRPRB,9,Microparticles,Q9Y5M8
60559,SPCS3,8,Microparticles,P61009
60681,FKBP10,5,Microparticles,Q96AY3
64064,OXCT2,5,Microparticles,Q9BYC2
64087,MCCC2,4,Microparticles,Q9HCC0
64129,TINAGL1,5,Microparticles,Q9GZM7
64132,XYLT2,5,Microparticles,Q9H1B5
64965,MRPS9,5,Microparticles,P82933
64969,MRPS5,5,Microparticles,P82675
66008,TRAK2,4,Microparticles,O60296
79073,TMEM109,7,Microparticles,Q9BVC6
79092,CARD14,3,Microparticles,Q9BXL6
80142,PTGES2,4,Microparticles,Q9H7Z7
80273,GRPEL1,9,Microparticles,Q9HAV7
80303,EFHD1,3,Microparticles,Q9BUP0
80381,CD276,4,Microparticles,Q5ZPR3
80777,CYB5B,5,Microparticles,O43169
81027,TUBB1,9,Microparticles,Q9H4B7
81502,HM13,10,Microparticles,Q8TCT9
81542,TMX1,10,Microparticles,Q9H3N1
81619,TSPAN14,5,Microparticles,Q8NG11
81855,SFXN3,11,Microparticles,Q9BWM7
83440,ADPGK,5,Microparticles,Q9BRR6
83858,ATAD3B,6,Microparticles,Q5T9A4
84270,C9orf89,5,Microparticles,Q96LW7
84293,FAM213A,7,Microparticles,Q9BRX8
84446,BRSK1,4,Microparticles,Q8TDC3
89781,HPS4,5,Microparticles,Q9NQG7
90952,ESAM,3,Microparticles,Q96AP7
91663,MYADM,6,Microparticles,Q96S97
92140,MTDH,8,Microparticles,Q86UE4
92483,LDHAL6B,5,Microparticles,Q9BYZ2
92609,TIMM50,4,Microparticles,Q3ZCQ8
94005,PIGS,5,Microparticles,Q96S52
94081,SFXN1,10,Microparticles,Q9H9B4
113457,TUBA3D,6,Microparticles,P0DPH8
114294,LACTB,5,Microparticles,P83111
115207,KCTD12,7,Microparticles,Q96CX2
128869,PIGU,5,Microparticles,Q9H490
138803,OR13C3,4,Microparticles,Q8NGS6
139422,MAGEB10,3,Microparticles,Q96LZ2
140801,RPL10L,8,Microparticles,Q96L21
148113,CILP2,4,Microparticles,Q8IUL8
148479,PHF13,5,Microparticles,Q86YI8
154807,VKORC1L1,5,Microparticles,Q8N0U8
161424,NOP9,4,Microparticles,Q86U38
170575,GIMAP1,3,Microparticles,Q8WWP7
171023,ASXL1,5,Microparticles,Q8IXJ9
220164,DOK6,4,Microparticles,Q6PKX4
220988,HNRNPA3,5,Microparticles,P51991
221184,CPNE2,3,Microparticles,Q96FN4
222484,LNX2,4,Microparticles,Q8N448
284119,PTRF,6,Microparticles,Q6NZI2
285601,GPR150,4,Microparticles,Q8NGU9
340075,ARSI,3,Microparticles,Q5FYB1
343069,HNRNPCL1,6,Microparticles,O60812
373156,GSTK1,11,Microparticles,Q9Y2Q3
374291,NDUFS7,6,Microparticles,O75251
182,JAG1,5,Exosomes,P78504
351,APP,5,Exosomes,P05067
374,AREG,2,Exosomes,P15514
629,CFB,2,Exosomes,P00751
1514,CTSL1,5,Exosomes,P07711
1515,CTSL2,3,Exosomes,O60911
1893,ECM1,5,Exosomes,Q16610
1956,EGFR,14,Exosomes,P00533
1962,EHHADH,9,Exosomes,Q08426
2192,FBLN1,6,Exosomes,P23142
2199,FBLN2,2,Exosomes,P98095
2551,GABPA,3,Exosomes,Q06546
2817,GPC1,5,Exosomes,P35052
2944,GSTM1,5,Exosomes,P09488
3371,TNC,3,Exosomes,P24821
3490,IGFBP7,3,Exosomes,Q16270
3491,CYR61,4,Exosomes,O00622
3624,INHBA,4,Exosomes,P08476
3713,IVL,3,Exosomes,P07476
3909,LAMA3,3,Exosomes,Q16787
3914,LAMB3,4,Exosomes,Q13751
3963,LGALS7,9,Exosomes,P47929
4057,LTF,10,Exosomes,P02788
4070,TACSTD2,4,Exosomes,P09758
4318,MMP9,5,Exosomes,P14780
5268,SERPINB5,4,Exosomes,P36952
5328,PLAU,4,Exosomes,P00749
5595,MAPK3,4,Exosomes,P27361
5650,KLK7,3,Exosomes,P49862
5654,HTRA1,5,Exosomes,Q92743
5655,KLK10,3,Exosomes,O43240
5796,PTPRK,3,Exosomes,Q15262
6405,SEMA3F,2,Exosomes,Q13275
7045,TGFBI,9,Exosomes,Q15582
7058,THBS2,3,Exosomes,P35442
7076,TIMP1,6,Exosomes,P01033
7837,PXDN,3,Exosomes,Q92626
9982,FGFBP1,2,Exosomes,Q14512
10468,FST,2,Exosomes,P19883
10512,SEMA3C,2,Exosomes,Q99985
11005,SPINK5,2,Exosomes,Q9NQ38
11012,KLK11,2,Exosomes,Q9UBX7
11202,KLK8,3,Exosomes,O60259
25818,KLK5,2,Exosomes,Q9Y337
51807,TUBA8,5,Exosomes,Q9NY65
55752,SEPT11,3,Exosomes,Q9NVA2
55901,THSD1,3,Exosomes,Q9NS62
55959,SULF2,4,Exosomes,Q8IWU5
132789,GNPDA2,3,Exosomes,Q8TDQ7
135228,CD109,3,Exosomes,Q6YHK3
200315,APOBEC3A,2,Exosomes,P31941
286676,ILDR1,4,Exosomes,Q86SU0
326624,RAB37,2,Exosomes,Q96AX2
374918,IGFL1,2,Exosomes,Q6UW32
388533,KRTDAP,3,Exosomes,P60985
653499,LGALS7B,8,Exosomes,P47929
100913187,APOBEC3A_B,2,Exosomes,P31941
30,ACAA1,6,Microparticles,P09110
489,ATP2A3,5,Microparticles,Q93084
513,ATP5D,6,Microparticles,P30049
817,CAMK2D,5,Microparticles,Q13557
949,SCARB1,6,Microparticles,Q8WTV0
976,CD97,6,Microparticles,P48960
977,CD151,7,Microparticles,P48509
1066,CES1,6,Microparticles,P23141
1116,CHI3L1,5,Microparticles,P36222
1176,AP3S1,4,Microparticles,Q92572
1368,CPM,10,Microparticles,P14384
1468,SLC25A10,5,Microparticles,Q9UBX3
1503,CTPS1,7,Microparticles,P17812
1595,CYP51A1,6,Microparticles,Q16850
1974,EIF4A2,7,Microparticles,Q14240
2109,ETFB,7,Microparticles,P38117
2117,ETV3,5,Microparticles,P41162
2181,ACSL3,7,Microparticles,O95573
2207,FCER1G,5,Microparticles,P30273
2217,FCGRT,6,Microparticles,P55899
2222,FDFT1,7,Microparticles,P37268
2475,MTOR,5,Microparticles,P42345
2673,GFPT1,7,Microparticles,Q06210
2784,GNB3,5,Microparticles,P16520
2947,GSTM3,11,Microparticles,P21266
2969,GTF2I,7,Microparticles,P78347
3055,HCK,4,Microparticles,P08631
3201,HOXA4,5,Microparticles,Q00056
3551,IKBKB,5,Microparticles,O14920
3683,ITGAL,12,Microparticles,P20701
3684,ITGAM,6,Microparticles,P11215
3695,ITGB7,4,Microparticles,P26010
3698,ITIH2,4,Microparticles,P19823
3714,JAG2,6,Microparticles,Q9Y219
3842,TNPO1,9,Microparticles,Q92973
3903,LAIR1,4,Microparticles,Q6GTX8
3987,LIMS1,8,Microparticles,P48059
4173,MCM4,5,Microparticles,P33991
4363,ABCC1,5,Microparticles,P33527
4436,MSH2,5,Microparticles,P43246
4542,MYO1F,4,Microparticles,O00160
4668,NAGA,5,Microparticles,P17050
4697,NDUFA4,7,Microparticles,O00483
4893,NRAS,15,Microparticles,P01111
5224,PGAM2,8,Microparticles,P15259
5355,PLP2,6,Microparticles,Q04941
5501,PPP1CC,6,Microparticles,P36873
5557,PRIM1,5,Microparticles,P49642
5696,PSMB8,8,Microparticles,P28062
5786,PTPRA,6,Microparticles,P18433
5836,PYGL,8,Microparticles,P06737
5881,RAC3,6,Microparticles,P60763
5984,RFC4,6,Microparticles,P35249
6164,RPL34,6,Microparticles,P49207
6251,RSU1,9,Microparticles,Q15404
6320,CLEC11A,5,Microparticles,Q9Y240
6704,SPRR2E,5,Microparticles,P22531
6730,SRP68,6,Microparticles,Q9UHB9
6779,STATH,4,Microparticles,P02808
6793,STK10,6,Microparticles,O94804
7297,TYK2,6,Microparticles,P29597
7462,LAT2,6,Microparticles,Q9GZY6
7965,AIMP2,6,Microparticles,Q13155
8821,INPP4B,5,Microparticles,O15327
9138,ARHGEF1,8,Microparticles,Q92888
9145,SYNGR1,6,Microparticles,O43759
9180,OSMR,4,Microparticles,Q99650
9181,ARHGEF2,5,Microparticles,Q92974
9217,VAPB,6,Microparticles,O95292
9367,RAB9A,6,Microparticles,P51151
9493,KIF23,9,Microparticles,Q02241
9524,TECR,6,Microparticles,Q9NZ01
9535,GMFG,6,Microparticles,O60234
9652,TTC37,5,Microparticles,Q6PGP7
9689,BZW1,7,Microparticles,Q7L1Q6
9780,PIEZO1,5,Microparticles,Q92508
9902,MRC2,4,Microparticles,Q9UBG0
9908,G3BP2,5,Microparticles,Q9UN86
9928,KIF14,7,Microparticles,Q15058
10063,COX17,6,Microparticles,Q14061
10147,SUGP2,6,Microparticles,Q8IX01
10280,SIGMAR1,6,Microparticles,Q99720
10313,RTN3,7,Microparticles,O95197
10426,TUBGCP3,5,Microparticles,Q96CW5
10434,LYPLA1,8,Microparticles,O75608
10726,NUDC,6,Microparticles,Q9Y266
10929,SRSF8,6,Microparticles,Q9BRL6
11031,RAB31,6,Microparticles,Q13636
11113,CIT,6,Microparticles,O14578
11316,COPE,7,Microparticles,O14579
22818,COPZ1,6,Microparticles,P61923
22907,DHX30,7,Microparticles,Q7L2E3
23007,PLCH1,4,Microparticles,Q4KWH8
23067,SETD1B,5,Microparticles,Q9UPS6
23218,NBEAL2,5,Microparticles,Q6ZNJ1
23225,NUP210,6,Microparticles,Q8TEM1
23266,LPHN2,4,Microparticles,O95490
23344,ESYT1,8,Microparticles,Q9BSJ8
23355,VPS8,5,Microparticles,Q8N3P4
23423,TMED3,5,Microparticles,Q9Y3Q3
23467,NPTXR,5,Microparticles,O95502
25902,MTHFD1L,6,Microparticles,Q6UB35
26073,POLDIP2,6,Microparticles,Q9Y2S7
26092,TOR1AIP1,5,Microparticles,Q5JTV8
27020,NPTN,5,Microparticles,Q9Y639
29108,PYCARD,6,Microparticles,Q9ULZ3
29127,RACGAP1,8,Microparticles,Q9H0H5
29937,NENF,6,Microparticles,Q9UMX5
29952,DPP7,8,Microparticles,Q9UHL4
50999,TMED5,5,Microparticles,Q9Y3A6
51170,HSD17B11,6,Microparticles,Q8NBQ5
51209,RAB9B,5,Microparticles,Q9NP90
51316,PLAC8,4,Microparticles,Q9NZF1
51642,MRPL48,6,Microparticles,Q96GC5
54039,PCBP3,4,Microparticles,P57721
54187,NANS,7,Microparticles,Q9NR45
54205,CYCS,7,Microparticles,P99999
54814,QPCTL,5,Microparticles,Q9NXS2
54888,NSUN2,5,Microparticles,Q08J23
54901,CDKAL1,6,Microparticles,Q5VV42
54928,IMPAD1,5,Microparticles,Q9NX62
54941,RNF125,6,Microparticles,Q96EQ8
55037,PTCD3,5,Microparticles,Q96EY7
55233,MOB1A,6,Microparticles,Q9H8S9
55630,SLC39A4,7,Microparticles,Q6P5W5
55858,TMEM165,6,Microparticles,Q9HC07
57488,ESYT2,5,Microparticles,A0FGR8
57505,AARS2,6,Microparticles,Q5JTZ9
58505,OSTC,6,Microparticles,Q9NRP0
59345,GNB4,5,Microparticles,Q9HAV0
64005,MYO1G,6,Microparticles,B0I1T2
64978,MRPL38,6,Microparticles,Q96DV4
65005,MRPL9,7,Microparticles,Q9BYD2
65008,MRPL1,5,Microparticles,Q9BYD6
65012,SLC26A10,5,Microparticles,Q8NG04
78991,PCYOX1L,5,Microparticles,Q8NBM8
79084,WDR77,6,Microparticles,Q9BQA1
79295,OR5H6,4,Microparticles,Q8NGV6
79568,C2orf47,5,Microparticles,Q8WWC4
79888,LPCAT1,6,Microparticles,Q8NF37
81037,CLPTM1L,6,Microparticles,Q96KA5
84233,TMEM126A,6,Microparticles,Q9H061
84329,HVCN1,7,Microparticles,Q96D96
84681,HINT2,8,Microparticles,Q9BX68
113402,SFT2D1,6,Microparticles,Q8WV19
118429,ANTXR2,5,Microparticles,P58335
120224,TMEM45B,5,Microparticles,Q96B21
133686,NADKD1,5,Microparticles,Q4G0N4
136319,MTPN,9,Microparticles,P58546
140032,RPS4Y2,5,Microparticles,Q8TD47
192111,PGAM5,6,Microparticles,Q96HS1
199675,C19orf59,5,Microparticles,Q8IX19
203547,VMA21,5,Microparticles,Q3ZAQ7
221613,HIST1H2AA,5,Microparticles,Q96QV6
222068,TMED4,7,Microparticles,Q7Z7H5
255057,C19orf26,4,Microparticles,Q8N350
319101,KRT73,6,Microparticles,Q86Y46
327657,SERPINA9,4,Microparticles,Q86WD7
339501,PRSS38,4,Microparticles,A1L453
339768,ESPNL,4,Microparticles,Q6ZVH7
346689,KLRG2,5,Microparticles,A4D1S0
389898,UBE2NL,5,Microparticles,Q5JXB2
390667,PTX4,5,Microparticles,Q96A99
408050,NOMO3,5,Microparticles,P69849
440026,TMEM41B,5,Microparticles,Q5BJD5
493856,CISD2,5,Microparticles,Q8N5K1
641649,TMEM91,4,Microparticles,Q6ZNR0
654364,NME1-NME2,9,Microparticles,P22392
729877,TBC1D3H,5,Microparticles,P0C7X1
287,ANK2,3,Microparticles,Q01484
617,BCS1L,2,Microparticles,Q9Y276
837,CASP4,3,Microparticles,P49662
988,CDC5L,3,Microparticles,Q99459
995,CDC25C,3,Microparticles,P30307
1002,CDH4,2,Microparticles,P55283
1051,CEBPB,3,Microparticles,P17676
1062,CENPE,4,Microparticles,Q02224
1088,CEACAM8,8,Microparticles,P31997
1230,CCR1,2,Microparticles,P32246
1289,COL5A1,3,Microparticles,P20908
1340,COX6B1,3,Microparticles,P14854
1362,CPD,3,Microparticles,O75976
1380,CR2,1,Microparticles,P20023
1657,DMXL1,1,Microparticles,Q9Y485
1770,DNAH9,1,Microparticles,Q9NYC9
1894,ECT2,2,Microparticles,Q9H8V3
2521,FUS,3,Microparticles,P35637
2812,GP1BB,6,Microparticles,P13224
2815,GP9,5,Microparticles,P14770
2998,GYS2,2,Microparticles,P54840
3010,HIST1H1T,1,Microparticles,P22492
3357,HTR2B,1,Microparticles,P41595
3635,INPP5D,6,Microparticles,Q92835
3726,JUNB,2,Microparticles,P17275
3750,KCND1,2,Microparticles,Q9NSA2
3811,KIR3DL1,2,Microparticles,P43629
3851,KRT4,4,Microparticles,P19013
3884,KRT33B,2,Microparticles,Q14525
3908,LAMA2,1,Microparticles,P24043
4139,MARK1,1,Microparticles,Q9P0L2
4236,MFAP1,2,Microparticles,P55081
4774,NFIA,2,Microparticles,Q12857
4821,NKX2-2,1,Microparticles,O95096
4952,OCRL,2,Microparticles,Q01968
5064,PALM,3,Microparticles,O75781
5196,PF4,2,Microparticles,P02776
5203,PFDN4,2,Microparticles,Q9NQP4
5209,PFKFB3,4,Microparticles,Q16875
5255,PHKA1,2,Microparticles,P46020
5271,SERPINB8,3,Microparticles,P50452
5294,PIK3CG,1,Microparticles,P48736
5341,PLEK,3,Microparticles,P08567
5347,PLK1,3,Microparticles,P53350
5473,PPBP,4,Microparticles,P02775
5618,PRLR,2,Microparticles,P16471
5798,PTPRN,1,Microparticles,Q16849
5924,RASGRF2,1,Microparticles,O14827
6103,RPGR,2,Microparticles,Q92834
6196,RPS6KA2,3,Microparticles,Q15349
6343,SCT,1,Microparticles,P09683
6352,CCL5,3,Microparticles,P13501
6368,CCL23,1,Microparticles,P55773
6407,SEMG2,1,Microparticles,Q02383
6491,STIL,2,Microparticles,Q15468
6775,STAT4,1,Microparticles,Q14765
6788,STK3,2,Microparticles,Q13188
6789,STK4,2,Microparticles,Q13043
6873,TAF2,3,Microparticles,Q6P1X5
7040,TGFB1,4,Microparticles,P01137
7078,TIMP3,3,Microparticles,P35625
7112,TMPO,2,Microparticles,P42166
7158,TP53BP1,4,Microparticles,Q12888
7181,NR2C1,2,Microparticles,P13056
7517,XRCC3,2,Microparticles,O43542
7739,ZNF185,2,Microparticles,O15231
7871,SLMAP,2,Microparticles,Q14BN4
7941,PLA2G7,1,Microparticles,Q13093
8022,LHX3,1,Microparticles,Q9UBR4
8074,FGF23,1,Microparticles,Q9GZV9
8237,USP11,3,Microparticles,P51784
8289,ARID1A,2,Microparticles,O14497
8436,SDPR,4,Microparticles,O95810
8501,SLC43A1,3,Microparticles,O75387
8531,CSDA,3,Microparticles,P16989
8573,CASK,2,Microparticles,O14936
8623,ASMTL,3,Microparticles,O95671
8701,DNAH11,2,Microparticles,Q96DT5
9124,PDLIM1,4,Microparticles,O00151
9348,NDST3,1,Microparticles,O95803
9382,COG1,3,Microparticles,Q8WTW3
9398,CD101,1,Microparticles,Q93033
9440,MED17,2,Microparticles,Q9NVC6
9497,SLC4A7,1,Microparticles,Q9Y6M7
9688,NUP93,3,Microparticles,Q8N1F7
9736,USP34,2,Microparticles,Q70CQ2
9762,PROSAPIP1,1,Microparticles,O60299
9794,MAML1,3,Microparticles,Q92585
9820,CUL7,3,Microparticles,Q14999
9858,PPP1R26,2,Microparticles,Q5T8A7
9890,LPPR4,1,Microparticles,Q7Z2D5
9905,SGSM2,2,Microparticles,O43147
9935,MAFB,2,Microparticles,Q9Y5Q3
9938,ARHGAP25,2,Microparticles,P42331
10107,TRIM10,3,Microparticles,Q9UDY6
10120,ACTR1B,4,Microparticles,P42025
10153,CEBPZ,2,Microparticles,Q03701
10233,LRRC23,2,Microparticles,Q53EV4
10249,GLYAT,1,Microparticles,Q6IB77
10260,DENND4A,2,Microparticles,Q7Z401
10276,NET1,2,Microparticles,Q7Z628
10343,PKDREJ,1,Microparticles,Q9NTG1
10398,MYL9,5,Microparticles,P24844
10635,RAD51AP1,2,Microparticles,Q96B01
10642,IGF2BP1,1,Microparticles,Q9NZI8
10847,SRCAP,3,Microparticles,Q6ZRS2
10908,PNPLA6,2,Microparticles,Q8IY17
10915,TCERG1,2,Microparticles,O14776
11056,DDX52,2,Microparticles,Q9Y2R4
11100,HNRNPUL1,4,Microparticles,Q9BUJ2
11180,WDR6,4,Microparticles,Q9NNW5
11198,SUPT16H,4,Microparticles,Q9Y5B9
22899,ARHGEF15,3,Microparticles,O94989
22904,SBNO2,2,Microparticles,Q9Y2G9
22906,TRAK1,3,Microparticles,Q9UPV9
23001,WDFY3,1,Microparticles,Q8IZQ1
23024,PDZRN3,2,Microparticles,Q9UPQ7
23049,SMG1,2,Microparticles,Q96Q15
23075,SWAP70,5,Microparticles,Q9UH65
23116,FAM179B,2,Microparticles,Q9Y4F4
23198,PSME4,3,Microparticles,Q14997
23224,SYNE2,3,Microparticles,Q8WXH0
23247,KIAA0556,3,Microparticles,O60303
23300,ATMIN,2,Microparticles,O43313
23369,PUM2,3,Microparticles,Q8TB72
23371,TENC1,3,Microparticles,Q63HR2
23400,ATP13A2,4,Microparticles,Q9NQ11
23418,CRB1,1,Microparticles,P82279
23471,TRAM1,3,Microparticles,Q15629
23510,KCTD2,4,Microparticles,Q14681
24139,EML2,3,Microparticles,O95834
24149,ZNF318,2,Microparticles,Q5VUA4
25959,KANK2,3,Microparticles,Q63ZY3
26157,GIMAP2,3,Microparticles,Q9UG22
26166,RGS22,2,Microparticles,Q8NE09
26263,FBXO22,2,Microparticles,Q8NEZ5
26353,HSPB8,2,Microparticles,Q9UJY1
26586,CKAP2,2,Microparticles,Q8WWK9
27352,SGSM3,3,Microparticles,Q96HU1
29780,PARVB,4,Microparticles,Q9HBI1
29893,PSMC3IP,2,Microparticles,Q9P2W1
29920,PYCR2,3,Microparticles,Q96C36
29985,SLC39A3,2,Microparticles,Q9BRY0
30000,TNPO2,2,Microparticles,O14787
30813,VSX1,1,Microparticles,Q9NZR4
49856,WRAP73,3,Microparticles,Q9P2S5
50619,DEF6,3,Microparticles,Q9H4E7
51493,C22orf28,3,Microparticles,Q9Y3I0
51566,ARMCX3,3,Microparticles,Q9UH62
51622,CCZ1,4,Microparticles,P86790
51655,RASD1,3,Microparticles,Q9Y272
51710,ZNF44,1,Microparticles,P15621
53919,SLCO1C1,1,Microparticles,Q9NYB5
54014,BRWD1,2,Microparticles,Q9NSI6
54456,MOV10L1,1,Microparticles,Q9BXT6
54475,NLE1,3,Microparticles,Q9NVX2
54549,SDK2,2,Microparticles,Q58EX2
54657,UGT1A4,1,Microparticles,P22310
54658,UGT1A1,1,Microparticles,P22309
54707,GPN2,3,Microparticles,Q9H9Y4
54737,MPHOSPH8,2,Microparticles,Q99549
54784,ALKBH4,3,Microparticles,Q9NXW9
54822,TRPM7,1,Microparticles,Q96QT4
54897,CASZ1,2,Microparticles,Q86V15
55140,ELP3,2,Microparticles,Q9H9T3
55342,STRBP,3,Microparticles,Q96SI9
55511,SAGE1,2,Microparticles,Q9NXZ1
55582,KIF27,2,Microparticles,Q86VH2
55698,RADIL,1,Microparticles,Q96JH8
55705,IPO9,2,Microparticles,Q96P70
55735,DNAJC11,3,Microparticles,Q9NVH1
55750,AGK,2,Microparticles,Q53H12
55805,LRP2BP,1,Microparticles,Q9P2M1
55870,ASH1L,1,Microparticles,Q9NR48
55917,CTTNBP2NL,3,Microparticles,Q9P2B4
56001,NXF2,2,Microparticles,Q9GZY0
56919,DHX33,2,Microparticles,Q9H6R0
56987,BBX,3,Microparticles,Q8WY36
57217,TTC7A,2,Microparticles,Q9ULT0
