ENTREZ GENE ID,Uniprot,GENE SYMBOL,OCCURRENCES,VESICLE TYPE
10413,P46937,YAP1,1,Exosomes
10419,O14744,PRMT5,13,Exosomes
10427,O95487,SEC24B,5,Exosomes
10447,Q92520,FAM3C,13,Exosomes
10449,P42765,ACAA2,9,Exosomes
10451,Q9UKW4,VAV3,2,Exosomes
10457,Q14956,GPNMB,7,Exosomes
10480,Q7L2H7,EIF3M,22,Exosomes
10492,O60506,SYNCRIP,22,Exosomes
10494,O00506,STK25,7,Exosomes
10497,O14795,UNC13B,2,Exosomes
10512,Q99985,SEMA3C,8,Exosomes
10521,Q92841,DDX17,33,Exosomes
10525,Q9Y4L1,HYOU1,20,Exosomes
10528,O00567,NOP56,16,Exosomes
10553,Q9BUP3,HTATIP2,3,Exosomes
10558,O15269,SPTLC1,2,Exosomes
10564,Q9Y6D5,ARFGEF2,7,Exosomes
10565,Q9Y6D6,ARFGEF1,4,Exosomes
10577,P61916,NPC2,4,Exosomes
10579,O95359,TACC2,5,Exosomes
10611,Q96HC4,PDLIM5,7,Exosomes
10613,O75477,ERLIN1,7,Exosomes
10626,O95361,TRIM16,3,Exosomes
10627,P19105,MYL12A,17,Exosomes
10632,O75964,ATP5L,3,Exosomes
10640,O00471,EXOC5,9,Exosomes
10652,O15498,YKT6,11,Exosomes
10653,O43291,SPINT2,8,Exosomes
10678,Q9NY97,B3GNT2,1,Exosomes
10724,O60502,MGEA5,5,Exosomes
10728,Q15185,PTGES3,15,Exosomes
10749,O43896,KIF1C,1,Exosomes
10752,O00533,CHL1,3,Exosomes
10768,O43865,AHCYL1,13,Exosomes
10801,Q9UHD8,SEPT9,24,Exosomes
10808,Q92598,HSPH1,22,Exosomes
10810,Q9UPY6,WASF3,4,Exosomes
10844,Q9BSJ2,TUBGCP2,9,Exosomes
10848,Q8WUF5,PPP1R13L,1,Exosomes
10857,O00264,PGRMC1,6,Exosomes
10864,Q9Y694,SLC22A7,1,Exosomes
10867,O75954,TSPAN9,9,Exosomes
10935,P30048,PRDX3,13,Exosomes
10955,Q13530,SERINC3,6,Exosomes
10973,Q8N3C0,ASCC3,5,Exosomes
10980,Q7L5N1,COPS6,11,Exosomes
10985,Q92616,GCN1L1,21,Exosomes
10987,Q92905,COPS5,8,Exosomes
10988,P50579,METAP2,7,Exosomes
10989,Q16891,IMMT,3,Exosomes
11014,P33947,KDELR2,3,Exosomes
11031,Q13636,RAB31,4,Exosomes
11059,Q9H0M0,WWP1,5,Exosomes
11060,O00308,WWP2,5,Exosomes
11069,Q8WZA2,RAPGEF4,1,Exosomes
11078,Q9H2D6,TRIOBP,5,Exosomes
11099,Q16825,PTPN21,1,Exosomes
11140,Q16543,CDC37,15,Exosomes
11171,Q9Y3F4,STRAP,10,Exosomes
11187,Q9Y446,PKP3,16,Exosomes
11199,Q9UJ72,ANXA10,3,Exosomes
11212,O94903,PROSC,2,Exosomes
11224,P42766,RPL35,16,Exosomes
11253,Q9UKM7,MAN1B1,3,Exosomes
11254,Q9UN76,SLC6A14,2,Exosomes
11260,O43592,XPOT,14,Exosomes
11311,Q9NRW7,VPS45,5,Exosomes
11316,O14579,COPE,15,Exosomes
11331,Q99623,PHB2,9,Exosomes
11336,O60645,EXOC3,6,Exosomes
11343,Q99685,MGLL,3,Exosomes
11344,Q6IBS0,TWF2,12,Exosomes
22795,Q14112,NID2,11,Exosomes
22802,Q14CN2,CLCA4,2,Exosomes
22824,O95757,HSPA4L,10,Exosomes
22836,O94955,RHOBTB3,4,Exosomes
22839,Q9Y2H0,DLGAP4,6,Exosomes
22841,Q7L804,RAB11FIP2,2,Exosomes
22844,Q5SYB0,FRMPD1,2,Exosomes
22848,Q2M2I8,AAK1,3,Exosomes
22853,Q8IWU2,LMTK2,1,Exosomes
22858,Q9UPZ9,ICK,1,Exosomes
22859,O94910,LPHN1,4,Exosomes
22872,O94979,SEC31A,12,Exosomes
22884,Q9Y2I8,WDR37,4,Exosomes
22907,Q7L2E3,DHX30,13,Exosomes
22919,Q15691,MAPRE1,10,Exosomes
22928,Q99611,SEPHS2,3,Exosomes
22941,Q9UPX8,SHANK2,6,Exosomes
22978,P49902,NT5C2,6,Exosomes
22982,Q9Y2E4,DIP2C,6,Exosomes
23020,O75643,SNRNP200,26,Exosomes
23036,O60281,ZNF292,1,Exosomes
23041,Q7Z3U7,MON2,4,Exosomes
23043,Q9UKE5,TNIK,19,Exosomes
23052,O94919,ENDOD1,1,Exosomes
23061,Q66K14,TBC1D9B,3,Exosomes
23066,O75155,CAND2,4,Exosomes
23071,Q9BS26,ERP44,15,Exosomes
23075,Q9UH65,SWAP70,6,Exosomes
23105,Q6MZW2,FSTL4,2,Exosomes
23111,Q8N0X7,SPG20,1,Exosomes
23116,Q9Y4F4,FAM179B,4,Exosomes
23122,O75122,CLASP2,9,Exosomes
23154,Q9UBB6,NCDN,3,Exosomes
23170,Q14166,TTLL12,15,Exosomes
23171,Q8N335,GPD1L,4,Exosomes
23173,P53582,METAP1,1,Exosomes
23176,Q92599,SEPT8,9,Exosomes
23181,Q14689,DIP2A,8,Exosomes
23192,Q9Y4P1,ATG4B,2,Exosomes
23196,Q9NZB2,FAM120A,12,Exosomes
23216,Q86TI0,TBC1D1,5,Exosomes
23218,Q6ZNJ1,NBEAL2,6,Exosomes
23224,Q8WXH0,SYNE2,7,Exosomes
23228,Q9UPR0,PLCL2,2,Exosomes
23233,Q9Y2D4,EXOC6B,6,Exosomes
23236,Q9NQ66,PLCB1,2,Exosomes
23239,O60346,PHLPP1,5,Exosomes
23242,O75128,COBL,2,Exosomes
23250,P98196,ATP11A,6,Exosomes
23256,Q8WVM8,SCFD1,5,Exosomes
23263,O15068,MCF2L,4,Exosomes
23265,Q9UPT5,EXOC7,11,Exosomes
23279,Q12769,NUP160,5,Exosomes
23294,Q92625,ANKS1A,8,Exosomes
23303,Q9NQT8,KIF13B,10,Exosomes
23307,Q5T1M5,FKBP15,6,Exosomes
23308,O75144,ICOSLG,2,Exosomes
23325,Q2M389,KIAA1033,9,Exosomes
23327,Q96PU5,NEDD4L,16,Exosomes
23335,Q9Y4E6,WDR7,5,Exosomes
23348,Q9BZ29,DOCK9,15,Exosomes
23351,O15037,KHNYN,1,Exosomes
23355,Q8N3P4,VPS8,5,Exosomes
23358,Q9UPU5,USP24,5,Exosomes
23376,O94874,UFL1,9,Exosomes
23380,O75044,SRGAP2,14,Exosomes
23382,Q96HN2,AHCYL2,9,Exosomes
23396,O60331,PIP5K1C,4,Exosomes
23420,Q15155,NOMO1,6,Exosomes
23428,Q9UHI5,SLC7A8,6,Exosomes
23433,P17081,RHOQ,8,Exosomes
23435,Q13148,TARDBP,15,Exosomes
23450,Q15393,SF3B3,21,Exosomes
23474,O95571,ETHE1,3,Exosomes
23475,Q15274,QPRT,6,Exosomes
23476,O60885,BRD4,3,Exosomes
23499,Q9UPN3,MACF1,17,Exosomes
23524,Q9UQ35,SRRM2,14,Exosomes
23527,Q15057,ACAP2,7,Exosomes
23534,Q9Y5L0,TNPO3,9,Exosomes
23541,O76054,SEC14L2,3,Exosomes
23558,Q969T9,WBP2,6,Exosomes
23562,O95500,CLDN14,2,Exosomes
23569,Q9UM07,PADI4,1,Exosomes
23586,O95786,DDX58,2,Exosomes
23589,Q9Y2V2,CARHSP1,7,Exosomes
23616,Q9Y3L3,SH3BP1,2,Exosomes
23633,O60684,KPNA6,5,Exosomes
23637,Q9Y3P9,RABGAP1,9,Exosomes
23673,Q86Y82,STX12,14,Exosomes
23710,Q9H0R8,GABARAPL1,2,Exosomes
23729,Q9UHJ6,SHPK,4,Exosomes
23760,P48739,PITPNB,11,Exosomes
23788,Q9Y6C9,MTCH2,3,Exosomes
24138,Q13325,IFIT5,2,Exosomes
24139,O95834,EML2,2,Exosomes
25777,Q9UH99,SUN2,2,Exosomes
25782,Q9H2M9,RAB3GAP2,1,Exosomes
25797,Q16769,QPCT,4,Exosomes
25798,O95415,BRI3,1,Exosomes
25814,Q9UBB4,ATXN10,10,Exosomes
25825,Q9Y5Z0,BACE2,1,Exosomes
25831,Q9ULT8,HECTD1,6,Exosomes
25851,Q7Z6L1,TECPR1,2,Exosomes
25865,Q9BZL6,PRKD2,1,Exosomes
25890,Q7Z7G0,ABI3BP,4,Exosomes
25923,Q6DD88,ATL3,8,Exosomes
25953,Q8N490,PNKD,4,Exosomes
25981,Q9P2D7,DNAH1,6,Exosomes
26000,Q4KMP7,TBC1D10B,5,Exosomes
26011,Q6N022,ODZ4,1,Exosomes
26019,Q9HAU5,UPF2,1,Exosomes
26056,Q9BXF6,RAB11FIP5,1,Exosomes
26064,Q9P0K7,RAI14,4,Exosomes
26085,Q9UKR3,KLK13,1,Exosomes
26130,Q14C86,GAPVD1,5,Exosomes
26136,Q9UGI8,TES,8,Exosomes
26146,Q8TDR0,TRAF3IP1,1,Exosomes
26160,Q9UG01,IFT172,1,Exosomes
26232,Q9UK22,FBXO2,3,Exosomes
26275,Q6NVY1,HIBCH,2,Exosomes
26276,Q9H267,VPS33B,2,Exosomes
26278,Q9NZJ4,SACS,3,Exosomes
26503,Q9NRA2,SLC17A5,1,Exosomes
26505,Q8NE01,CNNM3,6,Exosomes
26528,Q96EP5,DAZAP1,6,Exosomes
26873,O14841,OPLAH,5,Exosomes
26985,Q9Y2T2,AP3M1,4,Exosomes
26986,P11940,PABPC1,33,Exosomes
26998,Q9UGM5,FETUB,2,Exosomes
27031,Q7Z494,NPHP3,4,Exosomes
27044,Q7KZF4,SND1,23,Exosomes
27068,Q9H2U2,PPA2,7,Exosomes
27101,Q9HB71,CACYBP,16,Exosomes
27131,Q9Y5X3,SNX5,7,Exosomes
27134,O95049,TJP3,1,Exosomes
27163,Q02083,NAAA,1,Exosomes
27183,Q9UN37,VPS4A,19,Exosomes
27237,Q5VV41,ARHGEF16,2,Exosomes
27241,Q3SYG4,BBS9,1,Exosomes
27333,O00461,GOLIM4,7,Exosomes
27335,Q9UBQ5,EIF3K,20,Exosomes
27347,Q9UEW8,STK39,3,Exosomes
27430,Q9NZL9,MAT2B,8,Exosomes
28952,O60826,CCDC22,4,Exosomes
28956,Q9Y2Q5,LAMTOR2,2,Exosomes
28959,Q3YBM2,TMEM176B,2,Exosomes
28981,Q8WYA0,IFT81,2,Exosomes
28985,Q9ULC4,MCTS1,7,Exosomes
29082,Q9BY43,CHMP4A,10,Exosomes
29091,Q8NFX7,STXBP6,2,Exosomes
29108,Q9ULZ3,PYCARD,3,Exosomes
29110,Q9UHD2,TBK1,6,Exosomes
29766,Q9NYL9,TMOD3,7,Exosomes
29919,Q96DM3,C18orf8,1,Exosomes
29924,Q9Y6I3,EPN1,2,Exosomes
29925,Q9Y5P6,GMPPB,15,Exosomes
29926,Q96IJ6,GMPPA,12,Exosomes
29952,Q9UHL4,DPP7,6,Exosomes
29953,Q9UKU6,TRHDE,3,Exosomes
29959,Q9UHY1,NRBP1,2,Exosomes
29978,Q9UHD9,UBQLN2,5,Exosomes
29979,Q9UMX0,UBQLN1,11,Exosomes
30000,O14787,TNPO2,7,Exosomes
30001,Q96HE7,ERO1L,4,Exosomes
30008,O95967,EFEMP2,4,Exosomes
30011,Q96B97,SH3KBP1,7,Exosomes
50506,Q9NRD8,DUOX2,1,Exosomes
50636,Q6IWH7,ANO7,1,Exosomes
50809,Q5SSJ5,HP1BP3,17,Exosomes
50813,Q9UBW8,COPS7A,4,Exosomes
51011,Q96GK7,FAHD2A,1,Exosomes
51015,Q96CN7,ISOC1,3,Exosomes
51072,Q9Y316,MEMO1,5,Exosomes
51100,Q9Y371,SH3GLB1,5,Exosomes
51104,Q5VST6,FAM108B1,2,Exosomes
51109,Q8TC12,RDH11,4,Exosomes
51119,Q9Y3A5,SBDS,5,Exosomes
51143,Q9Y6G9,DYNC1LI1,15,Exosomes
51144,Q53GQ0,HSD17B12,3,Exosomes
51150,Q9BRK5,SDF4,6,Exosomes
51164,Q9UJW0,DCTN4,4,Exosomes
51196,Q9P212,PLCE1,4,Exosomes
51200,Q9UI42,CPA4,2,Exosomes
51228,Q9NZD2,GLTP,3,Exosomes
51232,Q9NZV1,CRIM1,5,Exosomes
51251,Q9H0P0,NT5C3,1,Exosomes
51279,Q9NZP8,C1RL,4,Exosomes
51280,Q8NBJ4,GOLM1,13,Exosomes
51292,Q9P2T1,GMPR2,3,Exosomes
51294,Q9NPG4,PCDH12,3,Exosomes
51347,Q9H2K8,TAOK3,8,Exosomes
51400,Q9Y570,PPME1,7,Exosomes
51451,Q9UIC8,LCMT1,1,Exosomes
51454,Q9UBP9,GULP1,1,Exosomes
51477,Q9NPH2,ISYNA1,7,Exosomes
51493,Q9Y3I0,C22orf28,17,Exosomes
51520,Q9P2J5,LARS,19,Exosomes
51637,Q9Y224,C14orf166,11,Exosomes
51645,Q9Y3C6,PPIL1,3,Exosomes
51667,Q9Y5A7,NUB1,3,Exosomes
51699,Q9UBQ0,VPS29,12,Exosomes
51765,Q9P289,MST4,17,Exosomes
51809,Q86SF2,GALNT7,8,Exosomes
53343,Q9BW91,NUDT9,1,Exosomes
53905,Q9NRD9,DUOX1,2,Exosomes
53916,P61018,RAB4B,6,Exosomes
53942,O94779,CNTN5,3,Exosomes
53944,Q9HCP0,CSNK1G1,2,Exosomes
54097,P58499,FAM3B,2,Exosomes
54165,Q96GG9,DCUN1D1,3,Exosomes
54187,Q9NR45,NANS,14,Exosomes
54436,Q8TE82,SH3TC1,3,Exosomes
54477,Q9HAU0,PLEKHA5,1,Exosomes
54505,Q7Z478,DHX29,2,Exosomes
54536,Q8TAG9,EXOC6,3,Exosomes
54538,Q8WZ75,ROBO4,1,Exosomes
54555,Q9Y6V7,DDX49,1,Exosomes
54625,Q460N5,PARP14,7,Exosomes
54768,Q4G0P3,HYDIN,4,Exosomes
54795,Q8TD43,TRPM4,4,Exosomes
54809,Q5K651,SAMD9,4,Exosomes
54822,Q96QT4,TRPM7,2,Exosomes
54842,Q6ZSS7,MFSD6,1,Exosomes
54843,Q9HCH5,SYTL2,4,Exosomes
54874,Q5T0N5,FNBP1L,7,Exosomes
54886,Q8TBJ4,LPPR1,1,Exosomes
54921,P0CG13,CHTF8,1,Exosomes
54923,Q9H400,LIME1,3,Exosomes
54947,Q7L5N7,LPCAT2,4,Exosomes
54972,Q24JP5,TMEM132A,1,Exosomes
54994,Q9NWU2,C20orf11,6,Exosomes
55001,Q5TAA0,TTC22,1,Exosomes
55020,Q5R3I4,TTC38,1,Exosomes
55031,Q96K76,USP47,3,Exosomes
55041,Q96CS7,PLEKHB2,9,Exosomes
55072,Q96EP0,RNF31,1,Exosomes
55118,Q9NQ79,CRTAC1,1,Exosomes
55124,Q8TC59,PIWIL2,1,Exosomes
55160,Q9HCE6,ARHGEF10L,1,Exosomes
55161,P57088,TMEM33,6,Exosomes
55163,Q9NVS9,PNPO,2,Exosomes
55183,Q5UIP0,RIF1,2,Exosomes
55191,Q6IA69,NADSYN1,3,Exosomes
55194,Q9NVM1,FAM176B,3,Exosomes
55229,Q9NVE7,PANK4,4,Exosomes
55233,Q9H8S9,MOB1A,13,Exosomes
55236,A0AVT1,UBA6,17,Exosomes
55243,Q96J84,KIRREL,13,Exosomes
55244,Q96FL8,SLC47A1,1,Exosomes
55246,Q86WR0,CCDC25,2,Exosomes
55252,Q76L83,ASXL2,4,Exosomes
55275,Q5VIR6,VPS53,5,Exosomes
55365,Q96HP8,TMEM176A,3,Exosomes
55379,Q96AG4,LRRC59,8,Exosomes
55437,Q9C0K7,STRADB,1,Exosomes
55506,Q9P0M6,H2AFY2,14,Exosomes
55568,Q86SR1,GALNT10,1,Exosomes
55605,Q7Z4S6,KIF21A,8,Exosomes
55612,Q9BQL6,FERMT1,4,Exosomes
55624,Q8WZA1,POMGNT1,2,Exosomes
55640,Q9UPI3,FLVCR2,2,Exosomes
55666,Q8TAT6,NPLOC4,8,Exosomes
55667,Q5VZ89,DENND4C,3,Exosomes
55690,Q6VY07,PACS1,3,Exosomes
55705,Q96P70,IPO9,11,Exosomes
55727,Q9P203,BTBD7,6,Exosomes
55739,Q8IW45,CARKD,1,Exosomes
55740,Q8N8S7,ENAH,3,Exosomes
55752,Q9NVA2,SEPT11,29,Exosomes
55754,Q9NV96,TMEM30A,15,Exosomes
55763,Q9NV70,EXOC1,10,Exosomes
55770,Q96KP1,EXOC2,12,Exosomes
55773,Q9NUY8,TBC1D23,1,Exosomes
55788,Q9NUN5,LMBRD1,6,Exosomes
55793,Q8N5J2,FAM63A,1,Exosomes
55845,Q8WUW1,BRK1,10,Exosomes
55862,Q9NTX5,ECHDC1,3,Exosomes
55898,Q9H3U1,UNC45A,18,Exosomes
55909,Q9NQY0,BIN3,1,Exosomes
55915,Q9NS86,LANCL2,5,Exosomes
55930,Q9NQX4,MYO5C,6,Exosomes
55937,O95445,APOM,5,Exosomes
55959,Q8IWU5,SULF2,6,Exosomes
56097,Q9Y5F6,PCDHGC5,1,Exosomes
56098,Q9Y5F7,PCDHGC4,2,Exosomes
56101,Q9Y5G0,PCDHGB5,1,Exosomes
56104,Q9Y5G3,PCDHGB1,1,Exosomes
56302,Q9NQA5,TRPV5,2,Exosomes
56474,Q9NRF8,CTPS2,2,Exosomes
56659,Q9HB14,KCNK13,1,Exosomes
56681,Q9NR31,SAR1A,16,Exosomes
56729,Q9HD89,RETN,1,Exosomes
56829,Q7Z2W4,ZC3HAV1,17,Exosomes
56882,Q9NRR8,CDC42SE1,1,Exosomes
56886,Q9NYU2,UGGT1,14,Exosomes
56904,Q9NR46,SH3GLB2,1,Exosomes
56924,Q9NQU5,PAK6,5,Exosomes
56957,Q6GQQ9,OTUD7B,4,Exosomes
56990,Q9NRR3,CDC42SE2,7,Exosomes
57016,O60218,AKR1B10,3,Exosomes
57020,Q7Z3J2,C16orf62,4,Exosomes
57095,Q9GZP4,PITHD1,1,Exosomes
57144,Q9P286,PAK7,2,Exosomes
57148,Q86X10,RALGAPB,2,Exosomes
57161,Q9HAT8,PELI2,3,Exosomes
57162,Q96FA3,PELI1,6,Exosomes
57175,Q9BR76,CORO1B,13,Exosomes
57186,Q2PPJ7,RALGAPA2,2,Exosomes
57410,Q96KG9,SCYL1,5,Exosomes
57447,Q9UN36,NDRG2,2,Exosomes
57448,Q9NR09,BIRC6,12,Exosomes
57460,Q9ULR3,PPM1H,3,Exosomes
57470,Q8N1G4,LRRC47,14,Exosomes
57486,Q9BYT8,NLN,6,Exosomes
57488,A0FGR8,ESYT2,11,Exosomes
57515,Q9NRX5,SERINC1,14,Exosomes
57519,Q9P2P6,STARD9,3,Exosomes
57522,Q7Z6B7,SRGAP1,13,Exosomes
57524,Q8WXD9,CASKIN1,2,Exosomes
57539,Q9P2L0,WDR35,2,Exosomes
57544,Q9P2K2,TXNDC16,2,Exosomes
57560,Q9P2H3,IFT80,1,Exosomes
57580,Q8TCU6,PREX1,6,Exosomes
57599,Q8TAF3,WDR48,8,Exosomes
57614,Q9P260,KIAA1468,5,Exosomes
57617,Q9P253,VPS18,4,Exosomes
57628,Q8N608,DPP10,2,Exosomes
57648,Q9P206,KIAA1522,9,Exosomes
57659,Q9P1Z0,ZBTB4,3,Exosomes
57665,Q9HBH5,RDH14,1,Exosomes
57697,Q8IYD8,FANCM,3,Exosomes
57707,Q6P9B6,KIAA1609,3,Exosomes
57710,Q5VZ46,KIAA1614,1,Exosomes
57728,Q8NEZ3,WDR19,1,Exosomes
57758,Q9NQ36,SCUBE2,1,Exosomes
58190,Q9GZU7,CTDSP1,4,Exosomes
58472,Q9Y6N5,SQRDL,2,Exosomes
58478,Q9UHY7,ENOPH1,2,Exosomes
58497,Q86TP1,PRUNE,1,Exosomes
58506,Q9H7N4,SCAF1,2,Exosomes
58508,Q8NEZ4,MLL3,3,Exosomes
58513,Q9UBC2,EPS15L1,3,Exosomes
58527,Q9P1F3,ABRACL,3,Exosomes
58533,Q9UNH7,SNX6,13,Exosomes
58986,Q9HCN3,TMEM8A,5,Exosomes
59274,Q9H1K6,MESDC1,1,Exosomes
59277,Q9HB63,NTN4,2,Exosomes
60314,Q9HB07,C12orf10,4,Exosomes
60676,Q9BXP8,PAPPA2,1,Exosomes
63898,Q9H788,SH2D4A,1,Exosomes
63929,Q9NQH7,XPNPEP3,3,Exosomes
64077,Q9H008,LHPP,2,Exosomes
64083,Q9H4A6,GOLPH3,10,Exosomes
64087,Q9HCC0,MCCC2,3,Exosomes
64129,Q9GZM7,TINAGL1,18,Exosomes
64167,Q6P179,ERAP2,2,Exosomes
64210,Q96T76,MMS19,13,Exosomes
64218,Q9H3S1,SEMA4A,1,Exosomes
64236,Q96JY6,PDLIM2,1,Exosomes
64285,Q96CC6,RHBDF1,2,Exosomes
64359,Q6DKJ4,NXN,4,Exosomes
64419,Q8NCE2,MTMR14,6,Exosomes
64422,Q9NT62,ATG3,8,Exosomes
64423,Q27J81,INF2,8,Exosomes
64430,Q63HM2,C14orf135,1,Exosomes
64601,Q9H269,VPS16,5,Exosomes
64759,Q68CZ2,TNS3,4,Exosomes
64780,Q8TDZ2,MICAL1,3,Exosomes
64837,Q9H0B6,KLC2,9,Exosomes
64841,Q96EK6,GNPNAT1,8,Exosomes
64853,Q96BJ3,AIDA,6,Exosomes
64856,Q6PCB0,VWA1,7,Exosomes
65062,Q96Q45,TMEM237,2,Exosomes
65082,Q96AX1,VPS33A,3,Exosomes
65124,Q53LP3,SOWAHC,1,Exosomes
65264,Q9H832,UBE2Z,3,Exosomes
65979,Q8IZ21,PHACTR4,2,Exosomes
65992,Q96HY6,DDRGK1,4,Exosomes
79058,Q9BZE9,ASPSCR1,1,Exosomes
79083,Q9BV36,MLPH,2,Exosomes
79154,Q6UWP2,DHRS11,1,Exosomes
79156,Q96S99,PLEKHF1,2,Exosomes
79180,Q96C19,EFHD2,12,Exosomes
79188,Q9BTV4,TMEM43,5,Exosomes
79572,Q9H7F0,ATP13A3,4,Exosomes
79575,Q96I13,ABHD8,2,Exosomes
79624,Q9H993,C6orf211,3,Exosomes
79633,Q6V0I7,FAT4,6,Exosomes
79641,Q9GZN7,ROGDI,1,Exosomes
79654,Q5T447,HECTD3,3,Exosomes
79666,Q9H8W4,PLEKHF2,2,Exosomes
79672,Q9HA64,FN3KRP,6,Exosomes
79711,Q8TEX9,IPO4,10,Exosomes
79717,Q9HAB8,PPCS,2,Exosomes
79767,Q96BJ8,ELMO3,2,Exosomes
79774,Q5TC63,GRTP1,3,Exosomes
79792,P57764,GSDMD,1,Exosomes
79809,Q7Z4L5,TTC21B,1,Exosomes
79876,Q9GZZ9,UBA5,6,Exosomes
79885,Q96DB2,HDAC11,2,Exosomes
79956,Q7Z2K6,ERMP1,2,Exosomes
79961,Q9H6A0,DENND2D,4,Exosomes
80005,Q9H7D0,DOCK5,3,Exosomes
80019,Q9HAC8,UBTD1,5,Exosomes
80031,Q8NFY4,SEMA6D,2,Exosomes
80146,Q8NBZ7,UXS1,7,Exosomes
80223,Q6WKZ4,RAB11FIP1,8,Exosomes
80301,Q8TD55,PLEKHO2,4,Exosomes
80310,Q9GZP0,PDGFD,1,Exosomes
80341,Q8N4F0,BPIFB2,1,Exosomes
80349,Q9GZS3,WDR61,12,Exosomes
80760,Q86UX2,ITIH5,1,Exosomes
81533,Q8TB96,ITFG1,2,Exosomes
81553,Q9H0Q0,FAM49A,9,Exosomes
81607,Q96NY8,PVRL4,1,Exosomes
81609,Q96L92,SNX27,10,Exosomes
81619,Q8NG11,TSPAN14,22,Exosomes
81622,Q9H1C4,UNC93B1,2,Exosomes
81888,Q5T013,HYI,1,Exosomes
81926,Q96GS6,FAM108A1,1,Exosomes
83605,Q9BSQ5,CCM2,2,Exosomes
83658,Q9NP97,DYNLRB1,7,Exosomes
83696,Q96Q05,TRAPPC9,4,Exosomes
83737,Q96J02,ITCH,16,Exosomes
83854,Q8NI99,ANGPTL6,2,Exosomes
83872,Q96RW7,HMCN1,7,Exosomes
83940,Q6P1N9,TATDN1,1,Exosomes
83985,Q9H2V7,SPNS1,4,Exosomes
83986,Q9H0X4,ITFG3,14,Exosomes
84033,Q5VST9,OBSCN,6,Exosomes
84166,Q86WI3,NLRC5,1,Exosomes
84230,Q8TDW0,LRRC8C,7,Exosomes
84245,Q9BV20,MRI1,6,Exosomes
84263,Q6YN16,HSDL2,2,Exosomes
84267,Q5T6V5,C9orf64,5,Exosomes
84293,Q9BRX8,FAM213A,1,Exosomes
84340,Q969S9,GFM2,2,Exosomes
84376,Q86VS8,HOOK3,1,Exosomes
84518,Q9BYD5,CNFN,1,Exosomes
84659,Q9H1E1,RNASE7,2,Exosomes
84766,Q9BSW2,EFCAB4B,1,Exosomes
84861,Q53GT1,KLHL22,3,Exosomes
84883,Q9BRQ8,AIFM2,1,Exosomes
84888,Q8TCT8,SPPL2A,8,Exosomes
84898,Q6UX71,PLXDC2,3,Exosomes
84932,Q8WUD1,RAB2B,5,Exosomes
84958,Q8IYJ3,SYTL1,5,Exosomes
85021,Q96D71,REPS1,2,Exosomes
85377,Q8N3F8,MICALL1,3,Exosomes
85440,Q96N67,DOCK7,13,Exosomes
85456,Q9C0C2,TNKS1BP1,2,Exosomes
87769,Q9BVM4,A2LD1,2,Exosomes
88455,Q8IZ07,ANKRD13A,2,Exosomes
89795,Q8IVL0,NAV3,2,Exosomes
89845,Q5T3U5,ABCC10,1,Exosomes
89932,O95428,PAPLN,1,Exosomes
89953,Q9NSK0,KLC4,11,Exosomes
90423,Q96A05,ATP6V1E2,4,Exosomes
90678,Q6UWE0,LRSAM1,3,Exosomes
90957,Q6P158,DHX57,4,Exosomes
91039,Q86TI2,DPP9,6,Exosomes
91107,Q96LD4,TRIM47,2,Exosomes
91373,Q3KQV9,UAP1L1,7,Exosomes
91862,Q96A59,MARVELD3,2,Exosomes
92181,Q8WUN7,UBTD2,8,Exosomes
92335,Q7RTN6,STRADA,1,Exosomes
92421,Q96CF2,CHMP4C,9,Exosomes
93185,Q969P0,IGSF8,52,Exosomes
93627,Q8TEA7,TBCK,1,Exosomes
93663,Q8N392,ARHGAP18,5,Exosomes
93664,Q86UW7,CADPS2,1,Exosomes
94056,Q96A49,SYAP1,1,Exosomes
94120,Q4VX76,SYTL3,2,Exosomes
94121,Q96C24,SYTL4,2,Exosomes
94122,Q8TDW5,SYTL5,1,Exosomes
112936,Q4G0F5,VPS26B,3,Exosomes
113026,Q8N3E9,PLCD3,7,Exosomes
113246,Q99622,C12orf57,3,Exosomes
113278,Q9NQ40,SLC52A3,1,Exosomes
113828,Q8NEG4,FAM83F,3,Exosomes
113878,Q86UW9,DTX2,4,Exosomes
114134,Q96QE2,SLC2A13,2,Exosomes
114770,Q96PD5,PGLYRP2,4,Exosomes
114882,Q9BZF1,OSBPL8,4,Exosomes
114902,Q9BXJ0,C1QTNF5,1,Exosomes
115817,Q96LJ7,DHRS1,2,Exosomes
116835,Q96MM6,HSPA12B,1,Exosomes
116844,P02750,LRG1,7,Exosomes
117583,Q8TEW8,PARD3B,2,Exosomes
117584,Q8WZ73,RFFL,3,Exosomes
119587,Q8N436,CPXM2,3,Exosomes
121391,Q7RTS7,KRT74,8,Exosomes
121512,Q96M96,FGD4,7,Exosomes
123036,Q8N9U0,TC2N,2,Exosomes
124583,Q8WVQ1,CANT1,6,Exosomes
124975,Q6P531,GGT6,3,Exosomes
124997,Q562E7,WDR81,3,Exosomes
126014,Q8IYS5,OSCAR,1,Exosomes
126298,Q8WZA9,IRGQ,1,Exosomes
127018,Q5VWZ2,LYPLAL1,4,Exosomes
127294,Q5VTT5,MYOM3,1,Exosomes
128239,Q86VI3,IQGAP3,6,Exosomes
128240,Q8NCW5,APOA1BP,2,Exosomes
129285,Q6ZMI0,PPP1R21,5,Exosomes
131034,Q96A23,CPNE4,3,Exosomes
